Element 1: (2, (15, 5), ['.', '', '.', '.'], [(16, 4), (10, 8), (18, 11)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (16, 5))
Element 38: (2, (11, 4), ['', '.', '%', ''], [(15, 8), (14, 1), (5, 11)], [False, False, True, False], 24, False, [False, True, False, False], 2682, 'South', (11, 3))
Element 39: (2, (11, 3), ['.', '.', '', '%'], [(14, 8), (13, 1), (5, 12)], [False, False, False, True], 22, False, [True, True, False, False], 2711, 'South', (11, 2))
Element 40: (2, (11, 2), ['.', '.', '', '.'], [(14, 7), (12, 1), (5, 13)], [False, False, False, False], 20, False, [True, True, False, True], 2750, 'East', (12, 2))
Element 41: (2, (12, 2), ['', '', '%', ''], [(14, 8), (11, 1), (4, 13)], [False, False, True, False], 18, False, [False, False, False, False], 2779, 'South', (12, 1))
Element 42: (2, (12, 1), ['', '%', '', ''], [(13, 8), (11, 2), (4, 12)], [False, True, False, False], 16, False, [False, False, False, False], 2798, 'West', (11, 1))
Element 43: (2, (11, 1), ['%', '%', '', ''], [(14, 8), (10, 2), (4, 11)], [True, True, False, False], 14, False, [False, False, False, False], 2817, 'East', (12, 1))
Element 44: (2, (12, 1), ['', '%', '', ''], [(15, 8), (9, 2), (4, 10)], [False, True, False, False], 12, False, [False, False, False, False], 3826, 'North', (12, 2))
Element 45: (2, (12, 2), ['', '', '%', ''], [(15, 7), (9, 3), (3, 10)], [False, False, True, False], 10, False, [False, False, False, False], 3845, 'West', (11, 2))
Element 46: (2, (11, 2), ['', '', '', ''], [(14, 7), (8, 3), (2, 10)], [False, False, False, False], 8, False, [False, False, False, False], 4854, 'South', (11, 1))
Element 47: (2, (11, 1), ['%', '%', '', ''], [(15, 7), (8, 4), (2, 11)], [True, True, False, False], 6, False, [False, False, False, False], 5863, 'North', (11, 2))
Element 48: (2, (11, 2), ['', '', '', ''], [(15, 6), (9, 4), (1, 11)], [False, False, False, False], 4, False, [False, False, False, False], 6872, 'West', (10, 2))
Element 49: (2, (10, 2), ['', '%', '.', ''], [(15, 5), (8, 4), (1, 12)], [False, True, False, False], 2, False, [False, False, True, False], 6881, 'North', (10, 3))
Element 50: (2, (10, 3), ['', '', '', ''], [(15, 5), (8, 4), (2, 12)], [False, False, False, False], 0, False, [False, False, False, False], 6900, 'Stop', (10, 3))
Element 51: #0#
