Element 1: (0, (16, 5), ['.', '.', '.', 'G'], [(4, 11), (14, 8), (17, 5)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'North', (16, 6))
Element 2: (0, (16, 6), ['.', '', '%', '.'], [(5, 11), (15, 8), (18, 5)], [False, False, True, False], 96, False, [True, False, False, True], 39, 'East', (17, 6))
Element 3: (0, (17, 6), ['', '', '.', '%'], [(6, 11), (15, 7), (18, 4)], [False, False, False, True], 94, False, [False, False, True, False], 78, 'North', (17, 7))
Element 4: (0, (17, 7), ['%', '', '%', '.'], [(6, 12), (15, 6), (18, 3)], [True, False, True, False], 92, False, [False, False, False, True], 117, 'East', (18, 7))
Element 5: (0, (18, 7), ['', '%', '%', '%'], [(7, 12), (15, 5), (17, 3)], [False, True, True, True], 90, False, [False, False, False, False], 156, 'West', (17, 7))
Element 6: (0, (17, 7), ['%', '', '%', ''], [(8, 12), (15, 4), (17, 4)], [True, False, True, False], 88, False, [False, False, False, False], 1175, 'South', (17, 6))
Element 7: (0, (17, 6), ['', '', '', '%'], [(9, 12), (16, 4), (17, 3)], [False, False, False, True], 86, False, [False, False, False, False], 1194, 'South', (17, 5))
Element 8: (0, (17, 5), ['', 'G', '', ''], [(10, 12), (16, 3), (17, 4)], [False, False, False, False], 84, False, [False, False, False, False], 1213, 'East', (18, 5))
Element 9: (0, (18, 5), ['', '', '%', '%'], [(11, 12), (17, 3), (16, 4)], [False, False, True, True], 82, False, [False, False, False, False], 1222, 'South', (18, 4))
Element 10: (0, (18, 4), ['', 'G', '', '%'], [(12, 12), (18, 3), (16, 5)], [False, False, False, True], 80, False, [False, False, False, False], 1231, 'West', (17, 4))
Element 11: (0, (17, 4), ['', '', '', 'G'], [(13, 12), (18, 4), (16, 6)], [False, False, False, False], 78, False, [False, False, False, False], 1240, 'South', (17, 3))
Element 12: (0, (17, 3), ['', '%', '', ''], [(13, 13), (18, 5), (17, 6)], [False, True, False, False], 76, False, [False, False, False, False], 1249, 'East', (18, 3))
Element 13: (0, (18, 3), ['', '%', '', '%'], [(14, 13), (17, 5), (17, 7)], [False, True, False, True], 74, False, [False, False, False, False], 1258, 'West', (17, 3))
