Element 1: (1, (1, 13), ['%', '.', '%', '%'], [(18, 12), (6, 12), (16, 10)], [True, False, True, True], 98, False, [False, True, False, False], 9, 'South', (1, 12))
Element 2: (1, (1, 12), ['%', 'F', '', '.'], [(18, 13), (7, 12), (17, 10)], [True, False, False, False], 96, False, [False, False, False, True], 48, 'South', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '', 'F'], [(17, 13), (8, 12), (18, 10)], [True, False, False, False], 94, False, [False, True, False, False], 2067, 'East', (2, 11))
Element 4: (1, (2, 11), ['', '.', '.', '%'], [(17, 12), (9, 12), (18, 11)], [False, False, False, True], 92, False, [False, True, True, False], 3086, 'North', (2, 12))
Element 5: (1, (2, 12), ['', '', '%', '.'], [(16, 12), (10, 12), (17, 11)], [False, False, True, False], 90, False, [False, False, False, True], 3125, 'East', (3, 12))
Element 6: (1, (3, 12), ['', '%', '.', '.'], [(16, 13), (11, 12), (16, 11)], [False, True, False, False], 88, False, [False, False, True, True], 3164, 'East', (4, 12))
Element 7: (1, (4, 12), ['', '.', '.', '.'], [(15, 13), (12, 12), (16, 12)], [False, False, False, False], 86, False, [False, True, True, True], 3193, 'East', (5, 12))
Element 8: (1, (5, 12), ['', '.', '.', ''], [(14, 13), (13, 12), (15, 12)], [False, False, False, False], 84, False, [False, True, True, False], 3232, 'North', (5, 13))
Element 9: (1, (5, 13), ['.', '', '%', '.'], [(14, 13), (13, 13), (15, 13)], [False, False, True, False], 82, False, [True, False, False, True], 3251, 'East', (6, 13))
Element 10: (1, (6, 13), ['', '', '%', '.'], [(13, 13), (12, 13), (16, 13)], [False, False, True, False], 80, False, [False, False, False, True], 3270, 'East', (7, 13))
Element 11: (1, (7, 13), ['', '', '%', '%'], [(13, 12), (12, 12), (17, 13)], [False, False, True, True], 78, False, [False, False, False, False], 3279, 'South', (7, 12))
Element 12: (1, (7, 12), ['', '%', '', ''], [(13, 11), (11, 12), (18, 13)], [False, True, False, False], 76, False, [False, False, False, False], 3288, 'East', (8, 12))
Element 13: (1, (8, 12), ['', '%', '%', ''], [(12, 11), (10, 12), (18, 12)], [False, True, True, False], 74, False, [False, False, False, False], 3297, 'East', (9, 12))
Element 14: (1, (9, 12), ['', '%', '.', ''], [(12, 12), (11, 12), (17, 12)], [False, True, False, False], 72, False, [False, False, True, False], 3296, 'North', (9, 13))
Element 15: (1, (9, 13), ['%', '', '%', '.'], [(12, 13), (10, 12), (18, 12)], [True, False, True, False], 70, False, [False, False, False, True], 3305, 'East', (10, 13))
Element 16: (1, (10, 13), ['', '', '%', '%'], [(12, 12), (9, 12), (18, 13)], [False, False, True, True], 68, False, [False, False, False, False], 3314, 'South', (10, 12))
Element 17: (1, (10, 12), ['', '%', '', 'G'], [(11, 12), (8, 12), (17, 13)], [False, True, False, False], 66, False, [False, False, False, False], 3313, 'North', (10, 13))
Element 18: (1, (10, 13), ['', 'G', '%', '%'], [(10, 12), (8, 12), (17, 12)], [False, False, True, True], 64, False, [False, False, False, False], 3312, 'West', (9, 13))
Element 19: (1, (9, 13), ['%', 'G', '%', 'G'], [(10, 13), (9, 12), (17, 13)], [True, False, True, False], 62, False, [False, False, False, False], 3311, 'Stop', (9, 13))
Element 20: (1, (9, 13), ['%', '', '%', 'G'], [(10, 13), (10, 12), (16, 13)], [True, False, True, False], 60, False, [False, False, False, False], 3310, 'South', (9, 12))
Element 21: (1, (9, 12), ['', '%', '', 'G'], [(10, 12), (10, 12), (15, 13)], [False, True, False, False], 58, False, [False, False, False, False], 3309, 'Stop', (9, 12))
Element 22: (1, (9, 12), ['', '%', '', ''], [(11, 12), (10, 13), (15, 12)], [False, True, False, False], 56, False, [False, False, False, False], 3308, 'West', (8, 12))
Element 23: (1, (8, 12), ['', '%', '%', ''], [(11, 12), (9, 13), (16, 12)], [False, True, True, False], 54, False, [False, False, False, False], 3307, 'West', (7, 12))
Element 24: (1, (7, 12), ['', '%', '', ''], [(11, 12), (10, 13), (17, 12)], [False, True, False, False], 52, False, [False, False, False, False], 3306, 'West', (6, 12))
Element 25: (1, (6, 12), ['', '.', '', ''], [(12, 12), (10, 12), (16, 12)], [False, False, False, False], 50, False, [False, True, False, False], 3305, 'South', (6, 11))
Element 26: (1, (6, 11), ['.', '%', '', '%'], [(12, 12), (9, 12), (16, 13)], [False, True, False, True], 48, False, [True, False, False, False], 3314, 'West', (5, 11))
Element 27: (1, (5, 11), ['.', '%', '', ''], [(13, 12), (9, 13), (16, 12)], [False, True, False, False], 46, False, [True, False, False, False], 3323, 'West', (4, 11))
Element 28: (1, (4, 11), ['%', '.', '', ''], [(13, 13), (9, 12), (16, 11)], [True, False, False, False], 44, False, [False, True, False, False], 3332, 'South', (4, 10))
Element 29: (1, (4, 10), ['.', '%', '', '%'], [(12, 13), (8, 12), (17, 11)], [False, True, False, True], 42, False, [True, False, False, False], 3341, 'West', (3, 10))
Element 30: (1, (3, 10), ['.', '%', '%', ''], [(13, 13), (7, 12), (17, 12)], [False, True, True, False], 40, False, [True, False, False, False], 3350, 'West', (2, 10))
Element 31: (1, (2, 10), ['.', '%', '', ''], [(13, 12), (7, 13), (17, 11)], [False, True, False, False], 38, False, [True, False, False, False], 3359, 'West', (1, 10))
Element 32: (1, (1, 10), ['%', '%', '', ''], [(13, 12), (6, 13), (18, 11)], [True, True, False, False], 36, False, [False, False, False, False], 3368, 'East', (2, 10))
Element 33: (1, (2, 10), ['', '%', '', ''], [(13, 12), (5, 13), (18, 12)], [False, True, False, False], 34, False, [False, False, False, False], 3367, 'East', (3, 10))
Element 34: (1, (3, 10), ['', '%', '%', ''], [(13, 12), (4, 13), (18, 11)], [False, True, True, False], 32, False, [False, False, False, False], 3376, 'East', (4, 10))
Element 35: (1, (4, 10), ['', '%', '', '%'], [(13, 13), (3, 13), (18, 10)], [False, True, False, True], 30, False, [False, False, False, False], 3385, 'North', (4, 11))
Element 36: (1, (4, 11), ['%', '', '', ''], [(14, 13), (3, 12), (17, 10)], [True, False, False, False], 28, False, [False, False, False, False], 3384, 'East', (5, 11))
Element 37: (1, (5, 11), ['', '%', '', ''], [(15, 13), (4, 12), (17, 11)], [False, True, False, False], 26, False, [False, False, False, False], 3383, 'East', (6, 11))
Element 38: (1, (6, 11), ['', '%', '', '%'], [(16, 13), (5, 12), (17, 10)], [False, True, False, True], 24, False, [False, False, False, False], 3382, 'North', (6, 12))
