Element 1: (0, (2, 12), ['.', 'F', '%', '.'], [(4, 8), (7, 2), (10, 10)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'South', (2, 11))
Element 2: (0, (2, 11), ['F', '.', '', '%'], [(5, 8), (8, 2), (9, 10)], [False, False, False, True], 96, False, [False, True, False, False], 1029, 'West', (1, 11))
Element 3: (0, (1, 11), ['%', '.', '.', ''], [(6, 8), (9, 2), (10, 10)], [True, False, False, False], 94, False, [False, True, True, False], 3038, 'North', (1, 12))
Element 4: (0, (1, 12), ['%', '', '.', ''], [(7, 8), (10, 2), (10, 10)], [True, False, False, False], 92, False, [False, False, True, False], 3067, 'North', (1, 13))
Element 5: (0, (1, 13), ['%', '', '%', '%'], [(8, 8), (11, 2), (9, 10)], [True, False, True, True], 90, False, [False, False, False, False], 3096, 'South', (1, 12))
Element 6: (0, (1, 12), ['%', '', '', ''], [(9, 8), (12, 2), (10, 10)], [True, False, False, False], 88, False, [False, False, False, False], 3115, 'South', (1, 11))
Element 7: (0, (1, 11), ['%', '.', '', ''], [(10, 8), (13, 2), (10, 10)], [True, False, False, False], 86, False, [False, True, False, False], 3134, 'South', (1, 10))
Element 8: (0, (1, 10), ['%', '%', '', '.'], [(10, 7), (14, 2), (9, 10)], [True, True, False, False], 84, False, [False, False, False, True], 3163, 'East', (2, 10))
Element 9: (0, (2, 10), ['', '%', '', '.'], [(9, 7), (14, 3), (10, 10)], [False, True, False, False], 82, False, [False, False, False, True], 3192, 'East', (3, 10))
Element 10: (0, (3, 10), ['', '%', '%', '.'], [(9, 6), (14, 4), (10, 10)], [False, True, True, False], 80, False, [False, False, False, True], 3221, 'East', (4, 10))
Element 11: (0, (4, 10), ['', '%', '.', '%'], [(9, 5), (15, 4), (9, 10)], [False, True, False, True], 78, False, [False, False, True, False], 3250, 'North', (4, 11))
Element 12: (0, (4, 11), ['%', '', '.', '.'], [(10, 5), (16, 4), (10, 10)], [True, False, False, False], 76, False, [False, False, True, True], 4269, 'East', (5, 11))
Element 13: (0, (5, 11), ['', '%', '.', '.'], [(10, 4), (17, 4), (10, 10)], [False, True, False, False], 74, False, [False, False, True, True], 4298, 'East', (6, 11))
Element 14: (0, (6, 11), ['', '%', '.', '%'], [(11, 4), (18, 4), (9, 10)], [False, True, False, True], 72, False, [False, False, True, False], 4327, 'North', (6, 12))
Element 15: (0, (6, 12), ['.', '', '.', '.'], [(12, 4), (18, 5), (10, 10)], [False, False, False, False], 70, False, [True, False, True, True], 4356, 'East', (7, 12))
Element 16: (0, (7, 12), ['', '%', '.', 'F'], [(13, 4), (17, 5), (10, 10)], [False, True, False, False], 68, False, [False, False, True, False], 4385, 'East', (8, 12))
Element 17: (0, (8, 12), ['', '%', '%', '.'], [(13, 5), (17, 6), (9, 10)], [False, True, True, False], 66, False, [False, False, False, True], 5404, 'East', (9, 12))
Element 18: (0, (9, 12), ['', '%', '.', '.'], [(14, 5), (17, 7), (10, 10)], [False, True, False, False], 64, False, [False, False, True, True], 5433, 'East', (10, 12))
Element 19: (0, (10, 12), ['', '%', '.', '.'], [(15, 5), (18, 7), (10, 10)], [False, True, False, False], 62, False, [False, False, True, True], 5462, 'East', (11, 12))
Element 20: (0, (11, 12), ['', '%', '%', '.'], [(16, 5), (17, 7), (9, 10)], [False, True, True, False], 60, False, [False, False, False, True], 5481, 'East', (12, 12))
Element 21: (0, (12, 12), ['', '.', '.', '.'], [(16, 6), (17, 6), (10, 10)], [False, False, False, False], 58, False, [False, True, True, True], 5500, 'East', (13, 12))
Element 22: (0, (13, 12), ['', '.', '.', '%'], [(15, 6), (16, 6), (10, 10)], [False, False, False, True], 56, False, [False, True, True, False], 5519, 'North', (13, 13))
Element 23: (0, (13, 13), ['.', '', '%', '.'], [(15, 7), (16, 5), (9, 10)], [False, False, True, False], 54, False, [True, False, False, True], 5538, 'East', (14, 13))
Element 24: (0, (14, 13), ['', '%', '%', '.'], [(15, 8), (15, 5), (10, 10)], [False, True, True, False], 52, False, [False, False, False, True], 5557, 'East', (15, 13))
Element 25: (0, (15, 13), ['', '.', '%', '.'], [(14, 8), (15, 6), (10, 10)], [False, False, True, False], 50, False, [False, True, False, True], 5576, 'East', (16, 13))
Element 26: (0, (16, 13), ['', '.', '%', '.'], [(14, 7), (15, 7), (9, 10)], [False, False, True, False], 48, False, [False, True, False, True], 5595, 'East', (17, 13))
Element 27: (0, (17, 13), ['', '.', '%', '.'], [(14, 8), (15, 8), (10, 10)], [False, False, True, False], 46, False, [False, True, False, True], 5604, 'East', (18, 13))
Element 28: (0, (18, 13), ['', '.', '%', '%'], [(13, 8), (14, 8), (10, 10)], [False, False, True, True], 44, False, [False, True, False, False], 5623, 'South', (18, 12))
Element 29: (0, (18, 12), ['.', '.', '', '%'], [(13, 8), (14, 7), (9, 10)], [False, False, False, True], 42, False, [True, True, False, False], 5632, 'South', (18, 11))
Element 30: (0, (18, 11), ['.', '.', '', '%'], [(14, 8), (15, 7), (10, 10)], [False, False, False, True], 40, False, [True, True, False, False], 5641, 'South', (18, 10))
Element 31: (0, (18, 10), ['.', '%', '', '%'], [(13, 8), (15, 8), (10, 10)], [False, True, False, True], 38, False, [True, False, False, False], 5650, 'West', (17, 10))
Element 32: (0, (17, 10), ['.', '.', '.', ''], [(13, 8), (15, 7), (9, 10)], [False, False, False, False], 36, False, [True, True, True, False], 5659, 'North', (17, 11))
Element 33: (0, (17, 11), ['.', '', '.', ''], [(14, 8), (14, 7), (10, 10)], [False, False, False, False], 34, False, [True, False, True, False], 5668, 'North', (17, 12))
Element 34: (0, (17, 12), ['.', '', '', ''], [(14, 7), (15, 7), (10, 10)], [False, False, False, False], 32, False, [True, False, False, False], 5677, 'West', (16, 12))
Element 35: (0, (16, 12), ['.', '.', '', ''], [(14, 7), (15, 6), (9, 10)], [False, False, False, False], 30, False, [True, True, False, False], 5686, 'South', (16, 11))
Element 36: (0, (16, 11), ['%', '.', '', ''], [(14, 7), (15, 5), (10, 10)], [True, False, False, False], 28, False, [False, True, False, False], 5695, 'South', (16, 10))
Element 37: (0, (16, 10), ['%', '.', '', ''], [(14, 7), (14, 5), (10, 10)], [True, False, False, False], 26, False, [False, True, False, False], 5704, 'South', (16, 9))
Element 38: (0, (16, 9), ['%', '%', '', '.'], [(14, 7), (13, 5), (9, 10)], [True, True, False, False], 24, False, [False, False, False, True], 5713, 'East', (17, 9))
Element 39: (0, (17, 9), ['', '%', '', '%'], [(14, 7), (13, 6), (10, 10)], [False, True, False, True], 22, False, [False, False, False, False], 5732, 'West', (16, 9))
Element 40: (0, (16, 9), ['%', '%', '', ''], [(14, 7), (12, 6), (10, 10)], [True, True, False, False], 20, False, [False, False, False, False], 5741, 'North', (16, 10))
Element 41: (0, (16, 10), ['%', '', '', ''], [(14, 7), (12, 5), (9, 10)], [True, False, False, False], 18, False, [False, False, False, False], 5750, 'North', (16, 11))
Element 42: (0, (16, 11), ['%', '', '', ''], [(14, 7), (12, 4), (10, 10)], [True, False, False, False], 16, False, [False, False, False, False], 5749, 'North', (16, 12))
Element 43: (0, (16, 12), ['.', '', '', ''], [(14, 7), (13, 4), (10, 10)], [False, False, False, False], 14, False, [True, False, False, False], 5748, 'West', (15, 12))
Element 44: (0, (15, 12), ['%', '%', '', ''], [(14, 7), (13, 3), (9, 10)], [True, True, False, False], 12, False, [False, False, False, False], 5767, 'East', (16, 12))
Element 45: (0, (16, 12), ['', '', '', ''], [(14, 7), (13, 4), (10, 10)], [False, False, False, False], 10, False, [False, False, False, False], 5766, 'East', (17, 12))
Element 46: (0, (17, 12), ['', '', '', ''], [(14, 7), (12, 4), (10, 10)], [False, False, False, False], 8, False, [False, False, False, False], 5765, 'South', (17, 11))
Element 47: (0, (17, 11), ['', '', '', ''], [(14, 7), (11, 4), (9, 10)], [False, False, False, False], 6, False, [False, False, False, False], 5764, 'West', (16, 11))
Element 48: (0, (16, 11), ['%', '', '', ''], [(14, 7), (11, 3), (10, 10)], [True, False, False, False], 4, False, [False, False, False, False], 5773, 'East', (17, 11))
Element 49: (0, (17, 11), ['', '', '', ''], [(14, 7), (10, 3), (10, 10)], [False, False, False, False], 2, False, [False, False, False, False], 5782, 'South', (17, 10))
Element 50: (0, (17, 10), ['', '', '', ''], [(14, 7), (9, 3), (9, 10)], [False, False, False, False], 0, False, [False, False, False, False], 5791, 'Stop', (17, 10))
Element 51: #0#
