Element 1: (2, (9, 12), ['F', '%', '.', '.'], [(5, 13), (4, 1), (17, 9)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (8, 12))
Element 2: (2, (8, 12), ['.', '%', '%', ''], [(6, 13), (5, 1), (17, 10)], [False, True, True, False], 96, False, [True, False, False, False], 1048, 'West', (7, 12))
Element 3: (2, (7, 12), ['.', '%', 'G', ''], [(7, 13), (6, 1), (18, 10)], [False, True, False, False], 94, False, [True, False, False, False], 2077, 'West', (6, 12))
Element 4: (2, (6, 12), ['.', '.', '', 'G'], [(7, 12), (7, 1), (18, 11)], [False, False, False, False], 92, False, [True, True, False, False], 2106, 'South', (6, 11))
Element 5: (2, (6, 11), ['.', '%', '', '%'], [(8, 12), (8, 1), (18, 12)], [False, True, False, True], 90, False, [True, False, False, False], 2135, 'West', (5, 11))
Element 6: (2, (5, 11), ['.', '%', '.', ''], [(9, 12), (9, 1), (18, 13)], [False, True, False, False], 88, False, [True, False, True, False], 2164, 'North', (5, 12))
Element 7: (2, (5, 12), ['.', '', '', ''], [(10, 12), (9, 2), (17, 13)], [False, False, False, False], 86, False, [True, False, False, False], 3193, 'West', (4, 12))
Element 8: (2, (4, 12), ['.', '.', '', ''], [(11, 12), (10, 2), (17, 12)], [False, False, False, False], 84, False, [True, True, False, False], 3232, 'South', (4, 11))
Element 9: (2, (4, 11), ['%', '.', '', ''], [(12, 12), (11, 2), (17, 11)], [True, False, False, False], 82, False, [False, True, False, False], 3271, 'South', (4, 10))
Element 10: (2, (4, 10), ['.', '%', '', '%'], [(13, 12), (12, 2), (16, 11)], [False, True, False, True], 80, False, [True, False, False, False], 3310, 'West', (3, 10))
Element 11: (2, (3, 10), ['.', '%', '%', ''], [(13, 13), (13, 2), (16, 12)], [False, True, True, False], 78, False, [True, False, False, False], 3349, 'West', (2, 10))
Element 12: (2, (2, 10), ['.', '%', 'F', ''], [(14, 13), (14, 2), (16, 13)], [False, True, False, False], 76, False, [True, False, False, False], 3388, 'North', (2, 11))
