Element 1: (2, (17, 4), ['.', '.', '.', 'G'], [(4, 3), (18, 1), (18, 4)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (17, 5))
Element 2: (2, (17, 5), ['.', '', '.', 'G'], [(5, 3), (17, 1), (18, 5)], [False, False, False, False], 96, False, [True, False, True, False], 48, 'North', (17, 6))
Element 3: (2, (17, 6), ['.', 'G', '.', '%'], [(6, 3), (17, 1), (17, 5)], [False, False, False, True], 94, False, [True, False, True, False], 67, 'North', (17, 7))
Element 4: (2, (17, 7), ['%', '', '%', '.'], [(7, 3), (18, 1), (16, 5)], [True, False, True, False], 92, False, [False, False, False, True], 96, 'East', (18, 7))
Element 5: (2, (18, 7), ['', '%', '%', '%'], [(8, 3), (17, 1), (16, 6)], [False, True, True, True], 90, False, [False, False, False, False], 1115, 'West', (17, 7))
Element 6: (2, (17, 7), ['%', '', '%', ''], [(9, 3), (17, 1), (15, 6)], [True, False, True, False], 88, False, [False, False, False, False], 1134, 'South', (17, 6))
Element 7: (2, (17, 6), ['', '', '', '%'], [(9, 2), (18, 1), (15, 7)], [False, False, False, True], 86, False, [False, False, False, False], 2143, 'West', (16, 6))
Element 8: (2, (16, 6), ['', '', '%', ''], [(10, 2), (17, 1), (15, 8)], [False, False, True, False], 84, False, [False, False, False, False], 2162, 'South', (16, 5))
Element 9: (2, (16, 5), ['.', '.', '', ''], [(11, 2), (17, 1), (14, 8)], [False, False, False, False], 82, False, [True, True, False, False], 2181, 'South', (16, 4))
Element 10: (2, (16, 4), ['.', '.', '', ''], [(12, 2), (18, 1), (14, 7)], [False, False, False, False], 80, False, [True, True, False, False], 2210, 'South', (16, 3))
Element 11: (2, (16, 3), ['%', '%', '', '.'], [(13, 2), (17, 1), (14, 8)], [True, True, False, False], 78, False, [False, False, False, True], 2229, 'East', (17, 3))
Element 12: (2, (17, 3), ['', '%', '', '.'], [(14, 2), (17, 1), (13, 8)], [False, True, False, False], 76, False, [False, False, False, True], 2258, 'East', (18, 3))
Element 13: (2, (18, 3), ['', '%', '', '%'], [(14, 3), (18, 1), (14, 8)], [False, True, False, True], 74, False, [False, False, False, False], 2277, 'North', (18, 4))
Element 14: (2, (18, 4), ['', '', '', '%'], [(14, 4), (17, 1), (15, 8)], [False, False, False, True], 72, False, [False, False, False, False], 2286, 'North', (18, 5))
Element 15: (2, (18, 5), ['', '', '%', '%'], [(15, 4), (17, 1), (15, 7)], [False, False, True, True], 70, False, [False, False, False, False], 2295, 'South', (18, 4))
Element 16: (2, (18, 4), ['', '', '', '%'], [(15, 5), (18, 1), (14, 7)], [False, False, False, True], 68, False, [False, False, False, False], 2304, 'South', (18, 3))
Element 17: (2, (18, 3), ['', '%', '', '%'], [(14, 5), (17, 1), (15, 7)], [False, True, False, True], 66, False, [False, False, False, False], 2313, 'West', (17, 3))
Element 18: (2, (17, 3), ['', '%', '', ''], [(13, 5), (17, 1), (15, 6)], [False, True, False, False], 64, False, [False, False, False, False], 2322, 'West', (16, 3))
Element 19: (2, (16, 3), ['%', '%', '', ''], [(13, 6), (18, 1), (15, 5)], [True, True, False, False], 62, False, [False, False, False, False], 2331, 'North', (16, 4))
Element 20: (2, (16, 4), ['G', '', '', ''], [(12, 6), (17, 1), (15, 4)], [False, False, False, False], 60, False, [False, False, False, False], 2340, 'South', (16, 3))
