Element 1: (3, (15, 12), ['%', '%', '.', '.'], [(9, 2), (11, 3), (13, 11)], [True, True, False, False], 98, False, [False, False, True, True], 1019, 'East', (16, 12))
Element 2: (3, (16, 12), ['', '.', '.', '.'], [(10, 2), (11, 4), (13, 12)], [False, False, False, False], 96, False, [False, True, True, True], 1058, 'East', (17, 12))
Element 3: (3, (17, 12), ['', '.', '.', '.'], [(11, 2), (12, 4), (13, 13)], [False, False, False, False], 94, False, [False, True, True, True], 1097, 'East', (18, 12))
Element 4: (3, (18, 12), ['', '.', '.', '%'], [(12, 2), (13, 4), (14, 13)], [False, False, False, True], 92, False, [False, True, True, False], 1136, 'North', (18, 13))
Element 5: (3, (18, 13), ['.', '', '%', '%'], [(13, 2), (14, 4), (15, 13)], [False, False, True, True], 90, False, [True, False, False, False], 1175, 'West', (17, 13))
Element 6: (3, (17, 13), ['G', '', '%', ''], [(14, 2), (15, 4), (16, 13)], [False, False, True, False], 88, False, [False, False, False, False], 1214, 'East', (18, 13))
Element 7: (3, (18, 13), ['G', '', '%', '%'], [(14, 3), (16, 4), (17, 13)], [False, False, True, True], 86, False, [False, False, False, False], 1233, 'South', (18, 12))
Element 8: (3, (18, 12), ['', '.', 'G', '%'], [(13, 3), (17, 4), (18, 13)], [False, False, False, True], 84, False, [False, True, False, False], 1252, 'South', (18, 11))
Element 9: (3, (18, 11), ['.', '.', 'G', '%'], [(13, 4), (18, 4), (18, 12)], [False, False, False, True], 82, False, [True, True, False, False], 1271, 'South', (18, 10))
Element 10: (3, (18, 10), ['.', '%', 'G', '%'], [(13, 5), (18, 5), (18, 11)], [False, True, False, True], 80, False, [True, False, False, False], 1300, 'West', (17, 10))
Element 11: (3, (17, 10), ['.', '.', 'G', ''], [(14, 5), (17, 5), (17, 11)], [False, False, False, False], 78, False, [True, True, False, False], 1339, 'South', (17, 9))
Element 12: (3, (17, 9), ['.', '%', '', '%'], [(15, 5), (17, 6), (16, 11)], [False, True, False, True], 76, False, [True, False, False, False], 1378, 'West', (16, 9))
Element 13: (3, (16, 9), ['%', '%', 'G', ''], [(16, 5), (17, 7), (16, 10)], [True, True, False, False], 74, False, [False, False, False, False], 1417, 'East', (17, 9))
Element 14: (3, (17, 9), ['', '%', 'G', '%'], [(16, 6), (18, 7), (17, 10)], [False, True, False, True], 72, False, [False, False, False, False], 1436, 'West', (16, 9))
Element 15: (3, (16, 9), ['%', '%', '', ''], [(15, 6), (17, 7), (18, 10)], [True, True, False, False], 70, False, [False, False, False, False], 1445, 'North', (16, 10))
Element 16: (3, (16, 10), ['%', '', '', 'G'], [(15, 7), (17, 6), (17, 10)], [True, False, False, False], 68, False, [False, False, False, False], 1454, 'North', (16, 11))
Element 17: (3, (16, 11), ['%', '', '', ''], [(15, 8), (16, 6), (17, 9)], [True, False, False, False], 66, False, [False, False, False, False], 1463, 'East', (17, 11))
Element 18: (3, (17, 11), ['', '', '', ''], [(14, 8), (16, 5), (16, 9)], [False, False, False, False], 64, False, [False, False, False, False], 1472, 'West', (16, 11))
Element 19: (3, (16, 11), ['%', '', '', ''], [(14, 7), (15, 5), (17, 9)], [True, False, False, False], 62, False, [False, False, False, False], 1481, 'South', (16, 10))
Element 20: (3, (16, 10), ['%', '', '', 'G'], [(14, 8), (15, 6), (17, 10)], [True, False, False, False], 60, False, [False, False, False, False], 1480, 'South', (16, 9))
Element 21: (3, (16, 9), ['%', '%', 'G', ''], [(13, 8), (15, 7), (16, 10)], [True, True, False, False], 58, False, [False, False, False, False], 1489, 'North', (16, 10))
Element 22: (3, (16, 10), ['%', 'G', '', ''], [(14, 8), (15, 8), (16, 9)], [True, False, False, False], 56, False, [False, False, False, False], 1488, 'North', (16, 11))
Element 23: (3, (16, 11), ['%', 'G', '', ''], [(13, 8), (14, 8), (16, 10)], [True, False, False, False], 54, False, [False, False, False, False], 1487, 'East', (17, 11))
Element 24: (3, (17, 11), ['G', '', '', ''], [(13, 8), (14, 7), (16, 11)], [False, False, False, False], 52, False, [False, False, False, False], 1486, 'East', (18, 11))
Element 25: (3, (18, 11), ['', '', '', '%'], [(14, 8), (15, 7), (16, 12)], [False, False, False, True], 50, False, [False, False, False, False], 1485, 'North', (18, 12))
Element 26: (3, (18, 12), ['G', '', '', '%'], [(13, 8), (15, 8), (17, 12)], [False, False, False, True], 48, False, [False, False, False, False], 1484, 'South', (18, 11))
Element 27: (3, (18, 11), ['', '', '', '%'], [(13, 8), (15, 7), (16, 12)], [False, False, False, True], 46, False, [False, False, False, False], 1483, 'North', (18, 12))
Element 28: (3, (18, 12), ['', '', '', '%'], [(13, 8), (14, 7), (15, 12)], [False, False, False, True], 44, False, [False, False, False, False], 1482, 'West', (17, 12))
Element 29: (3, (17, 12), ['G', '', '', ''], [(13, 8), (15, 7), (16, 12)], [False, False, False, False], 42, False, [False, False, False, False], 1481, 'South', (17, 11))
Element 30: (3, (17, 11), ['G', '', '', ''], [(13, 8), (15, 6), (16, 11)], [False, False, False, False], 40, False, [False, False, False, False], 1480, 'North', (17, 12))
Element 31: (3, (17, 12), ['', 'G', '', ''], [(13, 8), (15, 5), (17, 11)], [False, False, False, False], 38, False, [False, False, False, False], 1479, 'West', (16, 12))
Element 32: (3, (16, 12), ['', '', '', 'G'], [(13, 8), (14, 5), (17, 12)], [False, False, False, False], 36, False, [False, False, False, False], 1478, 'North', (16, 13))
Element 33: (3, (16, 13), ['', '', '%', ''], [(13, 8), (13, 5), (17, 11)], [False, False, True, False], 34, False, [False, False, False, False], 1477, 'West', (15, 13))
Element 34: (3, (15, 13), ['', '', '%', ''], [(13, 8), (13, 6), (17, 10)], [False, False, True, False], 32, False, [False, False, False, False], 1486, 'West', (14, 13))
Element 35: (3, (14, 13), ['', '%', '%', ''], [(13, 8), (12, 6), (17, 11)], [False, True, True, False], 30, False, [False, False, False, False], 1495, 'West', (13, 13))
Element 36: (3, (13, 13), ['.', '', '%', ''], [(13, 8), (12, 5), (18, 11)], [False, False, True, False], 28, False, [True, False, False, False], 1504, 'West', (12, 13))
Element 37: (3, (12, 13), ['%', '.', '%', ''], [(13, 8), (12, 6), (18, 10)], [True, False, True, False], 26, False, [False, True, False, False], 1513, 'South', (12, 12))
Element 38: (3, (12, 12), ['.', '', '', ''], [(13, 8), (11, 6), (18, 11)], [False, False, False, False], 24, False, [True, False, False, False], 1532, 'West', (11, 12))
Element 39: (3, (11, 12), ['.', '%', '%', ''], [(13, 8), (12, 6), (18, 12)], [False, True, True, False], 22, False, [True, False, False, False], 1541, 'West', (10, 12))
Element 40: (3, (10, 12), ['.', '%', '.', ''], [(13, 8), (13, 6), (17, 12)], [False, True, False, False], 20, False, [True, False, True, False], 1550, 'North', (10, 13))
Element 41: (3, (10, 13), ['.', '', '%', '%'], [(13, 8), (13, 5), (18, 12)], [False, False, True, True], 18, False, [True, False, False, False], 1559, 'West', (9, 13))
Element 42: (3, (9, 13), ['%', '.', '%', ''], [(13, 8), (12, 5), (18, 13)], [True, False, True, False], 16, False, [False, True, False, False], 1568, 'South', (9, 12))
Element 43: (3, (9, 12), ['F', '%', '', ''], [(13, 8), (13, 5), (17, 13)], [False, True, False, False], 14, False, [False, False, False, False], 1577, 'West', (8, 12))
Element 44: (3, (8, 12), ['.', '%', '%', ''], [(14, 8), (14, 5), (17, 12)], [False, True, True, False], 12, False, [True, False, False, False], 2576, 'West', (7, 12))
Element 45: (3, (7, 12), ['.', '%', '.', ''], [(14, 7), (15, 5), (17, 13)], [False, True, False, False], 10, False, [True, False, True, False], 2585, 'North', (7, 13))
Element 46: (3, (7, 13), ['.', '', '%', '%'], [(14, 7), (16, 5), (16, 13)], [False, False, True, True], 8, False, [True, False, False, False], 2594, 'West', (6, 13))
Element 47: (3, (6, 13), ['.', '.', '%', ''], [(14, 7), (16, 6), (16, 12)], [False, False, True, False], 6, False, [True, True, False, False], 2603, 'South', (6, 12))
Element 48: (3, (6, 12), ['.', '.', '', ''], [(14, 7), (15, 6), (16, 13)], [False, False, False, False], 4, False, [True, True, False, False], 2612, 'South', (6, 11))
Element 49: (3, (6, 11), ['.', '%', '', '%'], [(14, 7), (16, 6), (15, 13)], [False, True, False, True], 2, False, [True, False, False, False], 2621, 'West', (5, 11))
Element 50: (3, (5, 11), ['.', '%', '.', ''], [(14, 7), (16, 6), (15, 13)], [False, True, False, False], 0, False, [True, False, True, False], 2630, 'Stop', (5, 11))
Element 51: #0#
