Element 1: (0, (1, 7), ['%', '.', 'F', '.'], [(3, 10), (4, 1), (18, 5)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (1, 8))
Element 2: (0, (1, 8), ['%', '', '%', 'F'], [(4, 10), (5, 1), (18, 4)], [True, False, True, False], 96, False, [False, False, False, False], 1029, 'East', (2, 8))
Element 3: (0, (2, 8), ['', '.', '%', '%'], [(4, 11), (6, 1), (18, 3)], [False, False, True, True], 94, False, [False, True, False, False], 3048, 'South', (2, 7))
Element 4: (0, (2, 7), ['', '.', '', '.'], [(5, 11), (7, 1), (17, 3)], [False, False, False, False], 92, False, [False, True, False, True], 3087, 'East', (3, 7))
Element 5: (0, (3, 7), ['', '.', '%', '%'], [(6, 11), (8, 1), (17, 4)], [False, False, True, True], 90, False, [False, True, False, False], 3126, 'South', (3, 6))
Element 6: (0, (3, 6), ['.', '.', '', '.'], [(6, 12), (9, 1), (17, 5)], [False, False, False, False], 88, False, [True, True, False, True], 3165, 'East', (4, 6))
Element 7: (0, (4, 6), ['', '.', '%', '.'], [(7, 12), (9, 2), (17, 6)], [False, False, True, False], 86, False, [False, True, False, True], 4194, 'East', (5, 6))
Element 8: (0, (5, 6), ['', '.', '%', '.'], [(8, 12), (10, 2), (17, 7)], [False, False, True, False], 84, False, [False, True, False, True], 5223, 'East', (6, 6))
Element 9: (0, (6, 6), ['', '.', '%', '%'], [(9, 12), (11, 2), (18, 7)], [False, False, True, True], 82, False, [False, True, False, False], 5262, 'South', (6, 5))
Element 10: (0, (6, 5), ['.', '.', '', '%'], [(10, 12), (12, 2), (17, 7)], [False, False, False, True], 80, False, [True, True, False, False], 5291, 'South', (6, 4))
Element 11: (0, (6, 4), ['%', '.', '', '%'], [(11, 12), (13, 2), (17, 6)], [True, False, False, True], 78, False, [False, True, False, False], 5320, 'South', (6, 3))
Element 12: (0, (6, 3), ['.', '.', '', '.'], [(12, 12), (14, 2), (16, 6)], [False, False, False, False], 76, False, [True, True, False, True], 5359, 'East', (7, 3))
Element 13: (0, (7, 3), ['', '.', '%', 'F'], [(13, 12), (14, 3), (16, 5)], [False, False, True, False], 74, False, [False, True, False, False], 5398, 'East', (8, 3))
Element 14: (0, (8, 3), ['', '.', '.', '.'], [(13, 13), (14, 4), (16, 4)], [False, False, False, False], 72, False, [False, True, True, True], 6427, 'East', (9, 3))
Element 15: (0, (9, 3), ['', '', '.', '.'], [(14, 13), (15, 4), (16, 3)], [False, False, False, False], 70, False, [False, False, True, True], 6466, 'East', (10, 3))
Element 16: (0, (10, 3), ['', '', '.', '.'], [(15, 13), (15, 5), (16, 4)], [False, False, False, False], 68, False, [False, False, True, True], 6495, 'East', (11, 3))
Element 17: (0, (11, 3), ['', '', '.', '%'], [(16, 13), (15, 6), (16, 5)], [False, False, False, True], 66, False, [False, False, True, False], 6524, 'North', (11, 4))
