Element 1: (0, (12, 11), ['%', '%', '.', '.'], [(5, 6), (9, 8), (16, 5)], [True, True, False, False], 98, False, [False, False, True, True], 0, 'East', (13, 11))
Element 2: (0, (13, 11), ['', '%', '.', '%'], [(6, 6), (10, 8), (17, 5)], [False, True, False, True], 96, False, [False, False, True, False], 39, 'North', (13, 12))
Element 3: (0, (13, 12), ['.', '', '.', '%'], [(6, 5), (10, 7), (18, 5)], [False, False, False, True], 94, False, [True, False, True, False], 78, 'North', (13, 13))
Element 4: (0, (13, 13), ['.', '', '%', '.'], [(6, 4), (9, 7), (18, 4)], [False, False, True, False], 92, False, [True, False, False, True], 117, 'East', (14, 13))
Element 5: (0, (14, 13), ['', '%', '%', '.'], [(6, 3), (9, 6), (18, 3)], [False, True, True, False], 90, False, [False, False, False, True], 156, 'East', (15, 13))
Element 6: (0, (15, 13), ['', '.', '%', '.'], [(7, 3), (9, 5), (17, 3)], [False, False, True, False], 88, False, [False, True, False, True], 195, 'East', (16, 13))
Element 7: (0, (16, 13), ['', '.', '%', '.'], [(8, 3), (10, 5), (17, 4)], [False, False, True, False], 86, False, [False, True, False, True], 2214, 'East', (17, 13))
Element 8: (0, (17, 13), ['', '.', '%', '.'], [(9, 3), (10, 4), (16, 4)], [False, False, True, False], 84, False, [False, True, False, True], 2253, 'East', (18, 13))
Element 9: (0, (18, 13), ['', '.', '%', '%'], [(9, 2), (11, 4), (16, 3)], [False, False, True, True], 82, False, [False, True, False, False], 3282, 'South', (18, 12))
Element 10: (0, (18, 12), ['.', '.', '', '%'], [(10, 2), (12, 4), (16, 4)], [False, False, False, True], 80, False, [True, True, False, False], 3311, 'South', (18, 11))
Element 11: (0, (18, 11), ['.', '.', '', '%'], [(11, 2), (13, 4), (15, 4)], [False, False, False, True], 78, False, [True, True, False, False], 3350, 'South', (18, 10))
Element 12: (0, (18, 10), ['.', '%', '', '%'], [(12, 2), (14, 4), (15, 5)], [False, True, False, True], 76, False, [True, False, False, False], 3389, 'West', (17, 10))
Element 13: (0, (17, 10), ['.', '.', '.', ''], [(13, 2), (14, 5), (15, 6)], [False, False, False, False], 74, False, [True, True, True, False], 3428, 'North', (17, 11))
Element 14: (0, (17, 11), ['.', '', '.', ''], [(14, 2), (13, 5), (16, 6)], [False, False, False, False], 72, False, [True, False, True, False], 3467, 'North', (17, 12))
Element 15: (0, (17, 12), ['.', '', '', ''], [(14, 3), (13, 6), (17, 6)], [False, False, False, False], 70, False, [True, False, False, False], 3506, 'West', (16, 12))
Element 16: (0, (16, 12), ['.', '.', '', ''], [(13, 3), (12, 6), (17, 7)], [False, False, False, False], 68, False, [True, True, False, False], 3545, 'South', (16, 11))
Element 17: (0, (16, 11), ['%', '.', '', ''], [(13, 4), (12, 5), (18, 7)], [True, False, False, False], 66, False, [False, True, False, False], 3574, 'South', (16, 10))
Element 18: (0, (16, 10), ['%', '.', '', ''], [(14, 4), (12, 6), (17, 7)], [True, False, False, False], 64, False, [False, True, False, False], 3583, 'South', (16, 9))
Element 19: (0, (16, 9), ['%', '%', '', '.'], [(15, 4), (11, 6), (17, 6)], [True, True, False, False], 62, False, [False, False, False, True], 3602, 'East', (17, 9))
Element 20: (0, (17, 9), ['', '%', '', '%'], [(16, 4), (12, 6), (16, 6)], [False, True, False, True], 60, False, [False, False, False, False], 3611, 'West', (16, 9))
Element 21: (0, (16, 9), ['%', '%', '', ''], [(17, 4), (13, 6), (15, 6)], [True, True, False, False], 58, False, [False, False, False, False], 3610, 'North', (16, 10))
Element 22: (0, (16, 10), ['%', '', '', ''], [(18, 4), (13, 5), (15, 7)], [True, False, False, False], 56, False, [False, False, False, False], 3619, 'North', (16, 11))
Element 23: (0, (16, 11), ['%', '', '', ''], [(18, 5), (12, 5), (15, 8)], [True, False, False, False], 54, False, [False, False, False, False], 3628, 'North', (16, 12))
Element 24: (0, (16, 12), ['.', '', '', ''], [(17, 5), (13, 5), (14, 8)], [False, False, False, False], 52, False, [True, False, False, False], 3637, 'West', (15, 12))
Element 25: (0, (15, 12), ['%', '%', '', ''], [(17, 6), (14, 5), (14, 7)], [True, True, False, False], 50, False, [False, False, False, False], 3656, 'East', (16, 12))
Element 26: (0, (16, 12), ['', '', '', ''], [(17, 7), (15, 5), (14, 8)], [False, False, False, False], 48, False, [False, False, False, False], 3655, 'East', (17, 12))
Element 27: (0, (17, 12), ['', '', '', ''], [(18, 7), (16, 5), (13, 8)], [False, False, False, False], 46, False, [False, False, False, False], 3664, 'South', (17, 11))
Element 28: (0, (17, 11), ['', '', '', ''], [(17, 7), (17, 5), (14, 8)], [False, False, False, False], 44, False, [False, False, False, False], 3663, 'West', (16, 11))
Element 29: (0, (16, 11), ['%', '', '', ''], [(17, 6), (18, 5), (15, 8)], [True, False, False, False], 42, False, [False, False, False, False], 3662, 'East', (17, 11))
Element 30: (0, (17, 11), ['', '', '', ''], [(16, 6), (18, 4), (15, 7)], [False, False, False, False], 40, False, [False, False, False, False], 3661, 'South', (17, 10))
Element 31: (0, (17, 10), ['', '', '', ''], [(16, 5), (18, 3), (14, 7)], [False, False, False, False], 38, False, [False, False, False, False], 3660, 'South', (17, 9))
Element 32: (0, (17, 9), ['', '%', '', '%'], [(15, 5), (17, 3), (15, 7)], [False, True, False, True], 36, False, [False, False, False, False], 3659, 'North', (17, 10))
Element 33: (0, (17, 10), ['', '', '', ''], [(15, 6), (17, 4), (14, 7)], [False, False, False, False], 34, False, [False, False, False, False], 3658, 'West', (16, 10))
Element 34: (0, (16, 10), ['%', '', '', ''], [(15, 7), (16, 4), (14, 7)], [True, False, False, False], 32, False, [False, False, False, False], 3657, 'East', (17, 10))
Element 35: (0, (17, 10), ['', '', '', ''], [(15, 8), (16, 3), (14, 7)], [False, False, False, False], 30, False, [False, False, False, False], 3656, 'East', (18, 10))
Element 36: (0, (18, 10), ['', '%', '', '%'], [(14, 8), (16, 4), (15, 7)], [False, True, False, True], 28, False, [False, False, False, False], 3655, 'North', (18, 11))
Element 37: (0, (18, 11), ['', '', '', '%'], [(14, 7), (15, 4), (15, 6)], [False, False, False, True], 26, False, [False, False, False, False], 3654, 'West', (17, 11))
Element 38: (0, (17, 11), ['', '', '', ''], [(14, 8), (16, 4), (15, 5)], [False, False, False, False], 24, False, [False, False, False, False], 3653, 'East', (18, 11))
Element 39: (0, (18, 11), ['', '', '', '%'], [(13, 8), (17, 4), (15, 4)], [False, False, False, True], 22, False, [False, False, False, False], 3652, 'North', (18, 12))
Element 40: (0, (18, 12), ['', '', '', '%'], [(14, 8), (17, 3), (14, 4)], [False, False, False, True], 20, False, [False, False, False, False], 3651, 'West', (17, 12))
Element 41: (0, (17, 12), ['', '', '', ''], [(15, 8), (16, 3), (14, 5)], [False, False, False, False], 18, False, [False, False, False, False], 3650, 'East', (18, 12))
Element 42: (0, (18, 12), ['', '', '', '%'], [(15, 7), (17, 3), (13, 5)], [False, False, False, True], 16, False, [False, False, False, False], 3649, 'North', (18, 13))
Element 43: (0, (18, 13), ['', '', '%', '%'], [(15, 6), (18, 3), (13, 6)], [False, False, True, True], 14, False, [False, False, False, False], 3648, 'West', (17, 13))
Element 44: (0, (17, 13), ['', '', '%', ''], [(15, 5), (18, 4), (12, 6)], [False, False, True, False], 12, False, [False, False, False, False], 3647, 'South', (17, 12))
Element 45: (0, (17, 12), ['', '', '', ''], [(14, 5), (17, 4), (12, 5)], [False, False, False, False], 10, False, [False, False, False, False], 3646, 'North', (17, 13))
Element 46: (0, (17, 13), ['', '', '%', ''], [(13, 5), (18, 4), (12, 4)], [False, False, True, False], 8, False, [False, False, False, False], 3645, 'West', (16, 13))
Element 47: (0, (16, 13), ['', '', '%', ''], [(13, 6), (18, 5), (13, 4)], [False, False, True, False], 6, False, [False, False, False, False], 3644, 'South', (16, 12))
Element 48: (0, (16, 12), ['', '', '', ''], [(12, 6), (17, 5), (13, 3)], [False, False, False, False], 4, False, [False, False, False, False], 3643, 'North', (16, 13))
Element 49: (0, (16, 13), ['', '', '%', ''], [(12, 5), (17, 4), (14, 3)], [False, False, True, False], 2, False, [False, False, False, False], 3642, 'West', (15, 13))
