Element 1: (1, (2, 5), ['.', '.', '.', 'G'], [(17, 1), (3, 5), (16, 9)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'North', (2, 6))
Element 2: (1, (2, 6), ['.', '', '.', '.'], [(18, 1), (4, 5), (17, 9)], [False, False, False, False], 96, False, [True, False, True, True], 38, 'East', (3, 6))
Element 3: (1, (3, 6), ['', '', '.', '.'], [(18, 1), (5, 5), (17, 10)], [False, False, False, False], 94, False, [False, False, True, True], 67, 'East', (4, 6))
Element 4: (1, (4, 6), ['', '', '%', '.'], [(17, 1), (6, 5), (18, 10)], [False, False, True, False], 92, False, [False, False, False, True], 96, 'East', (5, 6))
Element 5: (1, (5, 6), ['', '', '%', 'G'], [(18, 1), (6, 6), (18, 11)], [False, False, True, False], 90, False, [False, False, False, False], 125, 'South', (5, 5))
Element 6: (1, (5, 5), ['', '%', 'G', ''], [(18, 1), (5, 6), (18, 12)], [False, True, False, False], 88, False, [False, False, False, False], 134, 'East', (6, 5))
Element 7: (1, (6, 5), ['', '.', '', '%'], [(17, 1), (4, 6), (18, 13)], [False, False, False, True], 86, False, [False, True, False, False], 143, 'South', (6, 4))
Element 8: (1, (6, 4), ['%', '.', '', '%'], [(18, 1), (3, 6), (17, 13)], [True, False, False, True], 84, False, [False, True, False, False], 162, 'South', (6, 3))
Element 9: (1, (6, 3), ['.', '.', '', '.'], [(18, 1), (3, 7), (17, 12)], [False, False, False, False], 82, False, [True, True, False, True], 191, 'East', (7, 3))
Element 10: (1, (7, 3), ['', '.', '%', 'F'], [(17, 1), (2, 7), (17, 11)], [False, False, True, False], 80, False, [False, True, False, False], 220, 'East', (8, 3))
Element 11: (1, (8, 3), ['', '.', '.', '.'], [(18, 1), (2, 8), (16, 11)], [False, False, False, False], 78, False, [False, True, True, True], 2229, 'East', (9, 3))
Element 12: (1, (9, 3), ['', 'F', '.', '.'], [(18, 1), (1, 8), (16, 12)], [False, False, False, False], 76, False, [False, False, True, True], 3248, 'South', (9, 2))
Element 13: (1, (9, 2), ['.', '.', '', '.'], [(17, 1), (1, 7), (16, 13)], [False, False, False, False], 74, False, [True, True, False, True], 4267, 'East', (10, 2))
Element 14: (1, (10, 2), ['', '%', '.', '.'], [(18, 1), (1, 6), (15, 13)], [False, True, False, False], 72, False, [False, False, True, True], 4296, 'East', (11, 2))
Element 15: (1, (11, 2), ['', '.', '.', '.'], [(18, 1), (1, 5), (15, 12)], [False, False, False, False], 70, False, [False, True, True, True], 4325, 'East', (12, 2))
Element 16: (1, (12, 2), ['', '.', '%', '.'], [(17, 1), (1, 4), (15, 13)], [False, False, True, False], 68, False, [False, True, False, True], 4344, 'East', (13, 2))
Element 17: (1, (13, 2), ['', '.', '.', '.'], [(18, 1), (2, 4), (14, 13)], [False, False, False, False], 66, False, [False, True, True, True], 4373, 'East', (14, 2))
Element 18: (1, (14, 2), ['', '.', '.', '%'], [(18, 1), (3, 4), (13, 13)], [False, False, False, True], 64, False, [False, True, True, False], 4402, 'North', (14, 3))
Element 19: (1, (14, 3), ['.', '', '.', '%'], [(17, 1), (4, 4), (13, 12)], [False, False, False, True], 62, False, [True, False, True, False], 4431, 'North', (14, 4))
Element 20: (1, (14, 4), ['.', '', '.', '.'], [(18, 1), (4, 3), (13, 11)], [False, False, False, False], 60, False, [True, False, True, True], 4460, 'East', (15, 4))
Element 21: (1, (15, 4), ['', '%', '.', '.'], [(18, 1), (5, 3), (12, 11)], [False, True, False, False], 58, False, [False, False, True, True], 4489, 'East', (16, 4))
Element 22: (1, (16, 4), ['', '.', '.', '.'], [(17, 1), (5, 2), (12, 12)], [False, False, False, False], 56, False, [False, True, True, True], 4518, 'East', (17, 4))
Element 23: (1, (17, 4), ['', '.', '.', '.'], [(18, 1), (6, 2), (12, 13)], [False, False, False, False], 54, False, [False, True, True, True], 4547, 'East', (18, 4))
Element 24: (1, (18, 4), ['', '.', '.', '%'], [(18, 1), (6, 1), (12, 12)], [False, False, False, True], 52, False, [False, True, True, False], 5556, 'North', (18, 5))
Element 25: (1, (18, 5), ['.', '', '%', '%'], [(17, 1), (7, 1), (11, 12)], [False, False, True, True], 50, False, [True, False, False, False], 5585, 'West', (17, 5))
