Element 1: (1, (2, 5), ['.', '.', '.', 'G'], [(17, 1), (3, 5), (16, 9)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'North', (2, 6))
Element 26: (1, (17, 5), ['.', '', '.', ''], [(18, 1), (8, 1), (10, 12)], [False, False, False, False], 48, False, [True, False, True, False], 5614, 'North', (17, 6))
Element 27: (1, (17, 6), ['.', '', '.', '%'], [(18, 1), (9, 1), (10, 13)], [False, False, False, True], 46, False, [True, False, True, False], 5643, 'North', (17, 7))
Element 28: (1, (17, 7), ['%', '', '%', '.'], [(17, 1), (9, 2), (9, 13)], [True, False, True, False], 44, False, [False, False, False, True], 5662, 'East', (18, 7))
Element 29: (1, (18, 7), ['', '%', '%', '%'], [(18, 1), (8, 2), (9, 12)], [False, True, True, True], 42, False, [False, False, False, False], 5691, 'West', (17, 7))
Element 30: (1, (17, 7), ['%', '', '%', ''], [(18, 1), (7, 2), (8, 12)], [True, False, True, False], 40, False, [False, False, False, False], 6700, 'South', (17, 6))
Element 31: (1, (17, 6), ['.', '', '', '%'], [(17, 1), (7, 3), (7, 12)], [False, False, False, True], 38, False, [True, False, False, False], 6709, 'West', (16, 6))
Element 32: (1, (16, 6), ['.', '.', '%', ''], [(18, 1), (8, 3), (7, 13)], [False, False, True, False], 36, False, [True, True, False, False], 6728, 'South', (16, 5))
Element 33: (1, (16, 5), ['.', '', '', ''], [(18, 1), (8, 4), (6, 13)], [False, False, False, False], 34, False, [True, False, False, False], 6757, 'West', (15, 5))
Element 34: (1, (15, 5), ['.', '', '.', ''], [(17, 1), (9, 4), (6, 12)], [False, False, False, False], 32, False, [True, False, True, False], 6786, 'North', (15, 6))
Element 35: (1, (15, 6), ['%', '', '.', ''], [(18, 1), (10, 4), (6, 11)], [True, False, False, False], 30, False, [False, False, True, False], 6815, 'North', (15, 7))
Element 36: (1, (15, 7), ['.', '', '.', '%'], [(18, 1), (10, 5), (5, 11)], [False, False, False, True], 28, False, [True, False, True, False], 7834, 'North', (15, 8))
Element 37: (1, (15, 8), ['.', '', '%', '%'], [(17, 1), (9, 5), (5, 12)], [False, False, True, True], 26, False, [True, False, False, False], 7863, 'West', (14, 8))
Element 38: (1, (14, 8), ['.', '.', '%', ''], [(18, 1), (9, 6), (5, 13)], [False, False, True, False], 24, False, [True, True, False, False], 7892, 'South', (14, 7))
Element 39: (1, (14, 7), ['%', '%', '', ''], [(18, 1), (9, 7), (4, 13)], [True, True, False, False], 22, False, [False, False, False, False], 7921, 'North', (14, 8))
Element 40: (1, (14, 8), ['.', '', '%', ''], [(17, 1), (10, 7), (4, 12)], [False, False, True, False], 20, False, [True, False, False, False], 7940, 'West', (13, 8))
Element 41: (1, (13, 8), ['%', '%', '%', ''], [(18, 1), (10, 8), (4, 11)], [True, True, True, False], 18, False, [False, False, False, False], 7969, 'East', (14, 8))
Element 42: (1, (14, 8), ['', '', '%', ''], [(18, 1), (9, 8), (4, 10)], [False, False, True, False], 16, False, [False, False, False, False], 7988, 'East', (15, 8))
Element 43: (1, (15, 8), ['', '', '%', '%'], [(17, 1), (8, 8), (3, 10)], [False, False, True, True], 14, False, [False, False, False, False], 8007, 'South', (15, 7))
Element 44: (1, (15, 7), ['', '', '', '%'], [(18, 1), (8, 9), (2, 10)], [False, False, False, True], 12, False, [False, False, False, False], 8026, 'West', (14, 7))
Element 45: (1, (14, 7), ['%', '%', '', ''], [(18, 1), (7, 9), (2, 11)], [True, True, False, False], 10, False, [False, False, False, False], 9035, 'East', (15, 7))
Element 46: #1#
