Element 1: (3, (5, 12), ['.', '.', 'G', '.'], [(14, 8), (1, 11), (5, 13)], [False, False, False, False], 98, False, [True, True, False, True], 1019, 'East', (6, 12))
Element 2: (3, (6, 12), ['', '.', 'G', '.'], [(15, 8), (2, 11), (6, 13)], [False, False, False, False], 96, False, [False, True, False, True], 2048, 'East', (7, 12))
Element 3: (3, (7, 12), ['', '%', 'G', 'F'], [(15, 7), (2, 12), (7, 13)], [False, True, False, False], 94, False, [False, False, False, False], 2087, 'East', (8, 12))
Element 4: (3, (8, 12), ['G', '%', '%', '.'], [(15, 6), (3, 12), (7, 12)], [False, True, True, False], 92, False, [False, False, False, True], 3106, 'East', (9, 12))
Element 5: (3, (9, 12), ['G', '%', '.', '.'], [(16, 6), (4, 12), (8, 12)], [False, True, False, False], 90, False, [False, False, True, True], 3135, 'East', (10, 12))
Element 6: (3, (10, 12), ['G', '%', '.', '.'], [(17, 6), (4, 11), (9, 12)], [False, True, False, False], 88, False, [False, False, True, True], 3164, 'East', (11, 12))
Element 7: (3, (11, 12), ['', '%', '%', '.'], [(17, 7), (5, 11), (9, 13)], [False, True, True, False], 86, False, [False, False, False, True], 3203, 'East', (12, 12))
Element 8: (3, (12, 12), ['', '.', '.', '.'], [(18, 7), (6, 11), (10, 13)], [False, False, False, False], 84, False, [False, True, True, True], 3242, 'East', (13, 12))
Element 9: (3, (13, 12), ['', '.', '.', '%'], [(17, 7), (6, 12), (10, 12)], [False, False, False, True], 82, False, [False, True, True, False], 3251, 'North', (13, 13))
Element 10: (3, (13, 13), ['.', '', '%', '.'], [(17, 6), (7, 12), (11, 12)], [False, False, True, False], 80, False, [True, False, False, True], 3260, 'East', (14, 13))
Element 11: (3, (14, 13), ['', '%', '%', '.'], [(17, 5), (8, 12), (12, 12)], [False, True, True, False], 78, False, [False, False, False, True], 3279, 'East', (15, 13))
Element 12: (3, (15, 13), ['', '.', '%', '.'], [(18, 5), (9, 12), (12, 13)], [False, False, True, False], 76, False, [False, True, False, True], 3308, 'East', (16, 13))
Element 13: (3, (16, 13), ['', '.', '%', '.'], [(18, 4), (10, 12), (13, 13)], [False, False, True, False], 74, False, [False, True, False, True], 3327, 'East', (17, 13))
Element 14: (3, (17, 13), ['', '.', '%', '.'], [(18, 3), (11, 12), (14, 13)], [False, False, True, False], 72, False, [False, True, False, True], 3346, 'East', (18, 13))
Element 15: (3, (18, 13), ['', '.', '%', '%'], [(17, 3), (12, 12), (15, 13)], [False, False, True, True], 70, False, [False, True, False, False], 3365, 'South', (18, 12))
Element 16: (3, (18, 12), ['.', '.', '', '%'], [(17, 4), (12, 11), (15, 12)], [False, False, False, True], 68, False, [True, True, False, False], 3404, 'South', (18, 11))
Element 17: (3, (18, 11), ['.', '.', '', '%'], [(16, 4), (13, 11), (16, 12)], [False, False, False, True], 66, False, [True, True, False, False], 3443, 'South', (18, 10))
Element 18: (3, (18, 10), ['.', '%', '', '%'], [(16, 5), (13, 12), (17, 12)], [False, True, False, True], 64, False, [True, False, False, False], 3472, 'West', (17, 10))
Element 19: (3, (17, 10), ['.', '.', 'G', ''], [(15, 5), (13, 13), (17, 11)], [False, False, False, False], 62, False, [True, True, False, False], 3501, 'South', (17, 9))
Element 20: (3, (17, 9), ['.', '%', '', '%'], [(15, 4), (14, 13), (16, 11)], [False, True, False, True], 60, False, [True, False, False, False], 3530, 'West', (16, 9))
Element 21: (3, (16, 9), ['%', '%', 'G', ''], [(14, 4), (15, 13), (16, 10)], [True, True, False, False], 58, False, [False, False, False, False], 3559, 'East', (17, 9))
Element 22: (3, (17, 9), ['', '%', 'G', '%'], [(14, 5), (16, 13), (17, 10)], [False, True, False, True], 56, False, [False, False, False, False], 3568, 'West', (16, 9))
Element 23: (3, (16, 9), ['%', '%', '', ''], [(13, 5), (17, 13), (18, 10)], [True, True, False, False], 54, False, [False, False, False, False], 3577, 'North', (16, 10))
Element 24: (3, (16, 10), ['%', '', '', ''], [(13, 6), (18, 13), (18, 11)], [True, False, False, False], 52, False, [False, False, False, False], 3586, 'North', (16, 11))
Element 25: (3, (16, 11), ['%', '', '', ''], [(12, 6), (18, 12), (18, 10)], [True, False, False, False], 50, False, [False, False, False, False], 3595, 'East', (17, 11))
Element 26: (3, (17, 11), ['', 'G', '', 'G'], [(12, 5), (18, 11), (17, 10)], [False, False, False, False], 48, False, [False, False, False, False], 3604, 'North', (17, 12))
Element 27: (3, (17, 12), ['', '', '', ''], [(12, 4), (18, 10), (17, 9)], [False, False, False, False], 46, False, [False, False, False, False], 3613, 'West', (16, 12))
Element 28: (3, (16, 12), ['', '', '', ''], [(13, 4), (17, 10), (16, 9)], [False, False, False, False], 44, False, [False, False, False, False], 3622, 'West', (15, 12))
Element 29: (3, (15, 12), ['%', '%', '', ''], [(13, 3), (17, 11), (17, 9)], [True, True, False, False], 42, False, [False, False, False, False], 3631, 'East', (16, 12))
Element 30: (3, (16, 12), ['', '', '', 'G'], [(14, 3), (17, 12), (17, 10)], [False, False, False, False], 40, False, [False, False, False, False], 3640, 'West', (15, 12))
Element 31: (3, (15, 12), ['%', '%', '', 'G'], [(14, 2), (16, 12), (16, 10)], [True, True, False, False], 38, False, [False, False, False, False], 3649, 'Stop', (15, 12))
Element 32: (3, (15, 12), ['%', '%', '', ''], [(14, 1), (16, 11), (16, 9)], [True, True, False, False], 36, False, [False, False, False, False], 3658, 'North', (15, 13))
Element 33: (3, (15, 13), ['', '', '%', ''], [(15, 1), (16, 10), (17, 9)], [False, False, True, False], 34, False, [False, False, False, False], 3667, 'South', (15, 12))
Element 34: (3, (15, 12), ['%', '%', '', ''], [(14, 1), (16, 9), (17, 10)], [True, True, False, False], 32, False, [False, False, False, False], 3666, 'Stop', (15, 12))
Element 35: (3, (15, 12), ['%', '%', '', ''], [(13, 1), (17, 9), (17, 11)], [True, True, False, False], 30, False, [False, False, False, False], 3675, 'Stop', (15, 12))
Element 36: (3, (15, 12), ['%', '%', '', ''], [(13, 2), (16, 9), (18, 11)], [True, True, False, False], 28, False, [False, False, False, False], 3684, 'Stop', (15, 12))
Element 37: (3, (15, 12), ['%', '%', '', ''], [(12, 2), (16, 10), (17, 11)], [True, True, False, False], 26, False, [False, False, False, False], 3693, 'Stop', (15, 12))
Element 38: (3, (15, 12), ['%', '%', '', ''], [(12, 1), (16, 11), (17, 10)], [True, True, False, False], 24, False, [False, False, False, False], 3702, 'Stop', (15, 12))
Element 39: (3, (15, 12), ['%', '%', '', 'G'], [(11, 1), (16, 12), (17, 11)], [True, True, False, False], 22, False, [False, False, False, False], 3711, 'North', (15, 13))
Element 40: (3, (15, 13), ['', '', '%', ''], [(11, 2), (17, 12), (16, 11)], [False, False, True, False], 20, False, [False, False, False, False], 3720, 'South', (15, 12))
Element 41: (3, (15, 12), ['%', '%', '', 'G'], [(11, 3), (17, 11), (16, 12)], [True, True, False, False], 18, False, [False, False, False, False], 3729, 'East', (16, 12))
Element 42: (3, (16, 12), ['', 'G', '', 'G'], [(11, 4), (16, 11), (17, 12)], [False, False, False, False], 16, False, [False, False, False, False], 3738, 'West', (15, 12))
Element 43: (3, (15, 12), ['%', '%', '', ''], [(10, 4), (17, 11), (17, 13)], [True, True, False, False], 14, False, [False, False, False, False], 3747, 'East', (16, 12))
Element 44: (3, (16, 12), ['', '', '', ''], [(10, 5), (17, 10), (18, 13)], [False, False, False, False], 12, False, [False, False, False, False], 4746, 'West', (15, 12))
Element 45: (3, (15, 12), ['%', '%', '', ''], [(9, 5), (17, 9), (18, 12)], [True, True, False, False], 10, False, [False, False, False, False], 4755, 'North', (15, 13))
Element 46: (3, (15, 13), ['', '', '%', ''], [(9, 6), (17, 10), (18, 13)], [False, False, True, False], 8, False, [False, False, False, False], 4764, 'South', (15, 12))
Element 47: (3, (15, 12), ['%', '%', '', ''], [(9, 7), (16, 10), (17, 13)], [True, True, False, False], 6, False, [False, False, False, False], 4773, 'North', (15, 13))
Element 48: (3, (15, 13), ['', '', '%', 'G'], [(10, 7), (17, 10), (16, 13)], [False, False, True, False], 4, False, [False, False, False, False], 4782, 'West', (14, 13))
