Element 1: (3, (13, 8), ['%', '%', '%', '.'], [(2, 11), (9, 8), (13, 2)], [True, True, True, False], 98, False, [False, False, False, True], 1019, 'East', (14, 8))
Element 2: (3, (14, 8), ['', '.', '%', '.'], [(1, 11), (10, 8), (14, 2)], [False, False, True, False], 96, False, [False, True, False, True], 2048, 'East', (15, 8))
Element 3: (3, (15, 8), ['', '.', '%', '%'], [(1, 12), (10, 7), (14, 3)], [False, False, True, True], 94, False, [False, True, False, False], 2087, 'South', (15, 7))
Element 4: (3, (15, 7), ['.', '.', '', '%'], [(2, 12), (9, 7), (14, 4)], [False, False, False, True], 92, False, [True, True, False, False], 2126, 'South', (15, 6))
Element 5: (3, (15, 6), ['%', '.', '', '.'], [(3, 12), (9, 6), (15, 4)], [True, False, False, False], 90, False, [False, True, False, True], 2165, 'East', (16, 6))
Element 6: (3, (16, 6), ['', '.', '%', '.'], [(4, 12), (9, 5), (16, 4)], [False, False, True, False], 88, False, [False, True, False, True], 2204, 'East', (17, 6))
Element 7: (3, (17, 6), ['', '.', '.', '%'], [(5, 12), (10, 5), (17, 4)], [False, False, False, True], 86, False, [False, True, True, False], 3233, 'North', (17, 7))
Element 8: (3, (17, 7), ['%', '', '%', '.'], [(6, 12), (10, 4), (18, 4)], [True, False, True, False], 84, False, [False, False, False, True], 3272, 'East', (18, 7))
Element 9: (3, (18, 7), ['', '%', '%', '%'], [(7, 12), (11, 4), (18, 5)], [False, True, True, True], 82, False, [False, False, False, False], 3311, 'West', (17, 7))
Element 10: (3, (17, 7), ['%', '', '%', ''], [(8, 12), (12, 4), (17, 5)], [True, False, True, False], 80, False, [False, False, False, False], 4330, 'South', (17, 6))
Element 11: (3, (17, 6), ['', '', '', '%'], [(9, 12), (13, 4), (16, 5)], [False, False, False, True], 78, False, [False, False, False, False], 4359, 'South', (17, 5))
Element 12: (3, (17, 5), ['', '', '', ''], [(10, 12), (13, 5), (15, 5)], [False, False, False, False], 76, False, [False, False, False, False], 4388, 'East', (18, 5))
Element 13: (3, (18, 5), ['', '', '%', '%'], [(11, 12), (14, 5), (15, 6)], [False, False, True, True], 74, False, [False, False, False, False], 4407, 'South', (18, 4))
Element 14: (3, (18, 4), ['', '.', '', '%'], [(12, 12), (15, 5), (16, 6)], [False, False, False, True], 72, False, [False, True, False, False], 4416, 'South', (18, 3))
Element 15: (3, (18, 3), ['.', '%', '', '%'], [(13, 12), (16, 5), (17, 6)], [False, True, False, True], 70, False, [True, False, False, False], 4435, 'West', (17, 3))
Element 16: (3, (17, 3), ['.', '%', '', ''], [(13, 13), (17, 5), (17, 7)], [False, True, False, False], 68, False, [True, False, False, False], 4454, 'West', (16, 3))
Element 17: (3, (16, 3), ['%', '%', '', ''], [(14, 13), (18, 5), (18, 7)], [True, True, False, False], 66, False, [False, False, False, False], 4473, 'North', (16, 4))
Element 18: (3, (16, 4), ['', '', '', ''], [(15, 13), (18, 4), (17, 7)], [False, False, False, False], 64, False, [False, False, False, False], 4482, 'East', (17, 4))
