Element 1: (1, (14, 8), ['.', '.', '%', '.'], [(2, 11), (15, 5), (17, 5)], [False, False, True, False], 98, False, [True, True, False, True], 999, 'East', (15, 8))
Element 2: (1, (15, 8), ['', '.', '%', '%'], [(1, 11), (16, 5), (18, 5)], [False, False, True, True], 96, False, [False, True, False, False], 2028, 'South', (15, 7))
Element 3: (1, (15, 7), ['.', '.', '', '%'], [(1, 12), (16, 6), (18, 4)], [False, False, False, True], 94, False, [True, True, False, False], 2067, 'South', (15, 6))
Element 4: (1, (15, 6), ['%', '', '', ''], [(1, 13), (17, 6), (18, 3)], [True, False, False, False], 92, False, [False, False, False, False], 2106, 'East', (16, 6))
Element 5: (1, (16, 6), ['', '', '%', ''], [(1, 12), (17, 7), (17, 3)], [False, False, True, False], 90, False, [False, False, False, False], 2125, 'East', (17, 6))
Element 6: (1, (17, 6), ['', '', '', '%'], [(1, 11), (18, 7), (17, 4)], [False, False, False, True], 88, False, [False, False, False, False], 2144, 'North', (17, 7))
Element 7: (1, (17, 7), ['%', '', '%', 'G'], [(1, 10), (18, 7), (16, 4)], [True, False, True, False], 86, False, [False, False, False, False], 2163, 'South', (17, 6))
Element 8: (1, (17, 6), ['', '', 'G', '%'], [(2, 10), (17, 7), (16, 3)], [False, False, False, True], 84, False, [False, False, False, False], 2182, 'South', (17, 5))
Element 9: (1, (17, 5), ['', '', 'G', ''], [(3, 10), (17, 6), (16, 4)], [False, False, False, False], 82, False, [False, False, False, False], 2191, 'East', (18, 5))
Element 10: (1, (18, 5), ['', '', '%', '%'], [(4, 10), (17, 6), (15, 4)], [False, False, True, True], 80, False, [False, False, False, False], 2210, 'South', (18, 4))
Element 11: (1, (18, 4), ['', '', '', '%'], [(4, 11), (16, 6), (14, 4)], [False, False, False, True], 78, False, [False, False, False, False], 2229, 'South', (18, 3))
Element 12: (1, (18, 3), ['', '%', '', '%'], [(5, 11), (16, 5), (14, 5)], [False, True, False, True], 76, False, [False, False, False, False], 2248, 'West', (17, 3))
Element 13: (1, (17, 3), ['', '%', '', ''], [(6, 11), (16, 4), (13, 5)], [False, True, False, False], 74, False, [False, False, False, False], 2267, 'North', (17, 4))
Element 14: (1, (17, 4), ['', '', '', ''], [(6, 12), (16, 3), (13, 6)], [False, False, False, False], 72, False, [False, False, False, False], 2286, 'West', (16, 4))
Element 15: (1, (16, 4), ['', '', '', ''], [(7, 12), (17, 3), (12, 6)], [False, False, False, False], 70, False, [False, False, False, False], 2305, 'North', (16, 5))
Element 16: (1, (16, 5), ['', '', '', ''], [(8, 12), (18, 3), (12, 5)], [False, False, False, False], 68, False, [False, False, False, False], 3314, 'West', (15, 5))
Element 17: (1, (15, 5), ['', '', '', ''], [(9, 12), (18, 4), (12, 4)], [False, False, False, False], 66, False, [False, False, False, False], 3333, 'South', (15, 4))
Element 18: (1, (15, 4), ['', '%', '', ''], [(10, 12), (18, 5), (13, 4)], [False, True, False, False], 64, False, [False, False, False, False], 3352, 'West', (14, 4))
Element 19: (1, (14, 4), ['', '.', '', ''], [(11, 12), (17, 5), (13, 3)], [False, False, False, False], 62, False, [False, True, False, False], 3371, 'South', (14, 3))
Element 20: (1, (14, 3), ['', '.', '', '%'], [(12, 12), (17, 4), (13, 2)], [False, False, False, True], 60, False, [False, True, False, False], 3400, 'South', (14, 2))
Element 21: (1, (14, 2), ['', '.', '', '%'], [(13, 12), (17, 5), (13, 1)], [False, False, False, True], 58, False, [False, True, False, False], 3429, 'South', (14, 1))
Element 22: (1, (14, 1), ['', '%', '', '.'], [(13, 13), (18, 5), (12, 1)], [False, True, False, False], 56, False, [False, False, False, True], 3458, 'East', (15, 1))
Element 23: (1, (15, 1), ['', '%', '%', '%'], [(14, 13), (18, 4), (12, 2)], [False, True, True, True], 54, False, [False, False, False, False], 3487, 'West', (14, 1))
Element 24: (1, (14, 1), ['', '%', '', ''], [(15, 13), (17, 4), (11, 2)], [False, True, False, False], 52, False, [False, False, False, False], 3506, 'West', (13, 1))
Element 25: (1, (13, 1), ['', '%', '', ''], [(16, 13), (18, 4), (11, 3)], [False, True, False, False], 50, False, [False, False, False, False], 3525, 'North', (13, 2))
Element 26: (1, (13, 2), ['', '', '', ''], [(17, 13), (18, 3), (11, 4)], [False, False, False, False], 48, False, [False, False, False, False], 3544, 'North', (13, 3))
Element 27: (1, (13, 3), ['%', '', '', ''], [(18, 13), (17, 3), (10, 4)], [True, False, False, False], 46, False, [False, False, False, False], 3563, 'North', (13, 4))
Element 28: (1, (13, 4), ['', '', '', ''], [(18, 12), (17, 4), (10, 5)], [False, False, False, False], 44, False, [False, False, False, False], 4572, 'North', (13, 5))
Element 29: (1, (13, 5), ['', '', '', ''], [(18, 11), (17, 3), (9, 5)], [False, False, False, False], 42, False, [False, False, False, False], 4591, 'East', (14, 5))
Element 30: (1, (14, 5), ['', '', '%', ''], [(18, 10), (16, 3), (9, 6)], [False, False, True, False], 40, False, [False, False, False, False], 4610, 'West', (13, 5))
Element 31: (1, (13, 5), ['', '', '', ''], [(17, 10), (16, 4), (9, 7)], [False, False, False, False], 38, False, [False, False, False, False], 4629, 'North', (13, 6))
Element 32: (1, (13, 6), ['', '', '%', '%'], [(17, 11), (15, 4), (10, 7)], [False, False, True, True], 36, False, [False, False, False, False], 4648, 'West', (12, 6))
Element 33: (1, (12, 6), ['.', '', '%', ''], [(17, 12), (14, 4), (10, 8)], [False, False, True, False], 34, False, [True, False, False, False], 4667, 'West', (11, 6))
Element 34: (1, (11, 6), ['%', '%', '%', ''], [(16, 12), (14, 5), (9, 8)], [True, True, True, False], 32, False, [False, False, False, False], 4696, 'East', (12, 6))
Element 35: (1, (12, 6), ['', '', '%', ''], [(16, 11), (13, 5), (8, 8)], [False, False, True, False], 30, False, [False, False, False, False], 4715, 'South', (12, 5))
Element 36: (1, (12, 5), ['%', '', '', ''], [(16, 10), (13, 6), (8, 9)], [True, False, False, False], 28, False, [False, False, False, False], 4734, 'South', (12, 4))
Element 37: (1, (12, 4), ['', '%', '', ''], [(16, 9), (12, 6), (7, 9)], [False, True, False, False], 26, False, [False, False, False, False], 4753, 'West', (11, 4))
Element 38: (1, (11, 4), ['', '', '%', ''], [(17, 9), (12, 5), (7, 8)], [False, False, True, False], 24, False, [False, False, False, False], 4772, 'South', (11, 3))
Element 39: (1, (11, 3), ['.', '', '', '%'], [(16, 9), (12, 4), (6, 8)], [False, False, False, True], 22, False, [True, False, False, False], 4781, 'West', (10, 3))
Element 40: (1, (10, 3), ['.', '.', '', ''], [(16, 10), (13, 4), (6, 9)], [False, False, False, False], 20, False, [True, True, False, False], 4800, 'South', (10, 2))
