Element 1: (0, (7, 12), ['.', '%', '.', 'F'], [(9, 8), (14, 4), (16, 5)], [False, True, False, False], 98, False, [True, False, True, False], 0, 'East', (8, 12))
Element 2: (0, (8, 12), ['', '%', '%', '.'], [(10, 8), (15, 4), (17, 5)], [False, True, True, False], 96, False, [False, False, False, True], 1029, 'East', (9, 12))
Element 3: (0, (9, 12), ['', '%', '.', '.'], [(10, 7), (16, 4), (18, 5)], [False, True, False, False], 94, False, [False, False, True, True], 1068, 'East', (10, 12))
Element 4: (0, (10, 12), ['', '%', '.', '.'], [(9, 7), (17, 4), (18, 4)], [False, True, False, False], 92, False, [False, False, True, True], 1107, 'East', (11, 12))
Element 5: (0, (11, 12), ['', '%', '%', '.'], [(9, 6), (17, 3), (18, 3)], [False, True, True, False], 90, False, [False, False, False, True], 1146, 'East', (12, 12))
Element 6: (0, (12, 12), ['', '.', '.', '.'], [(9, 5), (16, 3), (17, 3)], [False, False, False, False], 88, False, [False, True, True, True], 1175, 'East', (13, 12))
Element 7: (0, (13, 12), ['', '.', '.', '%'], [(10, 5), (16, 4), (17, 4)], [False, False, False, True], 86, False, [False, True, True, False], 2184, 'North', (13, 13))
Element 8: (0, (13, 13), ['.', '', '%', '.'], [(10, 4), (15, 4), (16, 4)], [False, False, True, False], 84, False, [True, False, False, True], 2203, 'East', (14, 13))
Element 9: (0, (14, 13), ['', '%', '%', '.'], [(11, 4), (15, 5), (16, 3)], [False, True, True, False], 82, False, [False, False, False, True], 2232, 'East', (15, 13))
Element 10: (0, (15, 13), ['', '.', '%', '.'], [(12, 4), (15, 6), (16, 4)], [False, False, True, False], 80, False, [False, True, False, True], 2261, 'East', (16, 13))
Element 11: (0, (16, 13), ['', '.', '%', '.'], [(13, 4), (16, 6), (15, 4)], [False, False, True, False], 78, False, [False, True, False, True], 2290, 'East', (17, 13))
Element 12: (0, (17, 13), ['', '.', '%', '.'], [(13, 5), (17, 6), (15, 5)], [False, False, True, False], 76, False, [False, True, False, True], 2319, 'East', (18, 13))
Element 13: (0, (18, 13), ['', '.', '%', '%'], [(14, 5), (17, 7), (15, 6)], [False, False, True, True], 74, False, [False, True, False, False], 2348, 'South', (18, 12))
Element 14: (0, (18, 12), ['.', '.', '', '%'], [(15, 5), (18, 7), (15, 7)], [False, False, False, True], 72, False, [True, True, False, False], 2377, 'South', (18, 11))
Element 15: (0, (18, 11), ['.', '.', '', '%'], [(16, 5), (17, 7), (15, 8)], [False, False, False, True], 70, False, [True, True, False, False], 2396, 'South', (18, 10))
Element 16: (0, (18, 10), ['.', '%', '', '%'], [(17, 5), (17, 6), (14, 8)], [False, True, False, True], 68, False, [True, False, False, False], 2415, 'West', (17, 10))
Element 17: (0, (17, 10), ['.', '.', '.', ''], [(18, 5), (17, 5), (14, 7)], [False, False, False, False], 66, False, [True, True, True, False], 2434, 'North', (17, 11))
Element 18: (0, (17, 11), ['.', '', '.', ''], [(18, 4), (18, 5), (14, 8)], [False, False, False, False], 64, False, [True, False, True, False], 2443, 'North', (17, 12))
Element 19: (0, (17, 12), ['.', '', '', ''], [(18, 3), (18, 4), (13, 8)], [False, False, False, False], 62, False, [True, False, False, False], 2462, 'West', (16, 12))
Element 20: (0, (16, 12), ['.', '.', '', ''], [(17, 3), (18, 3), (14, 8)], [False, False, False, False], 60, False, [True, True, False, False], 2471, 'South', (16, 11))
Element 21: (0, (16, 11), ['%', '.', '', ''], [(17, 4), (18, 4), (15, 8)], [True, False, False, False], 58, False, [False, True, False, False], 2480, 'South', (16, 10))
Element 22: (0, (16, 10), ['%', '.', '', ''], [(16, 4), (18, 5), (15, 7)], [True, False, False, False], 56, False, [False, True, False, False], 2489, 'South', (16, 9))
Element 23: (0, (16, 9), ['%', '%', '', '.'], [(16, 3), (17, 5), (14, 7)], [True, True, False, False], 54, False, [False, False, False, True], 2498, 'East', (17, 9))
Element 24: (0, (17, 9), ['', '%', '', '%'], [(16, 4), (16, 5), (15, 7)], [False, True, False, True], 52, False, [False, False, False, False], 2507, 'West', (16, 9))
Element 25: (0, (16, 9), ['%', '%', '', ''], [(15, 4), (17, 5), (15, 6)], [True, True, False, False], 50, False, [False, False, False, False], 2506, 'North', (16, 10))
Element 26: (0, (16, 10), ['%', '', '', ''], [(14, 4), (17, 6), (16, 6)], [True, False, False, False], 48, False, [False, False, False, False], 2505, 'North', (16, 11))
Element 27: (0, (16, 11), ['%', '', '', ''], [(14, 3), (17, 5), (17, 6)], [True, False, False, False], 46, False, [False, False, False, False], 2514, 'North', (16, 12))
Element 28: (0, (16, 12), ['.', '', '', ''], [(14, 2), (16, 5), (17, 7)], [False, False, False, False], 44, False, [True, False, False, False], 2523, 'West', (15, 12))
Element 29: (0, (15, 12), ['%', '%', '', ''], [(14, 1), (16, 6), (18, 7)], [True, True, False, False], 42, False, [False, False, False, False], 2542, 'East', (16, 12))
Element 30: (0, (16, 12), ['', '', '', ''], [(15, 1), (15, 6), (17, 7)], [False, False, False, False], 40, False, [False, False, False, False], 2551, 'East', (17, 12))
Element 31: (0, (17, 12), ['', '', '', ''], [(14, 1), (15, 7), (17, 6)], [False, False, False, False], 38, False, [False, False, False, False], 2550, 'South', (17, 11))
Element 32: (0, (17, 11), ['', '', '', ''], [(13, 1), (15, 8), (16, 6)], [False, False, False, False], 36, False, [False, False, False, False], 2559, 'West', (16, 11))
Element 33: (0, (16, 11), ['%', '', '', ''], [(13, 2), (14, 8), (15, 6)], [True, False, False, False], 34, False, [False, False, False, False], 2568, 'East', (17, 11))
Element 34: (0, (17, 11), ['', '', '', ''], [(13, 3), (14, 7), (15, 5)], [False, False, False, False], 32, False, [False, False, False, False], 2577, 'South', (17, 10))
Element 35: (0, (17, 10), ['', '', '', ''], [(13, 2), (14, 8), (15, 4)], [False, False, False, False], 30, False, [False, False, False, False], 2576, 'South', (17, 9))
Element 36: (0, (17, 9), ['', '%', '', '%'], [(12, 2), (13, 8), (14, 4)], [False, True, False, True], 28, False, [False, False, False, False], 2585, 'North', (17, 10))
Element 37: (0, (17, 10), ['', '', '', ''], [(12, 1), (14, 8), (14, 5)], [False, False, False, False], 26, False, [False, False, False, False], 2594, 'West', (16, 10))
Element 38: (0, (16, 10), ['%', '', '', ''], [(11, 1), (15, 8), (13, 5)], [True, False, False, False], 24, False, [False, False, False, False], 2603, 'East', (17, 10))
Element 39: (0, (17, 10), ['', '', '', ''], [(11, 2), (15, 7), (13, 6)], [False, False, False, False], 22, False, [False, False, False, False], 2622, 'East', (18, 10))
Element 40: (0, (18, 10), ['', '%', '', '%'], [(11, 3), (14, 7), (12, 6)], [False, True, False, True], 20, False, [False, False, False, False], 2641, 'North', (18, 11))
