Element 1: (2, (10, 10), ['.', '%', '%', '%'], [(14, 8), (5, 13), (17, 9)], [False, True, True, True], 98, False, [True, False, False, False], 19, 'West', (9, 10))
Element 2: (2, (9, 10), ['%', '%', '%', ''], [(15, 8), (6, 13), (17, 10)], [True, True, True, False], 96, False, [False, False, False, False], 58, 'East', (10, 10))
Element 3: (2, (10, 10), ['', '%', '%', '%'], [(15, 7), (7, 13), (18, 10)], [False, True, True, True], 94, False, [False, False, False, False], 87, 'Stop', (10, 10))
Element 4: (2, (10, 10), ['', '%', '%', '%'], [(15, 6), (7, 12), (18, 11)], [False, True, True, True], 92, False, [False, False, False, False], 116, 'West', (9, 10))
Element 5: (2, (9, 10), ['%', '%', '%', ''], [(16, 6), (8, 12), (18, 12)], [True, True, True, False], 90, False, [False, False, False, False], 1135, 'East', (10, 10))
Element 6: (2, (10, 10), ['', '%', '%', '%'], [(17, 6), (9, 12), (18, 13)], [False, True, True, True], 88, False, [False, False, False, False], 1164, 'Stop', (10, 10))
Element 7: (2, (10, 10), ['', '%', '%', '%'], [(17, 7), (10, 12), (17, 13)], [False, True, True, True], 86, False, [False, False, False, False], 1193, 'West', (9, 10))
Element 8: (2, (9, 10), ['%', '%', '%', ''], [(18, 7), (11, 12), (17, 12)], [True, True, True, False], 84, False, [False, False, False, False], 1222, 'East', (10, 10))
Element 9: (2, (10, 10), ['', '%', '%', '%'], [(17, 7), (12, 12), (17, 11)], [False, True, True, True], 82, False, [False, False, False, False], 1241, 'Stop', (10, 10))
Element 10: (2, (10, 10), ['', '%', '%', '%'], [(17, 6), (13, 12), (16, 11)], [False, True, True, True], 80, False, [False, False, False, False], 1260, 'West', (9, 10))
Element 11: (2, (9, 10), ['%', '%', '%', ''], [(17, 5), (13, 13), (16, 12)], [True, True, True, False], 78, False, [False, False, False, False], 1289, 'East', (10, 10))
Element 12: (2, (10, 10), ['', '%', '%', '%'], [(18, 5), (14, 13), (16, 13)], [False, True, True, True], 76, False, [False, False, False, False], 1318, 'Stop', (10, 10))
Element 13: (2, (10, 10), ['', '%', '%', '%'], [(18, 4), (13, 13), (15, 13)], [False, True, True, True], 74, False, [False, False, False, False], 1337, 'West', (9, 10))
Element 14: (2, (9, 10), ['%', '%', '%', ''], [(18, 3), (12, 13), (15, 12)], [True, True, True, False], 72, False, [False, False, False, False], 1366, 'East', (10, 10))
Element 15: (2, (10, 10), ['', '%', '%', '%'], [(17, 3), (13, 13), (15, 13)], [False, True, True, True], 70, False, [False, False, False, False], 1375, 'Stop', (10, 10))
Element 16: (2, (10, 10), ['', '%', '%', '%'], [(17, 4), (13, 12), (14, 13)], [False, True, True, True], 68, False, [False, False, False, False], 1384, 'West', (9, 10))
Element 17: (2, (9, 10), ['%', '%', '%', ''], [(16, 4), (13, 11), (13, 13)], [True, True, True, False], 66, False, [False, False, False, False], 1403, 'East', (10, 10))
Element 18: (2, (10, 10), ['', '%', '%', '%'], [(16, 5), (12, 11), (13, 12)], [False, True, True, True], 64, False, [False, False, False, False], 1422, 'Stop', (10, 10))
Element 19: (2, (10, 10), ['', '%', '%', '%'], [(15, 5), (12, 12), (13, 11)], [False, True, True, True], 62, False, [False, False, False, False], 1431, 'West', (9, 10))
Element 20: (2, (9, 10), ['%', '%', '%', ''], [(15, 4), (13, 12), (12, 11)], [True, True, True, False], 60, False, [False, False, False, False], 1440, 'East', (10, 10))
Element 21: (2, (10, 10), ['', '%', '%', '%'], [(14, 4), (13, 11), (12, 12)], [False, True, True, True], 58, False, [False, False, False, False], 1449, 'Stop', (10, 10))
Element 22: (2, (10, 10), ['', '%', '%', '%'], [(14, 5), (12, 11), (12, 13)], [False, True, True, True], 56, False, [False, False, False, False], 1458, 'West', (9, 10))
Element 23: (2, (9, 10), ['%', '%', '%', ''], [(13, 5), (13, 11), (12, 12)], [True, True, True, False], 54, False, [False, False, False, False], 1467, 'East', (10, 10))
Element 24: (2, (10, 10), ['', '%', '%', '%'], [(13, 6), (12, 11), (11, 12)], [False, True, True, True], 52, False, [False, False, False, False], 1476, 'Stop', (10, 10))
Element 25: (2, (10, 10), ['', '%', '%', '%'], [(12, 6), (12, 12), (10, 12)], [False, True, True, True], 50, False, [False, False, False, False], 1485, 'West', (9, 10))
Element 26: (2, (9, 10), ['%', '%', '%', ''], [(12, 5), (11, 12), (10, 13)], [True, True, True, False], 48, False, [False, False, False, False], 1504, 'East', (10, 10))
Element 27: (2, (10, 10), ['', '%', '%', '%'], [(12, 4), (10, 12), (9, 13)], [False, True, True, True], 46, False, [False, False, False, False], 1523, 'Stop', (10, 10))
Element 28: (2, (10, 10), ['', '%', '%', '%'], [(13, 4), (10, 13), (9, 12)], [False, True, True, True], 44, False, [False, False, False, False], 1532, 'West', (9, 10))
Element 29: (2, (9, 10), ['%', '%', '%', ''], [(13, 3), (9, 13), (8, 12)], [True, True, True, False], 42, False, [False, False, False, False], 1541, 'East', (10, 10))
