Element 1: (1, (6, 4), ['%', '.', '.', '%'], [(7, 13), (13, 2), (14, 7)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (6, 5))
Element 2: (1, (6, 5), ['.', '', '.', '%'], [(7, 12), (14, 2), (15, 7)], [False, False, False, True], 96, False, [True, False, True, False], 48, 'North', (6, 6))
Element 3: (1, (6, 6), ['.', '', '%', '%'], [(8, 12), (14, 3), (15, 8)], [False, False, True, True], 94, False, [True, False, False, False], 1077, 'West', (5, 6))
Element 4: (1, (5, 6), ['.', '.', '%', ''], [(9, 12), (14, 4), (14, 8)], [False, False, True, False], 92, False, [True, True, False, False], 1116, 'South', (5, 5))
Element 5: (1, (5, 5), ['.', '%', '', ''], [(10, 12), (15, 4), (13, 8)], [False, True, False, False], 90, False, [True, False, False, False], 1155, 'West', (4, 5))
Element 6: (1, (4, 5), ['.', '.', '.', ''], [(11, 12), (16, 4), (14, 8)], [False, False, False, False], 88, False, [True, True, True, False], 1184, 'North', (4, 6))
Element 7: (1, (4, 6), ['.', '', '%', ''], [(12, 12), (17, 4), (15, 8)], [False, False, True, False], 86, False, [True, False, False, False], 1213, 'West', (3, 6))
Element 8: (1, (3, 6), ['.', '.', '.', ''], [(13, 12), (18, 4), (15, 7)], [False, False, False, False], 84, False, [True, True, True, False], 1242, 'North', (3, 7))
Element 9: (1, (3, 7), ['.', '', '%', '%'], [(13, 13), (18, 5), (15, 6)], [False, False, True, True], 82, False, [True, False, False, False], 1281, 'West', (2, 7))
Element 10: (1, (2, 7), ['.', '.', 'F', ''], [(14, 13), (17, 5), (16, 6)], [False, False, False, False], 80, False, [True, True, False, False], 1320, 'North', (2, 8))
Element 11: (1, (2, 8), ['F', '', '%', '%'], [(15, 13), (17, 6), (16, 5)], [False, False, True, True], 78, False, [False, False, False, False], 2349, 'West', (1, 8))
Element 12: (1, (1, 8), ['%', '.', '%', ''], [(16, 13), (17, 7), (15, 5)], [True, False, True, False], 76, False, [False, True, False, False], 3378, 'South', (1, 7))
Element 13: (1, (1, 7), ['%', '.', '', ''], [(17, 13), (18, 7), (14, 5)], [True, False, False, False], 74, False, [False, True, False, False], 3417, 'South', (1, 6))
Element 14: (1, (1, 6), ['%', '.', '', '.'], [(18, 13), (17, 7), (13, 5)], [True, False, False, False], 72, False, [False, True, False, True], 3446, 'East', (2, 6))
