Element 1: (0, (5, 1), ['.', '%', '.', 'F'], [(5, 8), (5, 11), (9, 1)], [False, True, False, False], 98, False, [True, False, True, False], 0, 'East', (6, 1))
Element 2: (0, (6, 1), ['', '%', '.', '.'], [(6, 8), (6, 11), (9, 2)], [False, True, False, False], 96, False, [False, False, True, True], 2019, 'East', (7, 1))
Element 3: (0, (7, 1), ['', '%', '.', '.'], [(7, 8), (6, 12), (10, 2)], [False, True, False, False], 94, False, [False, False, True, True], 2058, 'East', (8, 1))
Element 4: (0, (8, 1), ['', '%', '.', ''], [(8, 8), (7, 12), (11, 2)], [False, True, False, False], 92, False, [False, False, True, False], 2097, 'North', (8, 2))
Element 5: (0, (8, 2), ['.', '', 'F', ''], [(9, 8), (8, 12), (12, 2)], [False, False, False, False], 90, False, [True, False, False, False], 3126, 'North', (8, 3))
Element 6: (0, (8, 3), ['.', '', '.', '.'], [(10, 8), (9, 12), (13, 2)], [False, False, False, False], 88, False, [True, False, True, True], 4155, 'East', (9, 3))
Element 7: (0, (9, 3), ['', '', '.', '.'], [(10, 7), (10, 12), (14, 2)], [False, False, False, False], 86, False, [False, False, True, True], 4194, 'East', (10, 3))
Element 8: (0, (10, 3), ['', '', '.', '.'], [(9, 7), (11, 12), (14, 3)], [False, False, False, False], 84, False, [False, False, True, True], 4233, 'East', (11, 3))
Element 9: (0, (11, 3), ['', '', '.', '%'], [(9, 6), (12, 12), (14, 4)], [False, False, False, True], 82, False, [False, False, True, False], 4272, 'North', (11, 4))
Element 10: (0, (11, 4), ['.', '', '%', '.'], [(9, 5), (13, 12), (15, 4)], [False, False, True, False], 80, False, [True, False, False, True], 4311, 'East', (12, 4))
Element 11: (0, (12, 4), ['', '%', '.', '.'], [(10, 5), (13, 13), (16, 4)], [False, True, False, False], 78, False, [False, False, True, True], 5340, 'East', (13, 4))
Element 12: (0, (13, 4), ['', '.', '.', ''], [(10, 4), (14, 13), (17, 4)], [False, False, False, False], 76, False, [False, True, True, False], 5379, 'North', (13, 5))
Element 13: (0, (13, 5), ['.', '', '.', '.'], [(9, 4), (15, 13), (18, 4)], [False, False, False, False], 74, False, [True, False, True, True], 5418, 'East', (14, 5))
Element 14: (0, (14, 5), ['', '', '%', '.'], [(8, 4), (16, 13), (18, 5)], [False, False, True, False], 72, False, [False, False, False, True], 5457, 'East', (15, 5))
Element 15: (0, (15, 5), ['', '', '.', '.'], [(8, 5), (17, 13), (17, 5)], [False, False, False, False], 70, False, [False, False, True, True], 5496, 'East', (16, 5))
Element 16: (0, (16, 5), ['', '', '.', ''], [(8, 6), (18, 13), (17, 6)], [False, False, False, False], 68, False, [False, False, True, False], 5535, 'North', (16, 6))
Element 17: (0, (16, 6), ['.', '', '%', ''], [(8, 5), (18, 12), (17, 7)], [False, False, True, False], 66, False, [True, False, False, False], 5564, 'West', (15, 6))
Element 18: (0, (15, 6), ['%', '', '.', ''], [(8, 4), (18, 11), (18, 7)], [True, False, False, False], 64, False, [False, False, True, False], 5593, 'North', (15, 7))
Element 19: (0, (15, 7), ['.', '', '.', '%'], [(8, 3), (18, 10), (17, 7)], [False, False, False, True], 62, False, [True, False, True, False], 5612, 'North', (15, 8))
Element 20: (0, (15, 8), ['.', '', '%', '%'], [(7, 3), (17, 10), (17, 6)], [False, False, True, True], 60, False, [True, False, False, False], 5641, 'West', (14, 8))
Element 21: (0, (14, 8), ['.', '.', '%', ''], [(7, 2), (17, 11), (17, 5)], [False, False, True, False], 58, False, [True, True, False, False], 5670, 'South', (14, 7))
