Element 1: (3, (13, 13), ['.', '', '%', '.'], [(9, 5), (2, 8), (13, 11)], [False, False, True, False], 98, False, [True, False, False, True], 1019, 'East', (14, 13))
Element 28: (3, (17, 10), ['', '', '', ''], [(13, 8), (16, 5), (16, 11)], [False, False, False, False], 44, False, [False, False, False, False], 5632, 'South', (17, 9))
Element 29: (3, (17, 9), ['', '%', '', '%'], [(14, 8), (17, 5), (17, 11)], [False, True, False, True], 42, False, [False, False, False, False], 5631, 'North', (17, 10))
Element 30: (3, (17, 10), ['', '', '', ''], [(15, 8), (18, 5), (16, 11)], [False, False, False, False], 40, False, [False, False, False, False], 5630, 'West', (16, 10))
Element 31: (3, (16, 10), ['%', '', '', ''], [(15, 7), (18, 4), (16, 10)], [True, False, False, False], 38, False, [False, False, False, False], 5629, 'East', (17, 10))
Element 32: (3, (17, 10), ['', '', '', ''], [(14, 7), (18, 3), (16, 9)], [False, False, False, False], 36, False, [False, False, False, False], 5638, 'East', (18, 10))
Element 33: (3, (18, 10), ['', '%', '', '%'], [(15, 7), (17, 3), (16, 10)], [False, True, False, True], 34, False, [False, False, False, False], 5647, 'North', (18, 11))
Element 34: (3, (18, 11), ['', '', '', '%'], [(15, 6), (16, 3), (17, 10)], [False, False, False, True], 32, False, [False, False, False, False], 5656, 'West', (17, 11))
Element 35: (3, (17, 11), ['', '', '', ''], [(15, 5), (16, 4), (18, 10)], [False, False, False, False], 30, False, [False, False, False, False], 5655, 'East', (18, 11))
Element 36: (3, (18, 11), ['', '', '', '%'], [(14, 5), (17, 4), (17, 10)], [False, False, False, True], 28, False, [False, False, False, False], 5654, 'North', (18, 12))
Element 37: (3, (18, 12), ['', '', '', '%'], [(13, 5), (16, 4), (17, 11)], [False, False, False, True], 26, False, [False, False, False, False], 5653, 'West', (17, 12))
Element 38: (3, (17, 12), ['', '', '', ''], [(13, 6), (15, 4), (18, 11)], [False, False, False, False], 24, False, [False, False, False, False], 5662, 'East', (18, 12))
Element 39: (3, (18, 12), ['', '', '', '%'], [(12, 6), (14, 4), (17, 11)], [False, False, False, True], 22, False, [False, False, False, False], 5671, 'North', (18, 13))
Element 40: (3, (18, 13), ['', '', '%', '%'], [(12, 5), (15, 4), (17, 12)], [False, False, True, True], 20, False, [False, False, False, False], 5680, 'West', (17, 13))
Element 41: (3, (17, 13), ['', '', '%', ''], [(12, 6), (16, 4), (16, 12)], [False, False, True, False], 18, False, [False, False, False, False], 5679, 'South', (17, 12))
Element 42: (3, (17, 12), ['', '', '', ''], [(11, 6), (16, 3), (15, 12)], [False, False, False, False], 16, False, [False, False, False, False], 5688, 'North', (17, 13))
Element 43: (3, (17, 13), ['', '', '%', ''], [(12, 6), (17, 3), (16, 12)], [False, False, True, False], 14, False, [False, False, False, False], 5687, 'West', (16, 13))
Element 44: (3, (16, 13), ['', '', '%', ''], [(13, 6), (17, 4), (16, 11)], [False, False, True, False], 12, False, [False, False, False, False], 5686, 'South', (16, 12))
Element 45: (3, (16, 12), ['', '', '', ''], [(13, 5), (17, 3), (16, 10)], [False, False, False, False], 10, False, [False, False, False, False], 5685, 'North', (16, 13))
Element 46: (3, (16, 13), ['', '', '%', ''], [(12, 5), (18, 3), (16, 9)], [False, False, True, False], 8, False, [False, False, False, False], 5684, 'West', (15, 13))
Element 47: (3, (15, 13), ['', '', '%', ''], [(13, 5), (18, 4), (16, 10)], [False, False, True, False], 6, False, [False, False, False, False], 5683, 'South', (15, 12))
Element 48: (3, (15, 12), ['%', '%', '', ''], [(14, 5), (17, 4), (16, 9)], [True, True, False, False], 4, False, [False, False, False, False], 5682, 'North', (15, 13))
Element 49: (3, (15, 13), ['', '', '%', ''], [(15, 5), (18, 4), (16, 10)], [False, False, True, False], 2, False, [False, False, False, False], 5681, 'West', (14, 13))
Element 50: (3, (14, 13), ['', '%', '%', ''], [(15, 5), (18, 4), (16, 10)], [False, True, True, False], 0, False, [False, False, False, False], 5680, 'Stop', (14, 13))
Element 51: #0#
