Element 1: (3, (13, 13), ['.', '', '%', '.'], [(9, 5), (2, 8), (13, 11)], [False, False, True, False], 98, False, [True, False, False, True], 1019, 'East', (14, 13))
Element 2: (3, (14, 13), ['', '%', '%', '.'], [(10, 5), (1, 8), (12, 11)], [False, True, True, False], 96, False, [False, False, False, True], 3038, 'East', (15, 13))
Element 3: (3, (15, 13), ['', '.', '%', '.'], [(10, 4), (1, 7), (12, 12)], [False, False, True, False], 94, False, [False, True, False, True], 3077, 'East', (16, 13))
Element 4: (3, (16, 13), ['', '.', '%', '.'], [(11, 4), (1, 6), (12, 13)], [False, False, True, False], 92, False, [False, True, False, True], 3116, 'East', (17, 13))
Element 5: (3, (17, 13), ['', '.', '%', '.'], [(12, 4), (2, 6), (13, 13)], [False, False, True, False], 90, False, [False, True, False, True], 3145, 'East', (18, 13))
Element 6: (3, (18, 13), ['', '.', '%', '%'], [(13, 4), (3, 6), (14, 13)], [False, False, True, True], 88, False, [False, True, False, False], 3174, 'South', (18, 12))
Element 7: (3, (18, 12), ['.', '.', '', '%'], [(14, 4), (4, 6), (15, 13)], [False, False, False, True], 86, False, [True, True, False, False], 3203, 'South', (18, 11))
Element 8: (3, (18, 11), ['.', '.', '', '%'], [(15, 4), (5, 6), (15, 12)], [False, False, False, True], 84, False, [True, True, False, False], 3242, 'South', (18, 10))
Element 9: (3, (18, 10), ['.', '%', '', '%'], [(16, 4), (6, 6), (16, 12)], [False, True, False, True], 82, False, [True, False, False, False], 3281, 'West', (17, 10))
Element 10: (3, (17, 10), ['.', '.', '.', ''], [(17, 4), (6, 5), (17, 12)], [False, False, False, False], 80, False, [True, True, True, False], 3320, 'North', (17, 11))
Element 11: (3, (17, 11), ['.', '', '', ''], [(18, 4), (6, 4), (18, 12)], [False, False, False, False], 78, False, [True, False, False, False], 3349, 'West', (16, 11))
Element 12: (3, (16, 11), ['%', '.', '', ''], [(18, 5), (6, 3), (18, 13)], [True, False, False, False], 76, False, [False, True, False, False], 3378, 'South', (16, 10))
Element 13: (3, (16, 10), ['%', '.', '', ''], [(17, 5), (7, 3), (17, 13)], [True, False, False, False], 74, False, [False, True, False, False], 3407, 'South', (16, 9))
Element 14: (3, (16, 9), ['%', '%', '', '.'], [(17, 6), (8, 3), (16, 13)], [True, True, False, False], 72, False, [False, False, False, True], 4426, 'East', (17, 9))
Element 15: (3, (17, 9), ['', '%', '', '%'], [(17, 7), (9, 3), (17, 13)], [False, True, False, True], 70, False, [False, False, False, False], 4455, 'West', (16, 9))
Element 16: (3, (16, 9), ['%', '%', '', ''], [(18, 7), (9, 2), (18, 13)], [True, True, False, False], 68, False, [False, False, False, False], 5464, 'North', (16, 10))
Element 17: (3, (16, 10), ['%', '', '', ''], [(17, 7), (10, 2), (18, 12)], [True, False, False, False], 66, False, [False, False, False, False], 5473, 'North', (16, 11))
Element 18: (3, (16, 11), ['%', '', '', ''], [(17, 6), (11, 2), (18, 11)], [True, False, False, False], 64, False, [False, False, False, False], 5482, 'North', (16, 12))
Element 19: (3, (16, 12), ['', '', '', ''], [(16, 6), (12, 2), (18, 10)], [False, False, False, False], 62, False, [False, False, False, False], 5501, 'East', (17, 12))
Element 20: (3, (17, 12), ['', '', '', ''], [(16, 5), (13, 2), (17, 10)], [False, False, False, False], 60, False, [False, False, False, False], 5520, 'West', (16, 12))
Element 21: (3, (16, 12), ['', '', '', ''], [(15, 5), (14, 2), (17, 11)], [False, False, False, False], 58, False, [False, False, False, False], 5539, 'West', (15, 12))
Element 22: (3, (15, 12), ['%', '%', '', ''], [(15, 6), (14, 3), (16, 11)], [True, True, False, False], 56, False, [False, False, False, False], 5558, 'East', (16, 12))
Element 23: (3, (16, 12), ['', '', '', ''], [(15, 7), (13, 3), (16, 10)], [False, False, False, False], 54, False, [False, False, False, False], 5577, 'South', (16, 11))
Element 24: (3, (16, 11), ['%', '', '', ''], [(15, 8), (13, 4), (16, 9)], [True, False, False, False], 52, False, [False, False, False, False], 5586, 'East', (17, 11))
Element 25: (3, (17, 11), ['', '', '', ''], [(14, 8), (13, 5), (17, 9)], [False, False, False, False], 50, False, [False, False, False, False], 5605, 'North', (17, 12))
Element 26: (3, (17, 12), ['', '', '', ''], [(14, 7), (14, 5), (16, 9)], [False, False, False, False], 48, False, [False, False, False, False], 5624, 'South', (17, 11))
Element 27: (3, (17, 11), ['', '', '', ''], [(14, 8), (15, 5), (16, 10)], [False, False, False, False], 46, False, [False, False, False, False], 5623, 'South', (17, 10))
