Element 1: (2, (9, 12), ['F', '%', '.', '.'], [(15, 8), (7, 13), (12, 13)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (8, 12))
Element 2: (2, (8, 12), ['G', '%', '%', ''], [(14, 8), (7, 12), (13, 13)], [False, True, True, False], 96, False, [False, False, False, False], 1048, 'East', (9, 12))
Element 3: (2, (9, 12), ['', '%', '.', '.'], [(14, 7), (6, 12), (14, 13)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (10, 12))
Element 4: (2, (10, 12), ['', '%', '.', '.'], [(14, 8), (6, 11), (15, 13)], [False, True, False, False], 92, False, [False, False, True, True], 1106, 'East', (11, 12))
Element 5: (2, (11, 12), ['', '%', '%', '.'], [(13, 8), (5, 11), (16, 13)], [False, True, True, False], 90, False, [False, False, False, True], 1145, 'East', (12, 12))
Element 6: (2, (12, 12), ['', '.', '', '.'], [(14, 8), (5, 12), (17, 13)], [False, False, False, False], 88, False, [False, True, False, True], 1174, 'East', (13, 12))
Element 7: (2, (13, 12), ['', '.', '', '%'], [(15, 8), (5, 13), (18, 13)], [False, False, False, True], 86, False, [False, True, False, False], 1203, 'South', (13, 11))
Element 8: (2, (13, 11), ['.', '%', '', '%'], [(15, 7), (4, 13), (18, 12)], [False, True, False, True], 84, False, [True, False, False, False], 1232, 'West', (12, 11))
Element 9: (2, (12, 11), ['%', '%', '', ''], [(15, 6), (4, 12), (18, 11)], [True, True, False, False], 82, False, [False, False, False, False], 1271, 'East', (13, 11))
Element 10: (2, (13, 11), ['', '%', '', '%'], [(16, 6), (4, 11), (18, 10)], [False, True, False, True], 80, False, [False, False, False, False], 1300, 'North', (13, 12))
Element 11: (2, (13, 12), ['', '', '', '%'], [(17, 6), (4, 10), (17, 10)], [False, False, False, True], 78, False, [False, False, False, False], 1329, 'North', (13, 13))
Element 12: (2, (13, 13), ['', '', '%', ''], [(17, 7), (3, 10), (17, 11)], [False, False, True, False], 76, False, [False, False, False, False], 1358, 'East', (14, 13))
Element 13: (2, (14, 13), ['', '%', '%', ''], [(18, 7), (2, 10), (17, 12)], [False, True, True, False], 74, False, [False, False, False, False], 1387, 'East', (15, 13))
Element 14: (2, (15, 13), ['', '.', '%', ''], [(17, 7), (2, 11), (16, 12)], [False, False, True, False], 72, False, [False, True, False, False], 2396, 'South', (15, 12))
Element 15: (2, (15, 12), ['%', '%', '', ''], [(17, 6), (1, 11), (16, 11)], [True, True, False, False], 70, False, [False, False, False, False], 3415, 'East', (16, 12))
Element 16: (2, (16, 12), ['', '', '', ''], [(17, 5), (1, 12), (16, 10)], [False, False, False, False], 68, False, [False, False, False, False], 3444, 'East', (17, 12))
Element 17: (2, (17, 12), ['', '', '', ''], [(18, 5), (2, 12), (16, 9)], [False, False, False, False], 66, False, [False, False, False, False], 3473, 'East', (18, 12))
Element 18: (2, (18, 12), ['', '', '', '%'], [(18, 4), (3, 12), (17, 9)], [False, False, False, True], 64, False, [False, False, False, False], 3502, 'North', (18, 13))
Element 19: (2, (18, 13), ['', '', '%', '%'], [(18, 3), (3, 13), (16, 9)], [False, False, True, True], 62, False, [False, False, False, False], 3521, 'West', (17, 13))
Element 20: (2, (17, 13), ['', '', '%', ''], [(17, 3), (3, 12), (16, 10)], [False, False, True, False], 60, False, [False, False, False, False], 3530, 'West', (16, 13))
Element 21: (2, (16, 13), ['', '', '%', ''], [(17, 4), (2, 12), (16, 11)], [False, False, True, False], 58, False, [False, False, False, False], 3539, 'East', (17, 13))
Element 22: (2, (17, 13), ['', '', '%', ''], [(16, 4), (1, 12), (16, 12)], [False, False, True, False], 56, False, [False, False, False, False], 3548, 'East', (18, 13))
Element 23: (2, (18, 13), ['', '', '%', '%'], [(16, 5), (1, 13), (17, 12)], [False, False, True, True], 54, False, [False, False, False, False], 3567, 'South', (18, 12))
Element 24: (2, (18, 12), ['', '', '', '%'], [(15, 5), (1, 12), (17, 11)], [False, False, False, True], 52, False, [False, False, False, False], 3576, 'South', (18, 11))
Element 25: (2, (18, 11), ['', '', '', '%'], [(15, 4), (1, 11), (16, 11)], [False, False, False, True], 50, False, [False, False, False, False], 3585, 'South', (18, 10))
Element 26: (2, (18, 10), ['', '%', '', '%'], [(14, 4), (1, 10), (17, 11)], [False, True, False, True], 48, False, [False, False, False, False], 3604, 'West', (17, 10))
Element 27: (2, (17, 10), ['', '', '', ''], [(14, 5), (1, 11), (16, 11)], [False, False, False, False], 46, False, [False, False, False, False], 3613, 'North', (17, 11))
Element 28: (2, (17, 11), ['', '', '', ''], [(13, 5), (2, 11), (16, 10)], [False, False, False, False], 44, False, [False, False, False, False], 3622, 'West', (16, 11))
Element 29: (2, (16, 11), ['%', '', '', ''], [(13, 6), (2, 12), (17, 10)], [True, False, False, False], 42, False, [False, False, False, False], 3631, 'South', (16, 10))
Element 30: (2, (16, 10), ['%', '', '', ''], [(12, 6), (2, 11), (17, 9)], [True, False, False, False], 40, False, [False, False, False, False], 3640, 'South', (16, 9))
Element 31: (2, (16, 9), ['%', '%', '', ''], [(12, 5), (2, 10), (17, 10)], [True, True, False, False], 38, False, [False, False, False, False], 3649, 'East', (17, 9))
Element 32: (2, (17, 9), ['', '%', '', '%'], [(12, 4), (1, 10), (18, 10)], [False, True, False, True], 36, False, [False, False, False, False], 3658, 'West', (16, 9))
Element 33: (2, (16, 9), ['%', '%', '', ''], [(13, 4), (2, 10), (18, 11)], [True, True, False, False], 34, False, [False, False, False, False], 3667, 'North', (16, 10))
Element 34: (2, (16, 10), ['%', '', '', ''], [(13, 3), (3, 10), (17, 11)], [True, False, False, False], 32, False, [False, False, False, False], 3676, 'North', (16, 11))
Element 35: (2, (16, 11), ['%', '', '', ''], [(14, 3), (4, 10), (18, 11)], [True, False, False, False], 30, False, [False, False, False, False], 3685, 'East', (17, 11))
Element 36: (2, (17, 11), ['', '', '', ''], [(14, 2), (4, 11), (18, 12)], [False, False, False, False], 28, False, [False, False, False, False], 3694, 'South', (17, 10))
Element 37: (2, (17, 10), ['', '', '', ''], [(14, 1), (4, 12), (17, 12)], [False, False, False, False], 26, False, [False, False, False, False], 3703, 'South', (17, 9))
Element 38: (2, (17, 9), ['', '%', '', '%'], [(15, 1), (3, 12), (18, 12)], [False, True, False, True], 24, False, [False, False, False, False], 3712, 'North', (17, 10))
Element 39: (2, (17, 10), ['', '', '', ''], [(14, 1), (4, 12), (18, 13)], [False, False, False, False], 22, False, [False, False, False, False], 3711, 'West', (16, 10))
Element 40: (2, (16, 10), ['%', '', '', ''], [(13, 1), (4, 13), (17, 13)], [True, False, False, False], 20, False, [False, False, False, False], 3720, 'East', (17, 10))
Element 41: (2, (17, 10), ['', '', '', ''], [(13, 2), (3, 13), (17, 12)], [False, False, False, False], 18, False, [False, False, False, False], 3729, 'East', (18, 10))
Element 42: (2, (18, 10), ['', '%', '', '%'], [(12, 2), (4, 13), (17, 13)], [False, True, False, True], 16, False, [False, False, False, False], 3738, 'North', (18, 11))
Element 43: (2, (18, 11), ['', '', '', '%'], [(12, 1), (5, 13), (16, 13)], [False, False, False, True], 14, False, [False, False, False, False], 3747, 'West', (17, 11))
Element 44: (2, (17, 11), ['', '', '', ''], [(11, 1), (5, 12), (16, 12)], [False, False, False, False], 12, False, [False, False, False, False], 3756, 'East', (18, 11))
Element 45: (2, (18, 11), ['', '', '', '%'], [(11, 2), (4, 12), (16, 13)], [False, False, False, True], 10, False, [False, False, False, False], 3765, 'North', (18, 12))
Element 46: (2, (18, 12), ['', '', '', '%'], [(11, 3), (5, 12), (15, 13)], [False, False, False, True], 8, False, [False, False, False, False], 3774, 'West', (17, 12))
Element 47: (2, (17, 12), ['', '', '', ''], [(11, 4), (5, 11), (15, 12)], [False, False, False, False], 6, False, [False, False, False, False], 3783, 'North', (17, 13))
Element 48: (2, (17, 13), ['', '', '%', ''], [(10, 4), (4, 11), (15, 13)], [False, False, True, False], 4, False, [False, False, False, False], 3792, 'South', (17, 12))
Element 49: (2, (17, 12), ['', '', '', ''], [(10, 5), (5, 11), (14, 13)], [False, False, False, False], 2, False, [False, False, False, False], 4791, 'South', (17, 11))
Element 50: (2, (17, 11), ['', '', '', ''], [(10, 5), (5, 11), (13, 13)], [False, False, False, False], 0, False, [False, False, False, False], 4790, 'Stop', (17, 11))
Element 51: #0#
