Element 1: (1, (12, 4), ['.', '%', 'G', '.'], [(5, 3), (12, 5), (15, 1)], [False, True, False, False], 98, False, [True, False, False, True], 9, 'East', (13, 4))
Element 2: (1, (13, 4), ['', '.', 'G', '.'], [(6, 3), (13, 5), (14, 1)], [False, False, False, False], 96, False, [False, True, False, True], 48, 'East', (14, 4))
Element 3: (1, (14, 4), ['', '.', 'G', '.'], [(7, 3), (14, 5), (14, 2)], [False, False, False, False], 94, False, [False, True, False, True], 87, 'East', (15, 4))
Element 4: (1, (15, 4), ['', '%', 'G', '.'], [(8, 3), (15, 5), (14, 3)], [False, True, False, False], 92, False, [False, False, False, True], 1116, 'East', (16, 4))
Element 5: (1, (16, 4), ['', '.', 'G', '.'], [(9, 3), (16, 5), (13, 3)], [False, False, False, False], 90, False, [False, True, False, True], 1155, 'East', (17, 4))
Element 6: (1, (17, 4), ['', '.', 'G', '.'], [(9, 2), (17, 5), (13, 2)], [False, False, False, False], 88, False, [False, True, False, True], 2184, 'East', (18, 4))
Element 7: (1, (18, 4), ['', '.', 'G', '%'], [(10, 2), (18, 5), (13, 1)], [False, False, False, True], 86, False, [False, True, False, False], 2223, 'South', (18, 3))
Element 8: (1, (18, 3), ['.', '%', 'G', '%'], [(11, 2), (18, 4), (12, 1)], [False, True, False, True], 84, False, [True, False, False, False], 2252, 'West', (17, 3))
Element 9: (1, (17, 3), ['.', '%', '', 'G'], [(11, 3), (18, 3), (12, 2)], [False, True, False, False], 82, False, [True, False, False, False], 2281, 'West', (16, 3))
Element 10: (1, (16, 3), ['%', '%', '', 'G'], [(11, 4), (17, 3), (11, 2)], [True, True, False, False], 80, False, [False, False, False, False], 2300, 'North', (16, 4))
Element 11: (1, (16, 4), ['', '', '', 'G'], [(10, 4), (17, 4), (11, 1)], [False, False, False, False], 78, False, [False, False, False, False], 2319, 'South', (16, 3))
Element 12: (1, (16, 3), ['%', '%', 'G', ''], [(10, 5), (16, 4), (11, 2)], [True, True, False, False], 76, False, [False, False, False, False], 3318, 'North', (16, 4))
Element 13: (1, (16, 4), ['', 'G', '', ''], [(9, 5), (16, 3), (11, 3)], [False, False, False, False], 74, False, [False, False, False, False], 3327, 'East', (17, 4))
Element 14: (1, (17, 4), ['G', '', '', ''], [(9, 6), (16, 4), (10, 3)], [False, False, False, False], 72, False, [False, False, False, False], 3346, 'South', (17, 3))
Element 15: (1, (17, 3), ['', '%', '', ''], [(9, 7), (15, 4), (10, 4)], [False, True, False, False], 70, False, [False, False, False, False], 3355, 'North', (17, 4))
Element 16: (1, (17, 4), ['', '', '', ''], [(10, 7), (14, 4), (9, 4)], [False, False, False, False], 68, False, [False, False, False, False], 3374, 'West', (16, 4))
Element 17: (1, (16, 4), ['', '', '', ''], [(10, 8), (14, 3), (8, 4)], [False, False, False, False], 66, False, [False, False, False, False], 3393, 'South', (16, 3))
Element 18: (1, (16, 3), ['%', '%', '', ''], [(9, 8), (14, 2), (8, 5)], [True, True, False, False], 64, False, [False, False, False, False], 3412, 'North', (16, 4))
Element 19: (1, (16, 4), ['', '', '', ''], [(8, 8), (14, 1), (8, 6)], [False, False, False, False], 62, False, [False, False, False, False], 3431, 'West', (15, 4))
Element 20: (1, (15, 4), ['', '%', '', ''], [(8, 9), (15, 1), (9, 6)], [False, True, False, False], 60, False, [False, False, False, False], 3440, 'West', (14, 4))
Element 21: (1, (14, 4), ['', '', '', ''], [(7, 9), (14, 1), (9, 7)], [False, False, False, False], 58, False, [False, False, False, False], 3449, 'South', (14, 3))
Element 22: (1, (14, 3), ['', '', '', '%'], [(7, 8), (13, 1), (10, 7)], [False, False, False, True], 56, False, [False, False, False, False], 3458, 'South', (14, 2))
Element 23: (1, (14, 2), ['G', '', '', '%'], [(6, 8), (13, 2), (10, 8)], [False, False, False, True], 54, False, [False, False, False, False], 3467, 'South', (14, 1))
