Element 1: (1, (12, 4), ['.', '%', 'G', '.'], [(5, 3), (12, 5), (15, 1)], [False, True, False, False], 98, False, [True, False, False, True], 9, 'East', (13, 4))
Element 24: (1, (14, 1), ['', '%', '', ''], [(6, 9), (13, 3), (9, 8)], [False, True, False, False], 52, False, [False, False, False, False], 3476, 'East', (15, 1))
Element 25: (1, (15, 1), ['', '%', '%', '%'], [(6, 8), (13, 4), (8, 8)], [False, True, True, True], 50, False, [False, False, False, False], 3475, 'West', (14, 1))
Element 26: (1, (14, 1), ['', '%', '', ''], [(5, 8), (12, 4), (8, 9)], [False, True, False, False], 48, False, [False, False, False, False], 3484, 'West', (13, 1))
Element 27: (1, (13, 1), ['', '%', '', ''], [(4, 8), (11, 4), (7, 9)], [False, True, False, False], 46, False, [False, False, False, False], 3493, 'North', (13, 2))
Element 28: (1, (13, 2), ['', '', '', ''], [(5, 8), (11, 3), (7, 8)], [False, False, False, False], 44, False, [False, False, False, False], 3492, 'North', (13, 3))
Element 29: (1, (13, 3), ['%', '', '', ''], [(4, 8), (11, 2), (6, 8)], [True, False, False, False], 42, False, [False, False, False, False], 3491, 'South', (13, 2))
Element 30: (1, (13, 2), ['G', '', '', ''], [(5, 8), (12, 2), (6, 9)], [False, False, False, False], 40, False, [False, False, False, False], 3490, 'South', (13, 1))
Element 31: (1, (13, 1), ['G', '%', '', ''], [(5, 8), (12, 1), (6, 8)], [False, True, False, False], 38, False, [False, False, False, False], 3489, 'North', (13, 2))
Element 32: (1, (13, 2), ['', '', '', ''], [(4, 8), (11, 1), (6, 9)], [False, False, False, False], 36, False, [False, False, False, False], 3488, 'South', (13, 1))
Element 33: (1, (13, 1), ['G', '%', '', ''], [(4, 8), (12, 1), (6, 8)], [False, True, False, False], 34, False, [False, False, False, False], 3487, 'North', (13, 2))
Element 34: (1, (13, 2), ['G', '', '', ''], [(4, 8), (12, 2), (7, 8)], [False, False, False, False], 32, False, [False, False, False, False], 3486, 'South', (13, 1))
Element 35: (1, (13, 1), ['', '%', '', ''], [(5, 8), (11, 2), (7, 9)], [False, True, False, False], 30, False, [False, False, False, False], 3485, 'East', (14, 1))
Element 36: (1, (14, 1), ['', '%', '', ''], [(6, 8), (11, 1), (6, 9)], [False, True, False, False], 28, False, [False, False, False, False], 3484, 'North', (14, 2))
Element 37: (1, (14, 2), ['', '', '', '%'], [(7, 8), (11, 2), (7, 9)], [False, False, False, True], 26, False, [False, False, False, False], 3483, 'North', (14, 3))
Element 38: (1, (14, 3), ['', '', '', '%'], [(8, 8), (10, 2), (8, 9)], [False, False, False, True], 24, False, [False, False, False, False], 3482, 'West', (13, 3))
Element 39: (1, (13, 3), ['%', '', '', ''], [(9, 8), (10, 3), (7, 9)], [True, False, False, False], 22, False, [False, False, False, False], 3481, 'East', (14, 3))
Element 40: (1, (14, 3), ['', '', '', '%'], [(9, 7), (10, 4), (7, 8)], [False, False, False, True], 20, False, [False, False, False, False], 3480, 'North', (14, 4))
Element 41: (1, (14, 4), ['', '', '', ''], [(9, 7), (10, 5), (8, 8)], [False, False, False, False], 18, False, [False, False, False, False], 3479, 'West', (13, 4))
Element 42: (1, (13, 4), ['', '', '', ''], [(9, 6), (9, 5), (9, 8)], [False, False, False, False], 16, False, [False, False, False, False], 3478, 'South', (13, 3))
Element 43: (1, (13, 3), ['%', '', '', ''], [(9, 7), (9, 4), (10, 8)], [True, False, False, False], 14, False, [False, False, False, False], 3477, 'North', (13, 4))
Element 44: (1, (13, 4), ['', '', '', ''], [(9, 6), (9, 3), (10, 7)], [False, False, False, False], 12, False, [False, False, False, False], 3476, 'West', (12, 4))
Element 45: (1, (12, 4), ['', '%', '', ''], [(8, 6), (9, 2), (9, 7)], [False, True, False, False], 10, False, [False, False, False, False], 3475, 'West', (11, 4))
Element 46: (1, (11, 4), ['', '', '%', ''], [(8, 5), (9, 1), (9, 8)], [False, False, True, False], 8, False, [False, False, False, False], 3484, 'South', (11, 3))
Element 47: (1, (11, 3), ['', '', '', '%'], [(8, 4), (8, 1), (9, 7)], [False, False, False, True], 6, False, [False, False, False, False], 3493, 'South', (11, 2))
Element 48: (1, (11, 2), ['', '', '', ''], [(9, 4), (8, 2), (9, 6)], [False, False, False, False], 4, False, [False, False, False, False], 3502, 'East', (12, 2))
Element 49: (1, (12, 2), ['', '', '%', ''], [(8, 4), (7, 2), (9, 5)], [False, False, True, False], 2, False, [False, False, False, False], 3511, 'South', (12, 1))
Element 50: (1, (12, 1), ['', '%', '', ''], [(8, 4), (7, 1), (10, 5)], [False, True, False, False], 0, False, [False, False, False, False], 3520, 'Stop', (12, 1))
Element 51: #0#
