Element 1: (0, (3, 13), ['%', '.', '%', '.'], [(4, 8), (12, 13), (16, 5)], [True, False, True, False], 98, False, [False, True, False, True], 0, 'East', (4, 13))
Element 2: (0, (4, 13), ['', '.', '%', '.'], [(5, 8), (13, 13), (17, 5)], [False, False, True, False], 96, False, [False, True, False, True], 39, 'East', (5, 13))
Element 3: (0, (5, 13), ['', '.', '%', '.'], [(6, 8), (14, 13), (18, 5)], [False, False, True, False], 94, False, [False, True, False, True], 78, 'East', (6, 13))
Element 4: (0, (6, 13), ['', '.', '%', '.'], [(7, 8), (15, 13), (18, 4)], [False, False, True, False], 92, False, [False, True, False, True], 117, 'East', (7, 13))
Element 5: (0, (7, 13), ['', '.', '%', '%'], [(8, 8), (16, 13), (18, 3)], [False, False, True, True], 90, False, [False, True, False, False], 156, 'South', (7, 12))
Element 6: (0, (7, 12), ['.', '%', '', 'F'], [(9, 8), (17, 13), (17, 3)], [False, True, False, False], 88, False, [True, False, False, False], 195, 'East', (8, 12))
Element 7: (0, (8, 12), ['', '%', '%', '.'], [(10, 8), (18, 13), (17, 4)], [False, True, True, False], 86, False, [False, False, False, True], 1224, 'East', (9, 12))
Element 8: (0, (9, 12), ['', '%', '.', '.'], [(10, 7), (18, 12), (16, 4)], [False, True, False, False], 84, False, [False, False, True, True], 1263, 'East', (10, 12))
Element 9: (0, (10, 12), ['', '%', '.', '.'], [(9, 7), (18, 11), (16, 3)], [False, True, False, False], 82, False, [False, False, True, True], 1302, 'East', (11, 12))
Element 10: (0, (11, 12), ['', '%', '%', '.'], [(9, 6), (18, 10), (16, 4)], [False, True, True, False], 80, False, [False, False, False, True], 1331, 'East', (12, 12))
Element 11: (0, (12, 12), ['', '.', '', '.'], [(9, 5), (17, 10), (15, 4)], [False, False, False, False], 78, False, [False, True, False, True], 1370, 'East', (13, 12))
Element 12: (0, (13, 12), ['', '.', '', '%'], [(10, 5), (17, 11), (15, 5)], [False, False, False, True], 76, False, [False, True, False, False], 2399, 'South', (13, 11))
Element 13: (0, (13, 11), ['.', '%', '', '%'], [(10, 4), (17, 12), (15, 6)], [False, True, False, True], 74, False, [True, False, False, False], 2438, 'West', (12, 11))
Element 14: (0, (12, 11), ['%', '%', '', ''], [(11, 4), (16, 12), (16, 6)], [True, True, False, False], 72, False, [False, False, False, False], 2477, 'East', (13, 11))
Element 15: (0, (13, 11), ['', '%', '', '%'], [(12, 4), (16, 11), (17, 6)], [False, True, False, True], 70, False, [False, False, False, False], 2506, 'North', (13, 12))
Element 16: (0, (13, 12), ['', '', '', '%'], [(13, 4), (16, 10), (17, 7)], [False, False, False, True], 68, False, [False, False, False, False], 2535, 'North', (13, 13))
Element 17: (0, (13, 13), ['', '', '%', ''], [(14, 4), (16, 9), (18, 7)], [False, False, True, False], 66, False, [False, False, False, False], 2564, 'East', (14, 13))
Element 18: (0, (14, 13), ['', '%', '%', ''], [(14, 5), (17, 9), (17, 7)], [False, True, True, False], 64, False, [False, False, False, False], 2583, 'East', (15, 13))
Element 19: (0, (15, 13), ['', '.', '%', ''], [(13, 5), (16, 9), (17, 6)], [False, False, True, False], 62, False, [False, True, False, False], 2592, 'South', (15, 12))
Element 20: (0, (15, 12), ['%', '%', '', ''], [(13, 6), (16, 10), (16, 6)], [True, True, False, False], 60, False, [False, False, False, False], 2611, 'East', (16, 12))
Element 21: (0, (16, 12), ['', 'G', '', ''], [(12, 6), (16, 11), (15, 6)], [False, False, False, False], 58, False, [False, False, False, False], 2620, 'East', (17, 12))
Element 22: (0, (17, 12), ['G', '', '', ''], [(12, 5), (16, 12), (15, 7)], [False, False, False, False], 56, False, [False, False, False, False], 2639, 'East', (18, 12))
Element 23: (0, (18, 12), ['', '', '', '%'], [(12, 6), (15, 12), (15, 8)], [False, False, False, True], 54, False, [False, False, False, False], 2648, 'North', (18, 13))
Element 24: (0, (18, 13), ['', '', '%', '%'], [(11, 6), (16, 12), (14, 8)], [False, False, True, True], 52, False, [False, False, False, False], 2667, 'West', (17, 13))
Element 25: (0, (17, 13), ['', 'G', '%', ''], [(12, 6), (17, 12), (14, 7)], [False, False, True, False], 50, False, [False, False, False, False], 2676, 'West', (16, 13))
Element 26: (0, (16, 13), ['', '', '%', ''], [(13, 6), (17, 11), (14, 8)], [False, False, True, False], 48, False, [False, False, False, False], 2675, 'East', (17, 13))
Element 27: (0, (17, 13), ['', '', '%', ''], [(13, 5), (16, 11), (13, 8)], [False, False, True, False], 46, False, [False, False, False, False], 2684, 'East', (18, 13))
Element 28: (0, (18, 13), ['', '', '%', '%'], [(12, 5), (17, 11), (14, 8)], [False, False, True, True], 44, False, [False, False, False, False], 2683, 'South', (18, 12))
Element 29: (0, (18, 12), ['', '', '', '%'], [(13, 5), (17, 10), (15, 8)], [False, False, False, True], 42, False, [False, False, False, False], 2682, 'South', (18, 11))
Element 30: (0, (18, 11), ['', '', '', '%'], [(14, 5), (17, 9), (15, 7)], [False, False, False, True], 40, False, [False, False, False, False], 2681, 'South', (18, 10))
Element 31: (0, (18, 10), ['G', '%', '', '%'], [(15, 5), (17, 10), (14, 7)], [False, True, False, True], 38, False, [False, False, False, False], 2680, 'North', (18, 11))
Element 32: (0, (18, 11), ['', '', '', '%'], [(16, 5), (16, 10), (15, 7)], [False, False, False, True], 36, False, [False, False, False, False], 2679, 'West', (17, 11))
Element 33: (0, (17, 11), ['', 'G', '', ''], [(17, 5), (17, 10), (15, 6)], [False, False, False, False], 34, False, [False, False, False, False], 2678, 'West', (16, 11))
Element 34: (0, (16, 11), ['%', '', '', ''], [(18, 5), (18, 10), (15, 5)], [True, False, False, False], 32, False, [False, False, False, False], 2677, 'South', (16, 10))
Element 35: (0, (16, 10), ['%', '', '', ''], [(18, 4), (18, 11), (14, 5)], [True, False, False, False], 30, False, [False, False, False, False], 2676, 'East', (17, 10))
Element 36: (0, (17, 10), ['', '', 'G', ''], [(18, 3), (17, 11), (14, 4)], [False, False, False, False], 28, False, [False, False, False, False], 2675, 'South', (17, 9))
Element 37: (0, (17, 9), ['', '%', '', '%'], [(17, 3), (18, 11), (14, 3)], [False, True, False, True], 26, False, [False, False, False, False], 2684, 'West', (16, 9))
