Element 1: (0, (7, 1), ['F', '%', '.', '.'], [(7, 8), (12, 6), (13, 12)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (6, 1))
Element 2: (0, (6, 1), ['.', '%', '.', ''], [(8, 8), (13, 6), (13, 13)], [False, True, False, False], 96, False, [True, False, True, False], 1029, 'North', (6, 2))
Element 3: (0, (6, 2), ['.', '', '.', '.'], [(9, 8), (13, 5), (14, 13)], [False, False, False, False], 94, False, [True, False, True, True], 1068, 'East', (7, 2))
Element 4: (0, (7, 2), ['', '', '.', '.'], [(10, 8), (14, 5), (15, 13)], [False, False, False, False], 92, False, [False, False, True, True], 1107, 'East', (8, 2))
Element 5: (0, (8, 2), ['', '.', 'F', 'F'], [(10, 7), (15, 5), (16, 13)], [False, False, False, False], 90, False, [False, True, False, False], 1146, 'East', (9, 2))
Element 6: (0, (9, 2), ['', '.', '.', '.'], [(9, 7), (16, 5), (17, 13)], [False, False, False, False], 88, False, [False, True, True, True], 2175, 'East', (10, 2))
Element 7: (0, (10, 2), ['', '%', '.', '.'], [(9, 6), (17, 5), (18, 13)], [False, True, False, False], 86, False, [False, False, True, True], 2214, 'East', (11, 2))
Element 8: (0, (11, 2), ['', '.', '.', '.'], [(9, 5), (18, 5), (18, 12)], [False, False, False, False], 84, False, [False, True, True, True], 2253, 'East', (12, 2))
Element 9: (0, (12, 2), ['', '.', '%', '.'], [(10, 5), (18, 4), (18, 11)], [False, False, True, False], 82, False, [False, True, False, True], 3282, 'East', (13, 2))
Element 10: (0, (13, 2), ['', '.', '.', '.'], [(10, 4), (18, 3), (18, 10)], [False, False, False, False], 80, False, [False, True, True, True], 3321, 'East', (14, 2))
Element 11: (0, (14, 2), ['', '.', '.', '%'], [(11, 4), (17, 3), (17, 10)], [False, False, False, True], 78, False, [False, True, True, False], 3360, 'North', (14, 3))
Element 12: (0, (14, 3), ['.', '', '.', '%'], [(12, 4), (17, 4), (17, 11)], [False, False, False, True], 76, False, [True, False, True, False], 3399, 'North', (14, 4))
Element 13: (0, (14, 4), ['G', '', '', '.'], [(13, 4), (16, 4), (17, 12)], [False, False, False, False], 74, False, [False, False, False, True], 3438, 'East', (15, 4))
Element 14: (0, (15, 4), ['', '%', '', ''], [(13, 3), (16, 3), (16, 12)], [False, True, False, False], 72, False, [False, False, False, False], 3477, 'East', (16, 4))
Element 15: (0, (16, 4), ['', '', '', ''], [(14, 3), (17, 3), (16, 11)], [False, False, False, False], 70, False, [False, False, False, False], 3486, 'East', (17, 4))
Element 16: (0, (17, 4), ['', '', '', ''], [(14, 4), (16, 3), (16, 10)], [False, False, False, False], 68, False, [False, False, False, False], 3495, 'East', (18, 4))
Element 17: (0, (18, 4), ['', '', '', '%'], [(15, 4), (17, 3), (16, 9)], [False, False, False, True], 66, False, [False, False, False, False], 3504, 'North', (18, 5))
Element 18: (0, (18, 5), ['', '', '%', '%'], [(16, 4), (16, 3), (17, 9)], [False, False, True, True], 64, False, [False, False, False, False], 3513, 'West', (17, 5))
Element 19: (0, (17, 5), ['', 'G', '.', ''], [(17, 4), (17, 3), (16, 9)], [False, False, False, False], 62, False, [False, False, True, False], 3512, 'North', (17, 6))
Element 20: (0, (17, 6), ['.', '', '.', '%'], [(18, 4), (18, 3), (16, 10)], [False, False, False, True], 60, False, [True, False, True, False], 3521, 'North', (17, 7))
Element 21: (0, (17, 7), ['%', '', '%', '.'], [(18, 5), (18, 4), (16, 11)], [True, False, True, False], 58, False, [False, False, False, True], 3530, 'East', (18, 7))
Element 22: (0, (18, 7), ['', '%', '%', '%'], [(17, 5), (17, 4), (16, 12)], [False, True, True, True], 56, False, [False, False, False, False], 3539, 'West', (17, 7))
Element 23: (0, (17, 7), ['%', 'G', '%', ''], [(17, 6), (18, 4), (15, 12)], [True, False, True, False], 54, False, [False, False, False, False], 3548, 'East', (18, 7))
Element 24: (0, (18, 7), ['', '%', '%', '%'], [(16, 6), (18, 5), (16, 12)], [False, True, True, True], 52, False, [False, False, False, False], 3557, 'West', (17, 7))
Element 25: (0, (17, 7), ['%', '', '%', ''], [(15, 6), (17, 5), (17, 12)], [True, False, True, False], 50, False, [False, False, False, False], 3566, 'South', (17, 6))
Element 26: (0, (17, 6), ['', '', '', '%'], [(15, 7), (16, 5), (17, 11)], [False, False, False, True], 48, False, [False, False, False, False], 3575, 'South', (17, 5))
Element 27: (0, (17, 5), ['', '', '', ''], [(15, 8), (15, 5), (16, 11)], [False, False, False, False], 46, False, [False, False, False, False], 3584, 'West', (16, 5))
Element 28: (0, (16, 5), ['', '', '', ''], [(14, 8), (15, 4), (17, 11)], [False, False, False, False], 44, False, [False, False, False, False], 3593, 'North', (16, 6))
Element 29: (0, (16, 6), ['', '', '%', ''], [(14, 7), (14, 4), (17, 10)], [False, False, True, False], 42, False, [False, False, False, False], 3602, 'West', (15, 6))
Element 30: (0, (15, 6), ['%', '', '', ''], [(14, 8), (14, 3), (17, 9)], [True, False, False, False], 40, False, [False, False, False, False], 3601, 'North', (15, 7))
Element 31: (0, (15, 7), ['', '', '', '%'], [(13, 8), (14, 2), (17, 10)], [False, False, False, True], 38, False, [False, False, False, False], 3610, 'North', (15, 8))
Element 32: (0, (15, 8), ['G', '', '%', '%'], [(14, 8), (14, 1), (16, 10)], [False, False, True, True], 36, False, [False, False, False, False], 3619, 'South', (15, 7))
Element 33: (0, (15, 7), ['', '', 'G', '%'], [(15, 8), (15, 1), (17, 10)], [False, False, False, True], 34, False, [False, False, False, False], 3628, 'West', (14, 7))
Element 34: (0, (14, 7), ['%', '%', '', 'G'], [(15, 7), (14, 1), (18, 10)], [True, True, False, False], 32, False, [False, False, False, False], 3627, 'North', (14, 8))
Element 35: (0, (14, 8), ['', 'G', '%', ''], [(14, 7), (13, 1), (18, 11)], [False, False, True, False], 30, False, [False, False, False, False], 3636, 'West', (13, 8))
Element 36: (0, (13, 8), ['%', '%', '%', ''], [(15, 7), (12, 1), (17, 11)], [True, True, True, False], 28, False, [False, False, False, False], 3645, 'East', (14, 8))
Element 37: (0, (14, 8), ['', '', '%', ''], [(15, 6), (11, 1), (18, 11)], [False, False, True, False], 26, False, [False, False, False, False], 3654, 'South', (14, 7))
Element 38: (0, (14, 7), ['%', '%', '', ''], [(15, 5), (11, 2), (18, 12)], [True, True, False, False], 24, False, [False, False, False, False], 3653, 'East', (15, 7))
Element 39: (0, (15, 7), ['', '', '', '%'], [(16, 5), (11, 3), (17, 12)], [False, False, False, True], 22, False, [False, False, False, False], 3662, 'South', (15, 6))
Element 40: (0, (15, 6), ['%', 'G', '', ''], [(15, 5), (10, 3), (18, 12)], [True, False, False, False], 20, False, [False, False, False, False], 3671, 'North', (15, 7))
Element 41: (0, (15, 7), ['', '', '', '%'], [(14, 5), (9, 3), (18, 13)], [False, False, False, True], 18, False, [False, False, False, False], 3680, 'South', (15, 6))
Element 42: (0, (15, 6), ['%', '', '', ''], [(13, 5), (8, 3), (17, 13)], [True, False, False, False], 16, False, [False, False, False, False], 4679, 'East', (16, 6))
Element 43: (0, (16, 6), ['', '', '%', ''], [(12, 5), (8, 4), (17, 12)], [False, False, True, False], 14, False, [False, False, False, False], 4698, 'South', (16, 5))
Element 44: (0, (16, 5), ['', '', '', ''], [(12, 6), (9, 4), (17, 13)], [False, False, False, False], 12, False, [False, False, False, False], 4707, 'West', (15, 5))
Element 45: (0, (15, 5), ['', '', '', ''], [(11, 6), (10, 4), (16, 13)], [False, False, False, False], 10, False, [False, False, False, False], 4716, 'West', (14, 5))
Element 46: (0, (14, 5), ['', '', '%', ''], [(12, 6), (11, 4), (16, 12)], [False, False, True, False], 8, False, [False, False, False, False], 4715, 'West', (13, 5))
Element 47: (0, (13, 5), ['', '', 'G', ''], [(13, 6), (12, 4), (16, 13)], [False, False, False, False], 6, False, [False, False, False, False], 4714, 'South', (13, 4))
Element 48: (0, (13, 4), ['', '', '', ''], [(12, 6), (12, 5), (15, 13)], [False, False, False, False], 4, False, [False, False, False, False], 4713, 'South', (13, 3))
Element 49: (0, (13, 3), ['%', '', '', ''], [(11, 6), (12, 4), (15, 12)], [True, False, False, False], 2, False, [False, False, False, False], 4712, 'North', (13, 4))
Element 50: (0, (13, 4), ['', '', '', ''], [(11, 6), (11, 4), (15, 13)], [False, False, False, False], 0, False, [False, False, False, False], 4711, 'Stop', (13, 4))
Element 51: #0#
