Element 1: (0, (17, 4), ['.', 'G', '.', '.'], [(9, 6), (15, 8), (17, 3)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'East', (18, 4))
Element 2: (0, (18, 4), ['', 'G', '.', '%'], [(9, 7), (15, 7), (18, 3)], [False, False, False, True], 96, False, [False, False, True, False], 39, 'North', (18, 5))
Element 3: (0, (18, 5), ['.', 'G', '%', '%'], [(10, 7), (15, 6), (18, 4)], [False, False, True, True], 94, False, [True, False, False, False], 68, 'West', (17, 5))
Element 4: (0, (17, 5), ['.', '', '.', 'G'], [(10, 8), (16, 6), (18, 5)], [False, False, False, False], 92, False, [True, False, True, False], 97, 'North', (17, 6))
Element 5: (0, (17, 6), ['', 'G', '.', '%'], [(9, 8), (16, 5), (17, 5)], [False, False, False, True], 90, False, [False, False, True, False], 126, 'North', (17, 7))
Element 6: (0, (17, 7), ['%', 'G', '%', '.'], [(8, 8), (16, 4), (17, 6)], [True, False, True, False], 88, False, [False, False, False, True], 155, 'East', (18, 7))
Element 7: (0, (18, 7), ['G', '%', '%', '%'], [(8, 9), (16, 3), (17, 7)], [False, True, True, True], 86, False, [False, False, False, False], 184, 'Stop', (18, 7))
Element 8: (0, (18, 7), ['', '%', '%', '%'], [(7, 9), (17, 3), (17, 6)], [False, True, True, True], 84, False, [False, False, False, False], 193, 'West', (17, 7))
Element 9: (0, (17, 7), ['%', '', '%', ''], [(7, 8), (18, 3), (16, 6)], [True, False, True, False], 82, False, [False, False, False, False], 202, 'South', (17, 6))
Element 10: (0, (17, 6), ['', '', '', '%'], [(6, 8), (18, 4), (16, 5)], [False, False, False, True], 80, False, [False, False, False, False], 211, 'Stop', (17, 6))
Element 11: (0, (17, 6), ['', '', '', '%'], [(6, 9), (18, 5), (15, 5)], [False, False, False, True], 78, False, [False, False, False, False], 230, 'South', (17, 5))
Element 12: (0, (17, 5), ['', '', '', ''], [(6, 8), (18, 4), (15, 4)], [False, False, False, False], 76, False, [False, False, False, False], 239, 'West', (16, 5))
Element 13: (0, (16, 5), ['', '', '', ''], [(5, 8), (17, 4), (14, 4)], [False, False, False, False], 74, False, [False, False, False, False], 258, 'North', (16, 6))
Element 14: (0, (16, 6), ['', '', '%', ''], [(4, 8), (17, 5), (14, 5)], [False, False, True, False], 72, False, [False, False, False, False], 277, 'West', (15, 6))
Element 15: (0, (15, 6), ['%', '', '', ''], [(5, 8), (17, 6), (13, 5)], [True, False, False, False], 70, False, [False, False, False, False], 286, 'North', (15, 7))
Element 16: (0, (15, 7), ['.', '', '', '%'], [(6, 8), (17, 7), (13, 6)], [False, False, False, True], 68, False, [True, False, False, False], 295, 'West', (14, 7))
Element 17: (0, (14, 7), ['%', '%', '.', ''], [(7, 8), (18, 7), (12, 6)], [True, True, False, False], 66, False, [False, False, True, False], 314, 'North', (14, 8))
Element 18: (0, (14, 8), ['.', '', '%', ''], [(7, 9), (17, 7), (12, 5)], [False, False, True, False], 64, False, [True, False, False, False], 333, 'West', (13, 8))
Element 19: (0, (13, 8), ['%', '%', '%', ''], [(6, 9), (17, 6), (12, 4)], [True, True, True, False], 62, False, [False, False, False, False], 352, 'East', (14, 8))
Element 20: (0, (14, 8), ['', '', '%', ''], [(7, 9), (17, 5), (13, 4)], [False, False, True, False], 60, False, [False, False, False, False], 361, 'East', (15, 8))
Element 21: (0, (15, 8), ['', '', '%', '%'], [(8, 9), (17, 4), (13, 3)], [False, False, True, True], 58, False, [False, False, False, False], 370, 'West', (14, 8))
Element 22: (0, (14, 8), ['', '', '%', ''], [(8, 8), (18, 4), (14, 3)], [False, False, True, False], 56, False, [False, False, False, False], 379, 'South', (14, 7))
Element 23: (0, (14, 7), ['%', '%', '', ''], [(7, 8), (18, 3), (14, 2)], [True, True, False, False], 54, False, [False, False, False, False], 388, 'East', (15, 7))
Element 24: (0, (15, 7), ['', '', '', '%'], [(8, 8), (17, 3), (14, 1)], [False, False, False, True], 52, False, [False, False, False, False], 397, 'North', (15, 8))
Element 25: (0, (15, 8), ['', '', '%', '%'], [(9, 8), (17, 4), (15, 1)], [False, False, True, True], 50, False, [False, False, False, False], 406, 'South', (15, 7))
Element 26: (0, (15, 7), ['', '', '', '%'], [(10, 8), (17, 3), (14, 1)], [False, False, False, True], 48, False, [False, False, False, False], 405, 'South', (15, 6))
Element 27: (0, (15, 6), ['%', '', '', ''], [(10, 7), (16, 3), (13, 1)], [True, False, False, False], 46, False, [False, False, False, False], 414, 'South', (15, 5))
Element 28: (0, (15, 5), ['', '', '', ''], [(9, 7), (16, 4), (13, 2)], [False, False, False, False], 44, False, [False, False, False, False], 423, 'South', (15, 4))
Element 29: (0, (15, 4), ['', '%', '', ''], [(9, 8), (16, 3), (12, 2)], [False, True, False, False], 42, False, [False, False, False, False], 432, 'East', (16, 4))
Element 30: (0, (16, 4), ['', '', '', ''], [(9, 7), (17, 3), (12, 1)], [False, False, False, False], 40, False, [False, False, False, False], 441, 'South', (16, 3))
Element 31: (0, (16, 3), ['%', '%', '', ''], [(9, 6), (17, 4), (11, 1)], [True, True, False, False], 38, False, [False, False, False, False], 450, 'East', (17, 3))
Element 32: (0, (17, 3), ['', '%', '', ''], [(9, 5), (16, 4), (11, 2)], [False, True, False, False], 36, False, [False, False, False, False], 469, 'East', (18, 3))
Element 33: (0, (18, 3), ['', '%', '', '%'], [(10, 5), (16, 5), (11, 3)], [False, True, False, True], 34, False, [False, False, False, False], 1478, 'West', (17, 3))
Element 34: (0, (17, 3), ['', '%', '', ''], [(10, 4), (15, 5), (11, 4)], [False, True, False, False], 32, False, [False, False, False, False], 1497, 'West', (16, 3))
Element 35: (0, (16, 3), ['%', '%', '', ''], [(10, 3), (15, 4), (10, 4)], [True, True, False, False], 30, False, [False, False, False, False], 1506, 'North', (16, 4))
Element 36: (0, (16, 4), ['', '', '', ''], [(10, 2), (14, 4), (9, 4)], [False, False, False, False], 28, False, [False, False, False, False], 1525, 'West', (15, 4))
Element 37: (0, (15, 4), ['', '%', '', ''], [(9, 2), (14, 5), (9, 3)], [False, True, False, False], 26, False, [False, False, False, False], 2534, 'West', (14, 4))
Element 38: (0, (14, 4), ['', '', '', ''], [(9, 1), (13, 5), (8, 3)], [False, False, False, False], 24, False, [False, False, False, False], 3543, 'North', (14, 5))
Element 39: (0, (14, 5), ['', '', '%', ''], [(8, 1), (13, 6), (8, 4)], [False, False, True, False], 22, False, [False, False, False, False], 3562, 'West', (13, 5))
Element 40: (0, (13, 5), ['', '', '', ''], [(8, 2), (12, 6), (8, 5)], [False, False, False, False], 20, False, [False, False, False, False], 3581, 'North', (13, 6))
Element 41: (0, (13, 6), ['', '', '%', '%'], [(7, 2), (11, 6), (8, 6)], [False, False, True, True], 18, False, [False, False, False, False], 3610, 'West', (12, 6))
Element 42: (0, (12, 6), ['G', '', '%', ''], [(7, 3), (11, 6), (9, 6)], [False, False, True, False], 16, False, [False, False, False, False], 3619, 'South', (12, 5))
Element 43: (0, (12, 5), ['%', '', 'G', ''], [(6, 3), (12, 6), (9, 7)], [True, False, False, False], 14, False, [False, False, False, False], 3628, 'South', (12, 4))
Element 44: (0, (12, 4), ['', '%', '', ''], [(6, 4), (12, 6), (10, 7)], [False, True, False, False], 12, False, [False, False, False, False], 3637, 'East', (13, 4))
Element 45: (0, (13, 4), ['', '', '', ''], [(6, 5), (13, 6), (10, 8)], [False, False, False, False], 10, False, [False, False, False, False], 3646, 'South', (13, 3))
Element 46: (0, (13, 3), ['%', '', '', ''], [(6, 6), (13, 5), (9, 8)], [True, False, False, False], 8, False, [False, False, False, False], 3655, 'East', (14, 3))
Element 47: (0, (14, 3), ['', '', '', '%'], [(5, 6), (13, 4), (8, 8)], [False, False, False, True], 6, False, [False, False, False, False], 3664, 'South', (14, 2))
Element 48: (0, (14, 2), ['', '', '', '%'], [(5, 5), (13, 3), (8, 9)], [False, False, False, True], 4, False, [False, False, False, False], 3673, 'South', (14, 1))
Element 49: (0, (14, 1), ['', '%', '', ''], [(4, 5), (14, 3), (7, 9)], [False, True, False, False], 2, False, [False, False, False, False], 3682, 'East', (15, 1))
Element 50: (0, (15, 1), ['', '%', '%', '%'], [(4, 6), (14, 2), (7, 8)], [False, True, True, True], 0, False, [False, False, False, False], 3691, 'Stop', (15, 1))
Element 51: #0#
