Element 1: (1, (2, 10), ['.', '%', 'F', '.'], [(8, 12), (11, 4), (16, 4)], [False, True, False, False], 98, False, [True, False, False, True], 999, 'North', (2, 11))
Element 2: (1, (2, 11), ['F', '', '.', '%'], [(9, 12), (12, 4), (17, 4)], [False, False, False, True], 96, False, [False, False, True, False], 2028, 'West', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '.', ''], [(10, 12), (13, 4), (18, 4)], [True, False, False, False], 94, False, [False, True, True, False], 3057, 'North', (1, 12))
Element 4: (1, (1, 12), ['%', '', '.', '.'], [(11, 12), (14, 4), (18, 5)], [True, False, False, False], 92, False, [False, False, True, True], 3096, 'East', (2, 12))
Element 5: (1, (2, 12), ['', '', '%', '.'], [(12, 12), (15, 4), (17, 5)], [False, False, True, False], 90, False, [False, False, False, True], 3135, 'East', (3, 12))
Element 6: (1, (3, 12), ['', '%', '.', '.'], [(13, 12), (15, 5), (17, 6)], [False, True, False, False], 88, False, [False, False, True, True], 3174, 'East', (4, 12))
Element 7: (1, (4, 12), ['', '.', '.', '.'], [(13, 13), (16, 5), (17, 7)], [False, False, False, False], 86, False, [False, True, True, True], 3213, 'East', (5, 12))
Element 8: (1, (5, 12), ['', '.', '.', '.'], [(14, 13), (16, 6), (18, 7)], [False, False, False, False], 84, False, [False, True, True, True], 3252, 'East', (6, 12))
Element 9: (1, (6, 12), ['', '.', '.', ''], [(15, 13), (15, 6), (17, 7)], [False, False, False, False], 82, False, [False, True, True, False], 3281, 'North', (6, 13))
Element 10: (1, (6, 13), ['.', '', '%', '.'], [(16, 13), (15, 7), (17, 6)], [False, False, True, False], 80, False, [True, False, False, True], 3310, 'East', (7, 13))
Element 11: (1, (7, 13), ['', '', '%', '%'], [(17, 13), (15, 8), (16, 6)], [False, False, True, True], 78, False, [False, False, False, False], 3339, 'South', (7, 12))
Element 12: (1, (7, 12), ['', '%', '', ''], [(18, 13), (14, 8), (16, 5)], [False, True, False, False], 76, False, [False, False, False, False], 3358, 'East', (8, 12))
Element 13: (1, (8, 12), ['', '%', '%', ''], [(18, 12), (14, 7), (15, 5)], [False, True, True, False], 74, False, [False, False, False, False], 3377, 'East', (9, 12))
Element 14: (1, (9, 12), ['', '%', '.', ''], [(18, 11), (14, 8), (14, 5)], [False, True, False, False], 72, False, [False, False, True, False], 3396, 'North', (9, 13))
Element 15: (1, (9, 13), ['%', '', '%', '.'], [(18, 10), (13, 8), (13, 5)], [True, False, True, False], 70, False, [False, False, False, True], 3435, 'East', (10, 13))
Element 16: (1, (10, 13), ['', '', '%', '%'], [(17, 10), (14, 8), (13, 6)], [False, False, True, True], 68, False, [False, False, False, False], 3464, 'South', (10, 12))
Element 17: (1, (10, 12), ['', '%', '', ''], [(17, 11), (15, 8), (12, 6)], [False, True, False, False], 66, False, [False, False, False, False], 3483, 'East', (11, 12))
Element 18: (1, (11, 12), ['', '%', '%', ''], [(17, 12), (15, 7), (12, 5)], [False, True, True, False], 64, False, [False, False, False, False], 3502, 'East', (12, 12))
Element 19: (1, (12, 12), ['', '.', '.', ''], [(16, 12), (14, 7), (12, 4)], [False, False, False, False], 62, False, [False, True, True, False], 3511, 'North', (12, 13))
Element 20: (1, (12, 13), ['%', '', '%', ''], [(16, 11), (15, 7), (13, 4)], [True, False, True, False], 60, False, [False, False, False, False], 3530, 'East', (13, 13))
Element 21: (1, (13, 13), ['', '', '%', ''], [(16, 10), (15, 6), (13, 3)], [False, False, True, False], 58, False, [False, False, False, False], 3549, 'East', (14, 13))
Element 22: (1, (14, 13), ['', '%', '%', ''], [(16, 9), (16, 6), (14, 3)], [False, True, True, False], 56, False, [False, False, False, False], 3568, 'East', (15, 13))
Element 23: (1, (15, 13), ['', '.', '%', ''], [(17, 9), (17, 6), (14, 2)], [False, False, True, False], 54, False, [False, True, False, False], 3587, 'South', (15, 12))
Element 24: (1, (15, 12), ['%', '%', '', ''], [(16, 9), (17, 7), (14, 1)], [True, True, False, False], 52, False, [False, False, False, False], 3606, 'East', (16, 12))
Element 25: (1, (16, 12), ['', '', '', ''], [(16, 10), (18, 7), (15, 1)], [False, False, False, False], 50, False, [False, False, False, False], 3615, 'East', (17, 12))
Element 26: (1, (17, 12), ['', '', '', ''], [(16, 11), (17, 7), (14, 1)], [False, False, False, False], 48, False, [False, False, False, False], 3614, 'East', (18, 12))
Element 27: (1, (18, 12), ['', '', '', '%'], [(16, 12), (17, 6), (13, 1)], [False, False, False, True], 46, False, [False, False, False, False], 3623, 'North', (18, 13))
Element 28: (1, (18, 13), ['', '', '%', '%'], [(15, 12), (17, 5), (13, 2)], [False, False, True, True], 44, False, [False, False, False, False], 3632, 'West', (17, 13))
Element 29: (1, (17, 13), ['', '', '%', ''], [(16, 12), (18, 5), (12, 2)], [False, False, True, False], 42, False, [False, False, False, False], 3641, 'West', (16, 13))
Element 30: (1, (16, 13), ['', '', '%', ''], [(17, 12), (18, 4), (12, 1)], [False, False, True, False], 40, False, [False, False, False, False], 3650, 'East', (17, 13))
Element 31: (1, (17, 13), ['', '', '%', ''], [(17, 11), (18, 3), (11, 1)], [False, False, True, False], 38, False, [False, False, False, False], 3669, 'East', (18, 13))
Element 32: (1, (18, 13), ['', '', '%', '%'], [(16, 11), (17, 3), (11, 2)], [False, False, True, True], 36, False, [False, False, False, False], 3688, 'South', (18, 12))
Element 33: (1, (18, 12), ['', '', '', '%'], [(17, 11), (16, 3), (11, 3)], [False, False, False, True], 34, False, [False, False, False, False], 3707, 'South', (18, 11))
Element 34: (1, (18, 11), ['', '', '', '%'], [(17, 10), (16, 4), (10, 3)], [False, False, False, True], 32, False, [False, False, False, False], 3716, 'South', (18, 10))
Element 35: (1, (18, 10), ['', '%', '', '%'], [(17, 9), (17, 4), (10, 4)], [False, True, False, True], 30, False, [False, False, False, False], 3725, 'West', (17, 10))
Element 36: (1, (17, 10), ['', '', '', ''], [(16, 9), (16, 4), (10, 5)], [False, False, False, False], 28, False, [False, False, False, False], 4724, 'North', (17, 11))
Element 37: (1, (17, 11), ['', '', '', ''], [(16, 10), (16, 3), (9, 5)], [False, False, False, False], 26, False, [False, False, False, False], 4733, 'West', (16, 11))
Element 38: (1, (16, 11), ['%', '', '', ''], [(17, 10), (17, 3), (9, 6)], [True, False, False, False], 24, False, [False, False, False, False], 4742, 'South', (16, 10))
Element 39: (1, (16, 10), ['%', '', '', ''], [(18, 10), (17, 4), (9, 7)], [True, False, False, False], 22, False, [False, False, False, False], 4751, 'South', (16, 9))
Element 40: (1, (16, 9), ['%', '%', '', ''], [(18, 11), (17, 3), (10, 7)], [True, True, False, False], 20, False, [False, False, False, False], 4760, 'East', (17, 9))
Element 41: (1, (17, 9), ['', '%', '', '%'], [(17, 11), (18, 3), (10, 8)], [False, True, False, True], 18, False, [False, False, False, False], 4769, 'West', (16, 9))
Element 42: (1, (16, 9), ['%', '%', '', ''], [(18, 11), (18, 4), (9, 8)], [True, True, False, False], 16, False, [False, False, False, False], 4778, 'North', (16, 10))
Element 43: (1, (16, 10), ['%', '', '', ''], [(18, 12), (17, 4), (8, 8)], [True, False, False, False], 14, False, [False, False, False, False], 4787, 'North', (16, 11))
Element 44: (1, (16, 11), ['%', '', '', ''], [(17, 12), (18, 4), (8, 9)], [True, False, False, False], 12, False, [False, False, False, False], 4796, 'East', (17, 11))
Element 45: (1, (17, 11), ['', '', '', ''], [(18, 12), (18, 5), (7, 9)], [False, False, False, False], 10, False, [False, False, False, False], 4805, 'South', (17, 10))
Element 46: (1, (17, 10), ['', '', '', ''], [(18, 13), (17, 5), (7, 8)], [False, False, False, False], 8, False, [False, False, False, False], 4814, 'South', (17, 9))
Element 47: (1, (17, 9), ['', '%', '', '%'], [(17, 13), (17, 4), (6, 8)], [False, True, False, True], 6, False, [False, False, False, False], 4823, 'North', (17, 10))
Element 48: (1, (17, 10), ['', '', '', ''], [(17, 12), (17, 5), (6, 9)], [False, False, False, False], 4, False, [False, False, False, False], 4832, 'West', (16, 10))
Element 49: (1, (16, 10), ['%', '', '', ''], [(17, 13), (17, 6), (6, 8)], [True, False, False, False], 2, False, [False, False, False, False], 4831, 'East', (17, 10))
Element 50: (1, (17, 10), ['', '', '', ''], [(17, 13), (16, 6), (5, 8)], [False, False, False, False], 0, False, [False, False, False, False], 4840, 'Stop', (17, 10))
Element 51: #0#
