Element 1: (0, (14, 7), ['%', '%', '.', '.'], [(5, 3), (14, 4), (17, 10)], [True, True, False, False], 98, False, [False, False, True, True], 0, 'East', (15, 7))
Element 2: (0, (15, 7), ['', '.', '.', '%'], [(6, 3), (15, 4), (18, 10)], [False, False, False, True], 96, False, [False, True, True, False], 39, 'North', (15, 8))
Element 3: (0, (15, 8), ['.', '', '%', '%'], [(7, 3), (16, 4), (18, 11)], [False, False, True, True], 94, False, [True, False, False, False], 78, 'West', (14, 8))
Element 4: (0, (14, 8), ['.', '', '%', ''], [(8, 3), (17, 4), (18, 12)], [False, False, True, False], 92, False, [True, False, False, False], 1107, 'West', (13, 8))
Element 5: (0, (13, 8), ['%', '%', '%', ''], [(9, 3), (18, 4), (18, 13)], [True, True, True, False], 90, False, [False, False, False, False], 1146, 'East', (14, 8))
Element 6: (0, (14, 8), ['', '', '%', ''], [(9, 2), (18, 5), (17, 13)], [False, False, True, False], 88, False, [False, False, False, False], 2165, 'East', (15, 8))
Element 7: (0, (15, 8), ['', '', '%', '%'], [(10, 2), (17, 5), (17, 12)], [False, False, True, True], 86, False, [False, False, False, False], 2194, 'South', (15, 7))
Element 8: (0, (15, 7), ['', '.', '', '%'], [(11, 2), (17, 6), (17, 11)], [False, False, False, True], 84, False, [False, True, False, False], 2223, 'South', (15, 6))
Element 9: (0, (15, 6), ['%', '.', '', '.'], [(12, 2), (17, 7), (16, 11)], [True, False, False, False], 82, False, [False, True, False, True], 2262, 'East', (16, 6))
Element 10: (0, (16, 6), ['', '.', '%', ''], [(13, 2), (18, 7), (16, 12)], [False, False, True, False], 80, False, [False, True, False, False], 2301, 'South', (16, 5))
Element 11: (0, (16, 5), ['.', '', '', ''], [(14, 2), (17, 7), (16, 13)], [False, False, False, False], 78, False, [True, False, False, False], 2330, 'West', (15, 5))
Element 12: (0, (15, 5), ['.', '', '', ''], [(14, 3), (17, 6), (15, 13)], [False, False, False, False], 76, False, [True, False, False, False], 2359, 'West', (14, 5))
Element 13: (0, (14, 5), ['.', '', '%', ''], [(13, 3), (16, 6), (15, 12)], [False, False, True, False], 74, False, [True, False, False, False], 2388, 'West', (13, 5))
Element 14: (0, (13, 5), ['.', 'G', '.', ''], [(13, 4), (16, 5), (15, 13)], [False, False, False, False], 72, False, [True, False, True, False], 2407, 'North', (13, 6))
Element 15: (0, (13, 6), ['.', '', '%', '%'], [(12, 4), (15, 5), (14, 13)], [False, False, True, True], 70, False, [True, False, False, False], 2436, 'West', (12, 6))
Element 16: (0, (12, 6), ['.', 'G', '%', ''], [(12, 5), (15, 6), (13, 13)], [False, False, True, False], 68, False, [True, False, False, False], 2465, 'West', (11, 6))
Element 17: (0, (11, 6), ['%', '%', '%', ''], [(13, 5), (15, 7), (13, 12)], [True, True, True, False], 66, False, [False, False, False, False], 2484, 'East', (12, 6))
Element 18: (0, (12, 6), ['', '', '%', ''], [(14, 5), (15, 8), (13, 11)], [False, False, True, False], 64, False, [False, False, False, False], 2493, 'East', (13, 6))
Element 19: (0, (13, 6), ['', '', '%', '%'], [(15, 5), (14, 8), (12, 11)], [False, False, True, True], 62, False, [False, False, False, False], 2502, 'South', (13, 5))
Element 20: (0, (13, 5), ['', '', '', ''], [(16, 5), (14, 7), (12, 12)], [False, False, False, False], 60, False, [False, False, False, False], 2511, 'West', (12, 5))
Element 21: (0, (12, 5), ['%', '', '', ''], [(17, 5), (14, 8), (12, 13)], [True, False, False, False], 58, False, [False, False, False, False], 2520, 'South', (12, 4))
Element 22: (0, (12, 4), ['.', '%', '', ''], [(18, 5), (13, 8), (12, 12)], [False, True, False, False], 56, False, [True, False, False, False], 2519, 'West', (11, 4))
Element 23: (0, (11, 4), ['.', '.', '%', ''], [(18, 4), (14, 8), (11, 12)], [False, False, True, False], 54, False, [True, True, False, False], 2538, 'South', (11, 3))
Element 24: (0, (11, 3), ['.', '', '', '%'], [(18, 3), (15, 8), (10, 12)], [False, False, False, True], 52, False, [True, False, False, False], 2567, 'West', (10, 3))
Element 25: (0, (10, 3), ['', '', '.', ''], [(17, 3), (15, 7), (10, 13)], [False, False, False, False], 50, False, [False, False, True, False], 2596, 'North', (10, 4))
Element 26: (0, (10, 4), ['.', '', 'F', ''], [(16, 3), (14, 7), (9, 13)], [False, False, False, False], 48, False, [True, False, False, False], 2625, 'North', (10, 5))
Element 27: (0, (10, 5), ['.', '', '%', '%'], [(16, 4), (15, 7), (9, 12)], [False, False, True, True], 46, False, [True, False, False, False], 3634, 'West', (9, 5))
Element 28: (0, (9, 5), ['.', '.', '.', ''], [(17, 4), (15, 6), (8, 12)], [False, False, False, False], 44, False, [True, True, True, False], 4643, 'North', (9, 6))
Element 29: (0, (9, 6), ['.', '', '.', '%'], [(16, 4), (15, 5), (7, 12)], [False, False, False, True], 42, False, [True, False, True, False], 4662, 'North', (9, 7))
Element 30: (0, (9, 7), ['%', '', '.', '.'], [(15, 4), (14, 5), (7, 13)], [True, False, False, False], 40, False, [False, False, True, True], 4681, 'East', (10, 7))
Element 31: (0, (10, 7), ['', '%', '.', '%'], [(14, 4), (13, 5), (6, 13)], [False, True, False, True], 38, False, [False, False, True, False], 4700, 'North', (10, 8))
Element 32: (0, (10, 8), ['.', '', '%', '%'], [(15, 4), (13, 6), (6, 12)], [False, False, True, True], 36, False, [True, False, False, False], 4719, 'West', (9, 8))
Element 33: (0, (9, 8), ['.', '', '%', ''], [(16, 4), (12, 6), (6, 11)], [False, False, True, False], 34, False, [True, False, False, False], 4738, 'West', (8, 8))
Element 34: (0, (8, 8), ['.', '%', '.', ''], [(16, 3), (12, 5), (5, 11)], [False, True, False, False], 32, False, [True, False, True, False], 4757, 'North', (8, 9))
Element 35: (0, (8, 9), ['.', '', '%', '%'], [(17, 3), (12, 4), (5, 12)], [False, False, True, True], 30, False, [True, False, False, False], 4776, 'West', (7, 9))
Element 36: (0, (7, 9), ['.', '.', '%', ''], [(17, 4), (13, 4), (5, 13)], [False, False, True, False], 28, False, [True, True, False, False], 4795, 'South', (7, 8))
Element 37: (0, (7, 8), ['.', '%', '', ''], [(17, 3), (13, 3), (4, 13)], [False, True, False, False], 26, False, [True, False, False, False], 4814, 'West', (6, 8))
Element 38: (0, (6, 8), ['.', '%', '.', ''], [(18, 3), (14, 3), (4, 12)], [False, True, False, False], 24, False, [True, False, True, False], 4833, 'North', (6, 9))
Element 39: (0, (6, 9), ['%', '', '%', ''], [(18, 4), (14, 2), (4, 11)], [True, False, True, False], 22, False, [False, False, False, False], 4852, 'South', (6, 8))
Element 40: (0, (6, 8), ['.', '%', '', ''], [(17, 4), (14, 1), (4, 10)], [False, True, False, False], 20, False, [True, False, False, False], 4871, 'West', (5, 8))
Element 41: (0, (5, 8), ['.', '%', '%', ''], [(18, 4), (15, 1), (3, 10)], [False, True, True, False], 18, False, [True, False, False, False], 4900, 'West', (4, 8))
Element 42: (0, (4, 8), ['%', '%', '%', ''], [(18, 5), (14, 1), (2, 10)], [True, True, True, False], 16, False, [False, False, False, False], 4919, 'East', (5, 8))
Element 43: (0, (5, 8), ['', '%', '%', ''], [(17, 5), (13, 1), (2, 11)], [False, True, True, False], 14, False, [False, False, False, False], 5928, 'East', (6, 8))
Element 44: (0, (6, 8), ['', '%', '', ''], [(17, 6), (12, 1), (1, 11)], [False, True, False, False], 12, False, [False, False, False, False], 6937, 'East', (7, 8))
Element 45: (0, (7, 8), ['', '%', '', ''], [(17, 7), (11, 1), (1, 12)], [False, True, False, False], 10, False, [False, False, False, False], 6956, 'North', (7, 9))
Element 46: (0, (7, 9), ['', '', '%', ''], [(18, 7), (11, 2), (2, 12)], [False, False, True, False], 8, False, [False, False, False, False], 6965, 'West', (6, 9))
Element 47: (0, (6, 9), ['%', '', '%', ''], [(17, 7), (12, 2), (3, 12)], [True, False, True, False], 6, False, [False, False, False, False], 6974, 'East', (7, 9))
Element 48: (0, (7, 9), ['', '', '%', ''], [(17, 6), (13, 2), (3, 13)], [False, False, True, False], 4, False, [False, False, False, False], 6983, 'East', (8, 9))
Element 49: (0, (8, 9), ['', '', '%', '%'], [(16, 6), (12, 2), (3, 12)], [False, False, True, True], 2, False, [False, False, False, False], 6982, 'South', (8, 8))
Element 50: (0, (8, 8), ['', '%', '', ''], [(15, 6), (11, 2), (2, 12)], [False, True, False, False], 0, False, [False, False, False, False], 6981, 'Stop', (8, 8))
Element 51: #0#
