Element 1: (3, (17, 9), ['.', '%', '.', '%'], [(17, 5), (8, 8), (14, 4)], [False, True, False, True], 98, False, [True, False, True, False], 29, 'North', (17, 10))
Element 2: (3, (17, 10), ['.', '', '.', '.'], [(18, 5), (9, 8), (15, 4)], [False, False, False, False], 96, False, [True, False, True, True], 68, 'East', (18, 10))
Element 3: (3, (18, 10), ['', '%', '.', '%'], [(18, 4), (10, 8), (16, 4)], [False, True, False, True], 94, False, [False, False, True, False], 107, 'North', (18, 11))
Element 4: (3, (18, 11), ['.', '', '.', '%'], [(18, 3), (10, 7), (17, 4)], [False, False, False, True], 92, False, [True, False, True, False], 146, 'North', (18, 12))
Element 5: (3, (18, 12), ['.', '', '.', '%'], [(17, 3), (9, 7), (18, 4)], [False, False, False, True], 90, False, [True, False, True, False], 175, 'North', (18, 13))
Element 6: (3, (18, 13), ['.', '', '%', '%'], [(16, 3), (9, 6), (18, 5)], [False, False, True, True], 88, False, [True, False, False, False], 204, 'West', (17, 13))
Element 7: (3, (17, 13), ['.', '.', '%', ''], [(16, 4), (9, 5), (17, 5)], [False, False, True, False], 86, False, [True, True, False, False], 223, 'South', (17, 12))
Element 8: (3, (17, 12), ['.', '.', '', ''], [(17, 4), (10, 5), (17, 6)], [False, False, False, False], 84, False, [True, True, False, False], 1242, 'South', (17, 11))
Element 9: (3, (17, 11), ['.', '', '', ''], [(16, 4), (10, 4), (17, 7)], [False, False, False, False], 82, False, [True, False, False, False], 1271, 'West', (16, 11))
Element 10: (3, (16, 11), ['%', '.', '.', ''], [(15, 4), (11, 4), (18, 7)], [True, False, False, False], 80, False, [False, True, True, False], 1300, 'North', (16, 12))
Element 11: (3, (16, 12), ['.', '', '.', ''], [(15, 5), (12, 4), (17, 7)], [False, False, False, False], 78, False, [True, False, True, False], 1329, 'North', (16, 13))
Element 12: (3, (16, 13), ['.', '', '%', ''], [(15, 6), (12, 5), (17, 6)], [False, False, True, False], 76, False, [True, False, False, False], 1358, 'West', (15, 13))
Element 13: (3, (15, 13), ['.', '.', '%', ''], [(16, 6), (13, 5), (17, 5)], [False, False, True, False], 74, False, [True, True, False, False], 1387, 'South', (15, 12))
Element 14: (3, (15, 12), ['%', '%', '', ''], [(17, 6), (14, 5), (16, 5)], [True, True, False, False], 72, False, [False, False, False, False], 1406, 'North', (15, 13))
Element 15: (3, (15, 13), ['.', '', '%', ''], [(17, 7), (15, 5), (16, 6)], [False, False, True, False], 70, False, [True, False, False, False], 1405, 'West', (14, 13))
Element 16: (3, (14, 13), ['.', '%', '%', ''], [(18, 7), (16, 5), (15, 6)], [False, True, True, False], 68, False, [True, False, False, False], 1414, 'West', (13, 13))
Element 17: (3, (13, 13), ['.', '.', '%', ''], [(17, 7), (17, 5), (15, 7)], [False, False, True, False], 66, False, [True, True, False, False], 1433, 'South', (13, 12))
Element 18: (3, (13, 12), ['.', '.', '', '%'], [(17, 6), (18, 5), (15, 8)], [False, False, False, True], 64, False, [True, True, False, False], 1452, 'South', (13, 11))
Element 19: (3, (13, 11), ['.', '%', '', '%'], [(16, 6), (18, 4), (14, 8)], [False, True, False, True], 62, False, [True, False, False, False], 1471, 'West', (12, 11))
Element 20: (3, (12, 11), ['%', '%', '.', ''], [(15, 6), (18, 3), (14, 7)], [True, True, False, False], 60, False, [False, False, True, False], 1490, 'North', (12, 12))
Element 21: (3, (12, 12), ['.', '', '.', ''], [(15, 7), (17, 3), (14, 8)], [False, False, False, False], 58, False, [True, False, True, False], 1499, 'North', (12, 13))
Element 22: (3, (12, 13), ['%', '', '%', ''], [(15, 8), (17, 4), (13, 8)], [True, False, True, False], 56, False, [False, False, False, False], 1518, 'South', (12, 12))
Element 23: (3, (12, 12), ['.', '', '', ''], [(14, 8), (16, 4), (13, 8)], [False, False, False, False], 54, False, [True, False, False, False], 1517, 'West', (11, 12))
Element 24: (3, (11, 12), ['.', '%', '%', ''], [(14, 7), (16, 3), (14, 8)], [False, True, True, False], 52, False, [True, False, False, False], 1526, 'West', (10, 12))
Element 25: (3, (10, 12), ['.', '%', '.', ''], [(15, 7), (16, 4), (13, 8)], [False, True, False, False], 50, False, [True, False, True, False], 1535, 'North', (10, 13))
Element 26: (3, (10, 13), ['.', '', '%', '%'], [(15, 8), (15, 4), (13, 8)], [False, False, True, True], 48, False, [True, False, False, False], 1544, 'West', (9, 13))
Element 27: (3, (9, 13), ['%', '.', '%', ''], [(15, 7), (14, 4), (14, 8)], [True, False, True, False], 46, False, [False, True, False, False], 1553, 'South', (9, 12))
Element 28: (3, (9, 12), ['F', '%', '', ''], [(14, 7), (14, 3), (14, 7)], [False, True, False, False], 44, False, [False, False, False, False], 1572, 'West', (8, 12))
Element 29: (3, (8, 12), ['.', '%', '%', ''], [(15, 7), (14, 2), (14, 7)], [False, True, True, False], 42, False, [True, False, False, False], 2581, 'West', (7, 12))
Element 30: (3, (7, 12), ['.', '%', '.', ''], [(15, 6), (14, 1), (14, 8)], [False, True, False, False], 40, False, [True, False, True, False], 2600, 'North', (7, 13))
Element 31: (3, (7, 13), ['.', '', '%', '%'], [(15, 5), (15, 1), (14, 7)], [False, False, True, True], 38, False, [True, False, False, False], 2619, 'West', (6, 13))
Element 32: (3, (6, 13), ['.', '.', '%', ''], [(14, 5), (14, 1), (14, 7)], [False, False, True, False], 36, False, [True, True, False, False], 2628, 'South', (6, 12))
Element 33: (3, (6, 12), ['.', '.', '', ''], [(14, 4), (13, 1), (14, 7)], [False, False, False, False], 34, False, [True, True, False, False], 2647, 'South', (6, 11))
Element 34: (3, (6, 11), ['.', '%', '', '%'], [(14, 3), (13, 2), (14, 7)], [False, True, False, True], 32, False, [True, False, False, False], 2666, 'West', (5, 11))
Element 35: (3, (5, 11), ['.', '%', '.', ''], [(13, 3), (12, 2), (14, 7)], [False, True, False, False], 30, False, [True, False, True, False], 2695, 'North', (5, 12))
Element 36: (3, (5, 12), ['.', '', '.', ''], [(13, 4), (12, 1), (14, 7)], [False, False, False, False], 28, False, [True, False, True, False], 2714, 'North', (5, 13))
Element 37: (3, (5, 13), ['.', '', '%', ''], [(13, 5), (11, 1), (14, 7)], [False, False, True, False], 26, False, [True, False, False, False], 2733, 'West', (4, 13))
Element 38: (3, (4, 13), ['.', '.', '%', ''], [(13, 6), (11, 2), (14, 7)], [False, False, True, False], 24, False, [True, True, False, False], 2762, 'South', (4, 12))
Element 39: (3, (4, 12), ['.', '.', '', ''], [(12, 6), (11, 3), (14, 7)], [False, False, False, False], 22, False, [True, True, False, False], 2791, 'South', (4, 11))
Element 40: (3, (4, 11), ['%', '.', '', ''], [(11, 6), (10, 3), (14, 7)], [True, False, False, False], 20, False, [False, True, False, False], 2820, 'South', (4, 10))
Element 41: (3, (4, 10), ['.', '%', '', '%'], [(12, 6), (10, 2), (14, 7)], [False, True, False, True], 18, False, [True, False, False, False], 2839, 'West', (3, 10))
Element 42: (3, (3, 10), ['.', '%', '%', ''], [(12, 5), (9, 2), (14, 7)], [False, True, True, False], 16, False, [True, False, False, False], 3848, 'West', (2, 10))
Element 43: (3, (2, 10), ['.', '%', 'F', ''], [(12, 4), (9, 3), (14, 7)], [False, True, False, False], 14, False, [True, False, False, False], 3867, 'North', (2, 11))
Element 44: (3, (2, 11), ['F', '', '.', '%'], [(11, 4), (8, 3), (14, 7)], [False, False, False, True], 12, False, [False, False, True, False], 5866, 'West', (1, 11))
Element 45: (3, (1, 11), ['%', '.', '.', ''], [(11, 3), (8, 4), (14, 7)], [True, False, False, False], 10, False, [False, True, True, False], 6875, 'North', (1, 12))
Element 46: (3, (1, 12), ['%', '', '.', '.'], [(11, 2), (9, 4), (14, 7)], [True, False, False, False], 8, False, [False, False, True, True], 6894, 'East', (2, 12))
Element 47: (3, (2, 12), ['', '', '%', '.'], [(12, 2), (8, 4), (14, 7)], [False, False, True, False], 6, False, [False, False, False, True], 6903, 'East', (3, 12))
Element 48: (3, (3, 12), ['', '%', '.', ''], [(13, 2), (8, 5), (14, 7)], [False, True, False, False], 4, False, [False, False, True, False], 6922, 'North', (3, 13))
Element 49: (3, (3, 13), ['%', '', '%', ''], [(14, 2), (8, 6), (14, 7)], [True, False, True, False], 2, False, [False, False, False, False], 6941, 'South', (3, 12))
Element 50: (3, (3, 12), ['', '%', '', ''], [(14, 2), (8, 6), (14, 7)], [False, True, False, False], 0, False, [False, False, False, False], 6940, 'Stop', (3, 12))
Element 51: #0#
