Element 1: (0, (7, 12), ['.', '%', '.', 'F'], [(4, 8), (10, 4), (17, 11)], [False, True, False, False], 98, False, [True, False, True, False], 0, 'East', (8, 12))
Element 2: (0, (8, 12), ['', '%', '%', '.'], [(5, 8), (10, 5), (18, 11)], [False, True, True, False], 96, False, [False, False, False, True], 2019, 'East', (9, 12))
Element 3: (0, (9, 12), ['', '%', '.', '.'], [(6, 8), (9, 5), (18, 12)], [False, True, False, False], 94, False, [False, False, True, True], 2058, 'East', (10, 12))
Element 4: (0, (10, 12), ['', '%', '.', '.'], [(7, 8), (9, 6), (18, 13)], [False, True, False, False], 92, False, [False, False, True, True], 2097, 'East', (11, 12))
Element 5: (0, (11, 12), ['', '%', '%', '.'], [(8, 8), (9, 7), (17, 13)], [False, True, True, False], 90, False, [False, False, False, True], 2136, 'East', (12, 12))
Element 6: (0, (12, 12), ['', '.', '.', '.'], [(9, 8), (10, 7), (17, 12)], [False, False, False, False], 88, False, [False, True, True, True], 2175, 'East', (13, 12))
Element 7: (0, (13, 12), ['', '.', '.', '%'], [(10, 8), (9, 7), (16, 12)], [False, False, False, True], 86, False, [False, True, True, False], 2204, 'North', (13, 13))
Element 8: (0, (13, 13), ['.', '', '%', '.'], [(10, 7), (9, 6), (16, 13)], [False, False, True, False], 84, False, [True, False, False, True], 2223, 'East', (14, 13))
Element 9: (0, (14, 13), ['', '%', '%', 'G'], [(9, 7), (8, 6), (15, 13)], [False, True, True, False], 82, False, [False, False, False, False], 2252, 'West', (13, 13))
Element 10: (0, (13, 13), ['.', '', '%', ''], [(9, 6), (8, 5), (15, 12)], [False, False, True, False], 80, False, [True, False, False, False], 2271, 'West', (12, 13))
Element 11: (0, (12, 13), ['%', '', '%', ''], [(9, 5), (8, 4), (15, 13)], [True, False, True, False], 78, False, [False, False, False, False], 2290, 'East', (13, 13))
Element 12: (0, (13, 13), ['', '', '%', 'G'], [(9, 4), (8, 3), (14, 13)], [False, False, True, False], 76, False, [False, False, False, False], 3299, 'South', (13, 12))
Element 13: (0, (13, 12), ['', '.', 'G', '%'], [(9, 3), (8, 2), (13, 13)], [False, False, False, True], 74, False, [False, True, False, False], 3318, 'South', (13, 11))
Element 14: (0, (13, 11), ['.', '%', 'G', '%'], [(9, 2), (8, 1), (13, 12)], [False, True, False, True], 72, False, [True, False, False, False], 4337, 'West', (12, 11))
Element 15: (0, (12, 11), ['%', '%', '', 'G'], [(10, 2), (9, 1), (13, 11)], [True, True, False, False], 70, False, [False, False, False, False], 4366, 'North', (12, 12))
Element 16: (0, (12, 12), ['', 'G', '', ''], [(11, 2), (9, 2), (12, 11)], [False, False, False, False], 68, False, [False, False, False, False], 4375, 'East', (13, 12))
Element 17: (0, (13, 12), ['G', '', '', '%'], [(12, 2), (10, 2), (12, 12)], [False, False, False, True], 66, False, [False, False, False, False], 4384, 'South', (13, 11))
Element 18: (0, (13, 11), ['', '%', '', '%'], [(13, 2), (10, 3), (12, 13)], [False, True, False, True], 64, False, [False, False, False, False], 4403, 'West', (12, 11))
Element 19: (0, (12, 11), ['%', '%', 'G', ''], [(14, 2), (11, 3), (12, 12)], [True, True, False, False], 62, False, [False, False, False, False], 4422, 'East', (13, 11))
Element 20: (0, (13, 11), ['', '%', '', '%'], [(14, 3), (11, 4), (11, 12)], [False, True, False, True], 60, False, [False, False, False, False], 4441, 'West', (12, 11))
Element 21: (0, (12, 11), ['%', '%', '', ''], [(14, 4), (12, 4), (10, 12)], [True, True, False, False], 58, False, [False, False, False, False], 4460, 'North', (12, 12))
Element 22: (0, (12, 12), ['', '', '', ''], [(15, 4), (13, 4), (10, 13)], [False, False, False, False], 56, False, [False, False, False, False], 4489, 'West', (11, 12))
Element 23: (0, (11, 12), ['', '%', '%', ''], [(16, 4), (13, 5), (9, 13)], [False, True, True, False], 54, False, [False, False, False, False], 4518, 'West', (10, 12))
Element 24: (0, (10, 12), ['G', '%', '', ''], [(17, 4), (14, 5), (9, 12)], [False, True, False, False], 52, False, [False, False, False, False], 4537, 'North', (10, 13))
Element 25: (0, (10, 13), ['', '', '%', '%'], [(18, 4), (15, 5), (8, 12)], [False, False, True, True], 50, False, [False, False, False, False], 4556, 'West', (9, 13))
Element 26: (0, (9, 13), ['%', '', '%', ''], [(18, 5), (16, 5), (7, 12)], [True, False, True, False], 48, False, [False, False, False, False], 4575, 'East', (10, 13))
