Element 1: (2, (4, 13), ['.', '.', '%', '.'], [(10, 5), (5, 1), (17, 4)], [False, False, True, False], 98, False, [True, True, False, True], 1009, 'East', (5, 13))
Element 2: (2, (5, 13), ['', '.', '%', '.'], [(9, 5), (6, 1), (18, 4)], [False, False, True, False], 96, False, [False, True, False, True], 2038, 'East', (6, 13))
Element 3: (2, (6, 13), ['', '.', '%', '.'], [(9, 6), (7, 1), (18, 5)], [False, False, True, False], 94, False, [False, True, False, True], 2077, 'East', (7, 13))
Element 4: (2, (7, 13), ['', '.', '%', '%'], [(9, 7), (8, 1), (17, 5)], [False, False, True, True], 92, False, [False, True, False, False], 2116, 'South', (7, 12))
Element 5: (2, (7, 12), ['.', '%', '', 'F'], [(10, 7), (9, 1), (17, 6)], [False, True, False, False], 90, False, [True, False, False, False], 2155, 'East', (8, 12))
Element 6: (2, (8, 12), ['', '%', '%', '.'], [(10, 8), (9, 2), (17, 7)], [False, True, True, False], 88, False, [False, False, False, True], 4174, 'East', (9, 12))
Element 7: (2, (9, 12), ['', '%', '.', '.'], [(9, 8), (10, 2), (18, 7)], [False, True, False, False], 86, False, [False, False, True, True], 4213, 'East', (10, 12))
Element 8: (2, (10, 12), ['', '%', '.', '.'], [(8, 8), (11, 2), (17, 7)], [False, True, False, False], 84, False, [False, False, True, True], 4242, 'East', (11, 12))
Element 9: (2, (11, 12), ['', '%', '%', '.'], [(8, 9), (12, 2), (17, 6)], [False, True, True, False], 82, False, [False, False, False, True], 4271, 'East', (12, 12))
Element 10: (2, (12, 12), ['', '.', '.', '.'], [(7, 9), (13, 2), (16, 6)], [False, False, False, False], 80, False, [False, True, True, True], 4310, 'East', (13, 12))
Element 11: (2, (13, 12), ['', '.', '.', '%'], [(7, 8), (14, 2), (16, 5)], [False, False, False, True], 78, False, [False, True, True, False], 4349, 'North', (13, 13))
Element 12: (2, (13, 13), ['.', '', '%', '.'], [(6, 8), (14, 3), (16, 4)], [False, False, True, False], 76, False, [True, False, False, True], 4388, 'East', (14, 13))
Element 13: (2, (14, 13), ['', '%', '%', '.'], [(6, 9), (14, 4), (16, 3)], [False, True, True, False], 74, False, [False, False, False, True], 4427, 'East', (15, 13))
Element 14: (2, (15, 13), ['', '.', '%', '.'], [(6, 8), (15, 4), (17, 3)], [False, False, True, False], 72, False, [False, True, False, True], 4456, 'East', (16, 13))
Element 15: (2, (16, 13), ['', '.', '%', '.'], [(5, 8), (15, 5), (18, 3)], [False, False, True, False], 70, False, [False, True, False, True], 4495, 'East', (17, 13))
Element 16: (2, (17, 13), ['', '.', '%', '.'], [(4, 8), (15, 6), (17, 3)], [False, False, True, False], 68, False, [False, True, False, True], 4524, 'East', (18, 13))
Element 17: (2, (18, 13), ['', '.', '%', '%'], [(5, 8), (15, 7), (16, 3)], [False, False, True, True], 66, False, [False, True, False, False], 4543, 'South', (18, 12))
Element 18: (2, (18, 12), ['.', '.', '', '%'], [(6, 8), (15, 8), (16, 4)], [False, False, False, True], 64, False, [True, True, False, False], 4562, 'South', (18, 11))
Element 19: (2, (18, 11), ['.', '.', '', '%'], [(7, 8), (14, 8), (15, 4)], [False, False, False, True], 62, False, [True, True, False, False], 4581, 'South', (18, 10))
Element 20: (2, (18, 10), ['.', '%', '', '%'], [(7, 9), (14, 7), (15, 5)], [False, True, False, True], 60, False, [True, False, False, False], 4600, 'West', (17, 10))
Element 21: (2, (17, 10), ['.', '.', '.', ''], [(6, 9), (14, 8), (14, 5)], [False, False, False, False], 58, False, [True, True, True, False], 4619, 'North', (17, 11))
Element 22: (2, (17, 11), ['.', '', '.', ''], [(7, 9), (13, 8), (13, 5)], [False, False, False, False], 56, False, [True, False, True, False], 4648, 'North', (17, 12))
Element 23: (2, (17, 12), ['.', '', '', ''], [(8, 9), (14, 8), (13, 6)], [False, False, False, False], 54, False, [True, False, False, False], 4667, 'West', (16, 12))
Element 24: (2, (16, 12), ['.', '.', '', ''], [(8, 8), (15, 8), (12, 6)], [False, False, False, False], 52, False, [True, True, False, False], 4686, 'South', (16, 11))
Element 25: (2, (16, 11), ['%', '.', '', ''], [(7, 8), (15, 7), (12, 5)], [True, False, False, False], 50, False, [False, True, False, False], 4705, 'South', (16, 10))
Element 26: (2, (16, 10), ['%', '.', '', ''], [(8, 8), (14, 7), (12, 4)], [True, False, False, False], 48, False, [False, True, False, False], 4724, 'South', (16, 9))
Element 27: (2, (16, 9), ['%', '%', '', '.'], [(9, 8), (15, 7), (13, 4)], [True, True, False, False], 46, False, [False, False, False, True], 4743, 'East', (17, 9))
Element 28: (2, (17, 9), ['', '%', '', '%'], [(10, 8), (15, 6), (13, 3)], [False, True, False, True], 44, False, [False, False, False, False], 4762, 'West', (16, 9))
Element 29: (2, (16, 9), ['%', '%', '', ''], [(10, 7), (16, 6), (14, 3)], [True, True, False, False], 42, False, [False, False, False, False], 4761, 'North', (16, 10))
Element 30: (2, (16, 10), ['%', '', '', ''], [(9, 7), (17, 6), (14, 4)], [True, False, False, False], 40, False, [False, False, False, False], 4760, 'North', (16, 11))
Element 31: (2, (16, 11), ['%', '', '', ''], [(9, 8), (17, 7), (14, 3)], [True, False, False, False], 38, False, [False, False, False, False], 4759, 'North', (16, 12))
Element 32: (2, (16, 12), ['.', '', '', ''], [(9, 7), (18, 7), (14, 2)], [False, False, False, False], 36, False, [True, False, False, False], 4758, 'West', (15, 12))
Element 33: (2, (15, 12), ['%', '%', '', ''], [(9, 6), (17, 7), (14, 1)], [True, True, False, False], 34, False, [False, False, False, False], 4777, 'East', (16, 12))
Element 34: (2, (16, 12), ['', '', '', ''], [(8, 6), (17, 6), (15, 1)], [False, False, False, False], 32, False, [False, False, False, False], 4796, 'East', (17, 12))
Element 35: (2, (17, 12), ['', '', '', ''], [(8, 5), (17, 5), (14, 1)], [False, False, False, False], 30, False, [False, False, False, False], 4805, 'South', (17, 11))
Element 36: (2, (17, 11), ['', '', '', ''], [(8, 4), (18, 5), (13, 1)], [False, False, False, False], 28, False, [False, False, False, False], 4824, 'West', (16, 11))
Element 37: (2, (16, 11), ['%', '', '', ''], [(8, 3), (18, 4), (12, 1)], [True, False, False, False], 26, False, [False, False, False, False], 5833, 'East', (17, 11))
Element 38: (2, (17, 11), ['', '', '', ''], [(9, 3), (18, 3), (11, 1)], [False, False, False, False], 24, False, [False, False, False, False], 5852, 'South', (17, 10))
Element 39: (2, (17, 10), ['', '', '', ''], [(10, 3), (17, 3), (11, 2)], [False, False, False, False], 22, False, [False, False, False, False], 5861, 'South', (17, 9))
Element 40: (2, (17, 9), ['', '%', '', '%'], [(10, 2), (17, 4), (11, 3)], [False, True, False, True], 20, False, [False, False, False, False], 5870, 'North', (17, 10))
Element 41: (2, (17, 10), ['', '', '', ''], [(11, 2), (16, 4), (11, 4)], [False, False, False, False], 18, False, [False, False, False, False], 5879, 'West', (16, 10))
Element 42: (2, (16, 10), ['%', '', '', ''], [(12, 2), (16, 5), (10, 4)], [True, False, False, False], 16, False, [False, False, False, False], 5878, 'East', (17, 10))
Element 43: (2, (17, 10), ['', '', '', ''], [(13, 2), (16, 4), (9, 4)], [False, False, False, False], 14, False, [False, False, False, False], 5887, 'East', (18, 10))
Element 44: (2, (18, 10), ['', '%', '', '%'], [(14, 2), (16, 3), (9, 5)], [False, True, False, True], 12, False, [False, False, False, False], 5886, 'North', (18, 11))
Element 45: (2, (18, 11), ['', '', '', '%'], [(14, 3), (16, 4), (10, 5)], [False, False, False, True], 10, False, [False, False, False, False], 5885, 'West', (17, 11))
Element 46: (2, (17, 11), ['', '', '', ''], [(14, 4), (17, 4), (9, 5)], [False, False, False, False], 8, False, [False, False, False, False], 5884, 'East', (18, 11))
Element 47: (2, (18, 11), ['', '', '', '%'], [(15, 4), (17, 3), (9, 6)], [False, False, False, True], 6, False, [False, False, False, False], 5883, 'North', (18, 12))
Element 48: (2, (18, 12), ['', '', '', '%'], [(16, 4), (16, 3), (9, 7)], [False, False, False, True], 4, False, [False, False, False, False], 5882, 'West', (17, 12))
Element 49: (2, (17, 12), ['', '', '', ''], [(17, 4), (17, 3), (10, 7)], [False, False, False, False], 2, False, [False, False, False, False], 5881, 'East', (18, 12))
Element 50: (2, (18, 12), ['', '', '', '%'], [(17, 4), (17, 3), (10, 8)], [False, False, False, True], 0, False, [False, False, False, False], 5880, 'Stop', (18, 12))
Element 51: #0#
