Element 1: (1, (1, 13), ['%', '.', '%', '%'], [(10, 4), (3, 3), (6, 11)], [True, False, True, True], 98, False, [False, True, False, False], 9, 'South', (1, 12))
Element 2: (1, (1, 12), ['%', 'F', '', '.'], [(10, 5), (4, 3), (6, 12)], [True, False, False, False], 96, False, [False, False, False, True], 1038, 'South', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '', 'F'], [(9, 5), (5, 3), (7, 12)], [True, False, False, False], 94, False, [False, True, False, False], 2067, 'East', (2, 11))
Element 4: (1, (2, 11), ['', '.', '.', '%'], [(9, 6), (6, 3), (8, 12)], [False, False, False, True], 92, False, [False, True, True, False], 4086, 'North', (2, 12))
Element 5: (1, (2, 12), ['', '', '%', '.'], [(9, 7), (7, 3), (9, 12)], [False, False, True, False], 90, False, [False, False, False, True], 4125, 'East', (3, 12))
Element 6: (1, (3, 12), ['', '%', '.', '.'], [(10, 7), (8, 3), (10, 12)], [False, True, False, False], 88, False, [False, False, True, True], 5154, 'East', (4, 12))
Element 7: (1, (4, 12), ['', '.', '.', '.'], [(10, 8), (9, 3), (11, 12)], [False, False, False, False], 86, False, [False, True, True, True], 5193, 'East', (5, 12))
Element 8: (1, (5, 12), ['', '.', '.', ''], [(9, 8), (9, 2), (12, 12)], [False, False, False, False], 84, False, [False, True, True, False], 6222, 'North', (5, 13))
Element 9: (1, (5, 13), ['.', '', '%', '.'], [(8, 8), (10, 2), (13, 12)], [False, False, True, False], 82, False, [True, False, False, True], 6261, 'East', (6, 13))
Element 10: (1, (6, 13), ['', '', '%', '.'], [(8, 9), (11, 2), (13, 13)], [False, False, True, False], 80, False, [False, False, False, True], 6300, 'East', (7, 13))
Element 11: (1, (7, 13), ['', '', '%', '%'], [(7, 9), (12, 2), (14, 13)], [False, False, True, True], 78, False, [False, False, False, False], 6339, 'South', (7, 12))
Element 12: (1, (7, 12), ['', '%', '', ''], [(7, 8), (13, 2), (15, 13)], [False, True, False, False], 76, False, [False, False, False, False], 6368, 'East', (8, 12))
Element 13: (1, (8, 12), ['', '%', '%', ''], [(6, 8), (14, 2), (16, 13)], [False, True, True, False], 74, False, [False, False, False, False], 6397, 'East', (9, 12))
Element 14: (1, (9, 12), ['', '%', '.', ''], [(6, 9), (14, 3), (17, 13)], [False, True, False, False], 72, False, [False, False, True, False], 6426, 'North', (9, 13))
Element 15: (1, (9, 13), ['%', '', '%', '.'], [(6, 8), (14, 4), (18, 13)], [True, False, True, False], 70, False, [False, False, False, True], 6455, 'East', (10, 13))
Element 16: (1, (10, 13), ['', '', '%', '%'], [(5, 8), (15, 4), (18, 12)], [False, False, True, True], 68, False, [False, False, False, False], 6494, 'South', (10, 12))
Element 17: (1, (10, 12), ['', '%', '', ''], [(4, 8), (16, 4), (18, 11)], [False, True, False, False], 66, False, [False, False, False, False], 6523, 'East', (11, 12))
Element 18: (1, (11, 12), ['', '%', '%', ''], [(5, 8), (17, 4), (18, 10)], [False, True, True, False], 64, False, [False, False, False, False], 6542, 'East', (12, 12))
Element 19: (1, (12, 12), ['', '.', '.', ''], [(6, 8), (18, 4), (17, 10)], [False, False, False, False], 62, False, [False, True, True, False], 6561, 'North', (12, 13))
Element 20: (1, (12, 13), ['%', '', '%', ''], [(7, 8), (18, 5), (17, 11)], [True, False, True, False], 60, False, [False, False, False, False], 6590, 'East', (13, 13))
Element 21: (1, (13, 13), ['', '', '%', ''], [(7, 9), (17, 5), (17, 12)], [False, False, True, False], 58, False, [False, False, False, False], 6609, 'East', (14, 13))
Element 22: (1, (14, 13), ['', '%', '%', ''], [(6, 9), (17, 6), (16, 12)], [False, True, True, False], 56, False, [False, False, False, False], 6628, 'East', (15, 13))
Element 23: (1, (15, 13), ['', '.', '%', ''], [(7, 9), (17, 7), (16, 11)], [False, False, True, False], 54, False, [False, True, False, False], 6647, 'South', (15, 12))
Element 24: (1, (15, 12), ['%', '%', '', ''], [(8, 9), (18, 7), (16, 10)], [True, True, False, False], 52, False, [False, False, False, False], 6676, 'East', (16, 12))
Element 25: (1, (16, 12), ['', '', '', ''], [(8, 8), (17, 7), (16, 9)], [False, False, False, False], 50, False, [False, False, False, False], 6685, 'East', (17, 12))
Element 26: (1, (17, 12), ['', '', '', ''], [(7, 8), (17, 6), (17, 9)], [False, False, False, False], 48, False, [False, False, False, False], 6694, 'East', (18, 12))
Element 27: (1, (18, 12), ['', '', '', '%'], [(8, 8), (16, 6), (16, 9)], [False, False, False, True], 46, False, [False, False, False, False], 6703, 'North', (18, 13))
Element 28: (1, (18, 13), ['', '', '%', '%'], [(9, 8), (16, 5), (16, 10)], [False, False, True, True], 44, False, [False, False, False, False], 6712, 'West', (17, 13))
Element 29: (1, (17, 13), ['', '', '%', ''], [(10, 8), (15, 5), (16, 11)], [False, False, True, False], 42, False, [False, False, False, False], 6721, 'West', (16, 13))
Element 30: (1, (16, 13), ['', 'G', '%', ''], [(10, 7), (15, 6), (16, 12)], [False, False, True, False], 40, False, [False, False, False, False], 6730, 'East', (17, 13))
Element 31: (1, (17, 13), ['', '', '%', ''], [(9, 7), (15, 7), (15, 12)], [False, False, True, False], 38, False, [False, False, False, False], 6739, 'East', (18, 13))
Element 32: (1, (18, 13), ['', '', '%', '%'], [(9, 8), (15, 8), (16, 12)], [False, False, True, True], 36, False, [False, False, False, False], 6748, 'South', (18, 12))
Element 33: (1, (18, 12), ['G', '', '', '%'], [(9, 7), (14, 8), (17, 12)], [False, False, False, True], 34, False, [False, False, False, False], 6757, 'South', (18, 11))
Element 34: (1, (18, 11), ['G', '', '', '%'], [(9, 6), (14, 7), (17, 11)], [False, False, False, True], 32, False, [False, False, False, False], 6766, 'South', (18, 10))
Element 35: (1, (18, 10), ['', '%', '', '%'], [(8, 6), (14, 8), (16, 11)], [False, True, False, True], 30, False, [False, False, False, False], 6775, 'West', (17, 10))
Element 36: (1, (17, 10), ['', '', 'G', ''], [(8, 5), (13, 8), (17, 11)], [False, False, False, False], 28, False, [False, False, False, False], 6794, 'South', (17, 9))
Element 37: (1, (17, 9), ['', '%', 'G', '%'], [(8, 4), (14, 8), (17, 10)], [False, True, False, True], 26, False, [False, False, False, False], 6803, 'West', (16, 9))
Element 38: (1, (16, 9), ['%', '%', '', 'G'], [(8, 3), (15, 8), (17, 9)], [True, True, False, False], 24, False, [False, False, False, False], 6802, 'North', (16, 10))
Element 39: (1, (16, 10), ['%', '', '', 'G'], [(8, 2), (15, 7), (17, 10)], [True, False, False, False], 22, False, [False, False, False, False], 6811, 'North', (16, 11))
Element 40: (1, (16, 11), ['%', 'G', '', ''], [(8, 1), (14, 7), (16, 10)], [True, False, False, False], 20, False, [False, False, False, False], 6820, 'East', (17, 11))
Element 41: (1, (17, 11), ['', 'G', '', ''], [(9, 1), (15, 7), (17, 10)], [False, False, False, False], 18, False, [False, False, False, False], 6829, 'West', (16, 11))
Element 42: (1, (16, 11), ['%', '', '', ''], [(9, 2), (15, 6), (18, 10)], [True, False, False, False], 16, False, [False, False, False, False], 6828, 'South', (16, 10))
Element 43: (1, (16, 10), ['%', '', '', ''], [(10, 2), (15, 5), (18, 11)], [True, False, False, False], 14, False, [False, False, False, False], 6827, 'South', (16, 9))
Element 44: (1, (16, 9), ['%', '%', '', ''], [(10, 3), (14, 5), (17, 11)], [True, True, False, False], 12, False, [False, False, False, False], 6846, 'East', (17, 9))
Element 45: (1, (17, 9), ['', '%', '', '%'], [(11, 3), (13, 5), (18, 11)], [False, True, False, True], 10, False, [False, False, False, False], 6865, 'North', (17, 10))
Element 46: (1, (17, 10), ['', '', '', ''], [(11, 4), (13, 6), (18, 12)], [False, False, False, False], 8, False, [False, False, False, False], 6884, 'West', (16, 10))
Element 47: (1, (16, 10), ['%', '', '', ''], [(12, 4), (12, 6), (17, 12)], [True, False, False, False], 6, False, [False, False, False, False], 6903, 'East', (17, 10))
Element 48: (1, (17, 10), ['', '', '', ''], [(13, 4), (12, 5), (18, 12)], [False, False, False, False], 4, False, [False, False, False, False], 6922, 'East', (18, 10))
Element 49: (1, (18, 10), ['', '%', '', '%'], [(13, 3), (12, 4), (18, 13)], [False, True, False, True], 2, False, [False, False, False, False], 6931, 'North', (18, 11))
Element 50: (1, (18, 11), ['', '', '', '%'], [(13, 3), (13, 4), (17, 13)], [False, False, False, True], 0, False, [False, False, False, False], 6930, 'Stop', (18, 11))
Element 51: #0#
