Element 1: (1, (1, 13), ['%', '.', '%', '%'], [(10, 5), (4, 4), (17, 3)], [True, False, True, True], 98, False, [False, True, False, False], 999, 'South', (1, 12))
Element 2: (1, (1, 12), ['%', 'F', '', '.'], [(9, 5), (4, 5), (18, 3)], [True, False, False, False], 96, False, [False, False, False, True], 1038, 'South', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '', 'F'], [(9, 6), (5, 5), (18, 4)], [True, False, False, False], 94, False, [False, True, False, False], 2067, 'East', (2, 11))
Element 4: (1, (2, 11), ['', '.', '.', '%'], [(9, 7), (6, 5), (18, 5)], [False, False, False, True], 92, False, [False, True, True, False], 3096, 'North', (2, 12))
Element 5: (1, (2, 12), ['', '', '%', '.'], [(10, 7), (6, 6), (17, 5)], [False, False, True, False], 90, False, [False, False, False, True], 3135, 'East', (3, 12))
Element 6: (1, (3, 12), ['', '%', '.', '.'], [(10, 8), (5, 6), (17, 6)], [False, True, False, False], 88, False, [False, False, True, True], 3174, 'East', (4, 12))
Element 7: (1, (4, 12), ['', '.', '.', '.'], [(9, 8), (4, 6), (17, 7)], [False, False, False, False], 86, False, [False, True, True, True], 3213, 'East', (5, 12))
Element 8: (1, (5, 12), ['', '.', '.', '.'], [(8, 8), (3, 6), (18, 7)], [False, False, False, False], 84, False, [False, True, True, True], 3252, 'East', (6, 12))
Element 9: (1, (6, 12), ['', '.', '.', '.'], [(8, 9), (3, 7), (17, 7)], [False, False, False, False], 82, False, [False, True, True, True], 3281, 'East', (7, 12))
Element 10: (1, (7, 12), ['', '%', '.', 'F'], [(7, 9), (2, 7), (17, 6)], [False, True, False, False], 80, False, [False, False, True, False], 3310, 'East', (8, 12))
Element 11: (1, (8, 12), ['', '%', '%', '.'], [(7, 8), (2, 8), (16, 6)], [False, True, True, False], 78, False, [False, False, False, True], 5329, 'East', (9, 12))
Element 12: (1, (9, 12), ['', '%', '.', '.'], [(6, 8), (1, 8), (16, 5)], [False, True, False, False], 76, False, [False, False, True, True], 6358, 'East', (10, 12))
Element 13: (1, (10, 12), ['', '%', '.', '.'], [(6, 9), (1, 7), (16, 4)], [False, True, False, False], 74, False, [False, False, True, True], 6397, 'East', (11, 12))
Element 14: (1, (11, 12), ['', '%', '%', '.'], [(6, 8), (1, 6), (17, 4)], [False, True, True, False], 72, False, [False, False, False, True], 6426, 'East', (12, 12))
Element 15: (1, (12, 12), ['', '.', '.', '.'], [(5, 8), (2, 6), (16, 4)], [False, False, False, False], 70, False, [False, True, True, True], 6455, 'East', (13, 12))
Element 16: (1, (13, 12), ['', '.', '.', '%'], [(4, 8), (2, 5), (16, 3)], [False, False, False, True], 68, False, [False, True, True, False], 6494, 'North', (13, 13))
