Element 1: (2, (9, 12), ['F', '%', '.', '.'], [(3, 5), (10, 10), (13, 12)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (8, 12))
Element 2: (2, (8, 12), ['.', '%', '%', ''], [(4, 5), (9, 10), (13, 13)], [False, True, True, False], 96, False, [True, False, False, False], 1038, 'West', (7, 12))
Element 3: (2, (7, 12), ['.', '%', '.', ''], [(5, 5), (9, 10), (14, 13)], [False, True, False, False], 94, False, [True, False, True, False], 1067, 'North', (7, 13))
Element 4: (2, (7, 13), ['.', '', '%', '%'], [(6, 5), (10, 10), (15, 13)], [False, False, True, True], 92, False, [True, False, False, False], 1096, 'West', (6, 13))
Element 5: (2, (6, 13), ['.', '.', '%', ''], [(6, 6), (9, 10), (16, 13)], [False, False, True, False], 90, False, [True, True, False, False], 1125, 'South', (6, 12))
Element 6: (2, (6, 12), ['.', '.', '', ''], [(5, 6), (9, 10), (17, 13)], [False, False, False, False], 88, False, [True, True, False, False], 1154, 'South', (6, 11))
Element 7: (2, (6, 11), ['.', '%', '', '%'], [(4, 6), (10, 10), (18, 13)], [False, True, False, True], 86, False, [True, False, False, False], 1183, 'West', (5, 11))
Element 8: (2, (5, 11), ['.', '%', '.', ''], [(3, 6), (9, 10), (18, 12)], [False, True, False, False], 84, False, [True, False, True, False], 1212, 'North', (5, 12))
Element 9: (2, (5, 12), ['.', '', '.', ''], [(3, 7), (9, 10), (18, 11)], [False, False, False, False], 82, False, [True, False, True, False], 1241, 'North', (5, 13))
Element 10: (2, (5, 13), ['.', '', '%', ''], [(2, 7), (10, 10), (18, 10)], [False, False, True, False], 80, False, [True, False, False, False], 1270, 'West', (4, 13))
Element 11: (2, (4, 13), ['.', '.', '%', ''], [(2, 8), (9, 10), (17, 10)], [False, False, True, False], 78, False, [True, True, False, False], 2289, 'South', (4, 12))
Element 12: (2, (4, 12), ['.', '.', '', ''], [(1, 8), (9, 10), (17, 11)], [False, False, False, False], 76, False, [True, True, False, False], 3308, 'South', (4, 11))
Element 13: (2, (4, 11), ['%', '.', '', ''], [(1, 7), (10, 10), (17, 12)], [True, False, False, False], 74, False, [False, True, False, False], 3337, 'South', (4, 10))
Element 14: (2, (4, 10), ['.', '%', '', '%'], [(1, 6), (9, 10), (16, 12)], [False, True, False, True], 72, False, [True, False, False, False], 3366, 'West', (3, 10))
Element 15: (2, (3, 10), ['.', '%', '%', ''], [(2, 6), (9, 10), (16, 11)], [False, True, True, False], 70, False, [True, False, False, False], 3395, 'West', (2, 10))
Element 16: (2, (2, 10), ['.', '%', 'F', ''], [(1, 6), (10, 10), (16, 10)], [False, True, False, False], 68, False, [True, False, False, False], 3414, 'North', (2, 11))
Element 17: (2, (2, 11), ['F', '', '.', '%'], [(1, 5), (9, 10), (16, 9)], [False, False, False, True], 66, False, [False, False, True, False], 4433, 'West', (1, 11))
Element 18: (2, (1, 11), ['%', '.', '.', ''], [(1, 4), (9, 10), (17, 9)], [True, False, False, False], 64, False, [False, True, True, False], 5452, 'North', (1, 12))
Element 19: (2, (1, 12), ['%', '', '.', '.'], [(2, 4), (10, 10), (16, 9)], [True, False, False, False], 62, False, [False, False, True, True], 5471, 'East', (2, 12))
Element 20: (2, (2, 12), ['', '', '%', '.'], [(3, 4), (9, 10), (16, 10)], [False, False, True, False], 60, False, [False, False, False, True], 5490, 'East', (3, 12))
Element 21: (2, (3, 12), ['', '%', '.', ''], [(4, 4), (9, 10), (16, 11)], [False, True, False, False], 58, False, [False, False, True, False], 5509, 'North', (3, 13))
Element 22: (2, (3, 13), ['%', '', '%', ''], [(4, 3), (10, 10), (16, 12)], [True, False, True, False], 56, False, [False, False, False, False], 5528, 'South', (3, 12))
Element 23: (2, (3, 12), ['', '%', '', ''], [(5, 3), (9, 10), (15, 12)], [False, True, False, False], 54, False, [False, False, False, False], 5547, 'West', (2, 12))
Element 24: (2, (2, 12), ['', '', '%', ''], [(6, 3), (9, 10), (16, 12)], [False, False, True, False], 52, False, [False, False, False, False], 5556, 'West', (1, 12))
Element 25: (2, (1, 12), ['%', '', '.', ''], [(7, 3), (10, 10), (17, 12)], [True, False, False, False], 50, False, [False, False, True, False], 5565, 'North', (1, 13))
