Element 1: (3, (10, 4), ['.', '.', 'F', '.'], [(13, 2), (1, 11), (1, 12)], [False, False, False, False], 98, False, [True, True, False, True], 1019, 'North', (10, 5))
Element 2: (3, (10, 5), ['.', '', '%', '%'], [(14, 2), (2, 11), (2, 12)], [False, False, True, True], 96, False, [True, False, False, False], 3038, 'West', (9, 5))
Element 3: (3, (9, 5), ['.', '.', '.', ''], [(14, 3), (2, 10), (3, 12)], [False, False, False, False], 94, False, [True, True, True, False], 3077, 'North', (9, 6))
Element 4: (3, (9, 6), ['.', '', '.', '%'], [(14, 4), (3, 10), (4, 12)], [False, False, False, True], 92, False, [True, False, True, False], 3116, 'North', (9, 7))
Element 5: (3, (9, 7), ['%', '', '.', '.'], [(15, 4), (4, 10), (5, 12)], [True, False, False, False], 90, False, [False, False, True, True], 3155, 'East', (10, 7))
Element 6: (3, (10, 7), ['', '%', '.', '%'], [(16, 4), (4, 11), (6, 12)], [False, True, False, True], 88, False, [False, False, True, False], 3194, 'North', (10, 8))
Element 7: (3, (10, 8), ['.', '', '%', '%'], [(17, 4), (5, 11), (7, 12)], [False, False, True, True], 86, False, [True, False, False, False], 3233, 'West', (9, 8))
Element 8: (3, (9, 8), ['.', '', '%', ''], [(18, 4), (6, 11), (8, 12)], [False, False, True, False], 84, False, [True, False, False, False], 4262, 'West', (8, 8))
Element 9: (3, (8, 8), ['.', '%', '.', ''], [(18, 5), (6, 12), (9, 12)], [False, True, False, False], 82, False, [True, False, True, False], 4291, 'North', (8, 9))
Element 10: (3, (8, 9), ['.', '', '%', '%'], [(17, 5), (6, 13), (10, 12)], [False, False, True, True], 80, False, [True, False, False, False], 4330, 'West', (7, 9))
Element 11: (3, (7, 9), ['.', '.', '%', ''], [(17, 6), (7, 13), (11, 12)], [False, False, True, False], 78, False, [True, True, False, False], 4369, 'South', (7, 8))
Element 12: (3, (7, 8), ['.', '%', '', ''], [(17, 7), (7, 12), (12, 12)], [False, True, False, False], 76, False, [True, False, False, False], 4398, 'West', (6, 8))
