Element 1: (1, (6, 2), ['.', 'F', '.', '.'], [(6, 8), (10, 2), (17, 4)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (6, 1))
Element 2: (1, (6, 1), ['.', '%', '', '.'], [(7, 8), (9, 2), (18, 4)], [False, True, False, False], 96, False, [True, False, False, True], 2028, 'East', (7, 1))
Element 3: (1, (7, 1), ['', '%', '.', '.'], [(8, 8), (9, 3), (18, 5)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (8, 1))
Element 4: (1, (8, 1), ['', '%', '.', '.'], [(9, 8), (8, 3), (17, 5)], [False, True, False, False], 92, False, [False, False, True, True], 3096, 'East', (9, 1))
Element 5: (1, (9, 1), ['', '%', '', '%'], [(10, 8), (8, 4), (17, 6)], [False, True, False, True], 90, False, [False, False, False, False], 3135, 'North', (9, 2))
Element 6: (1, (9, 2), ['.', '', '', ''], [(10, 7), (9, 4), (17, 7)], [False, False, False, False], 88, False, [True, False, False, False], 3164, 'West', (8, 2))
Element 7: (1, (8, 2), ['.', '', '', ''], [(9, 7), (10, 4), (18, 7)], [False, False, False, False], 86, False, [True, False, False, False], 3203, 'West', (7, 2))
Element 8: (1, (7, 2), ['', '', '.', ''], [(9, 6), (10, 5), (17, 7)], [False, False, False, False], 84, False, [False, False, True, False], 4222, 'North', (7, 3))
Element 9: (1, (7, 3), ['.', '', '%', ''], [(8, 6), (9, 5), (17, 6)], [False, False, True, False], 82, False, [True, False, False, False], 4251, 'West', (6, 3))
Element 10: (1, (6, 3), ['.', '', '.', ''], [(9, 6), (8, 5), (16, 6)], [False, False, False, False], 80, False, [True, False, True, False], 4280, 'North', (6, 4))
Element 11: (1, (6, 4), ['%', '', '.', '%'], [(9, 7), (8, 6), (16, 5)], [True, False, False, True], 78, False, [False, False, True, False], 4299, 'North', (6, 5))
Element 12: (1, (6, 5), ['.', '', '.', '%'], [(10, 7), (9, 6), (16, 4)], [False, False, False, True], 76, False, [True, False, True, False], 4318, 'North', (6, 6))
Element 13: (1, (6, 6), ['.', '', '%', '%'], [(10, 8), (9, 7), (16, 3)], [False, False, True, True], 74, False, [True, False, False, False], 4337, 'West', (5, 6))
Element 14: (1, (5, 6), ['.', '.', '%', ''], [(9, 8), (10, 7), (17, 3)], [False, False, True, False], 72, False, [True, True, False, False], 4356, 'South', (5, 5))
Element 15: (1, (5, 5), ['.', '%', '', ''], [(9, 7), (10, 8), (18, 3)], [False, True, False, False], 70, False, [True, False, False, False], 4375, 'West', (4, 5))
Element 16: (1, (4, 5), ['.', '.', '.', ''], [(9, 6), (9, 8), (17, 3)], [False, False, False, False], 68, False, [True, True, True, False], 4384, 'North', (4, 6))
Element 17: (1, (4, 6), ['.', '', '%', ''], [(8, 6), (8, 8), (16, 3)], [False, False, True, False], 66, False, [True, False, False, False], 4393, 'West', (3, 6))
Element 18: (1, (3, 6), ['.', '.', '.', ''], [(8, 5), (8, 9), (16, 4)], [False, False, False, False], 64, False, [True, True, True, False], 4412, 'North', (3, 7))
Element 19: (1, (3, 7), ['.', '', '%', '%'], [(9, 5), (7, 9), (15, 4)], [False, False, True, True], 62, False, [True, False, False, False], 4441, 'West', (2, 7))
Element 20: (1, (2, 7), ['.', '.', 'F', ''], [(10, 5), (6, 9), (15, 5)], [False, False, False, False], 60, False, [True, True, False, False], 4470, 'North', (2, 8))
Element 21: (1, (2, 8), ['F', '', '%', '%'], [(10, 4), (6, 8), (15, 6)], [False, False, True, True], 58, False, [False, False, False, False], 5479, 'West', (1, 8))
Element 22: (1, (1, 8), ['%', '.', '%', ''], [(11, 4), (7, 8), (15, 7)], [True, False, True, False], 56, False, [False, True, False, False], 6498, 'South', (1, 7))
Element 23: (1, (1, 7), ['%', '.', '', ''], [(12, 4), (6, 8), (15, 8)], [True, False, False, False], 54, False, [False, True, False, False], 6527, 'South', (1, 6))
