Element 1: (2, (6, 6), ['.', '.', '%', '%'], [(18, 10), (2, 11), (12, 13)], [False, False, True, True], 98, False, [True, True, False, False], 1009, 'South', (6, 5))
Element 2: (2, (6, 5), ['.', '.', '', '%'], [(18, 11), (1, 11), (13, 13)], [False, False, False, True], 96, False, [True, True, False, False], 2038, 'South', (6, 4))
Element 3: (2, (6, 4), ['%', '.', '', '%'], [(18, 12), (1, 12), (14, 13)], [True, False, False, True], 94, False, [False, True, False, False], 2077, 'South', (6, 3))
Element 4: (2, (6, 3), ['.', '.', '', '.'], [(18, 13), (1, 13), (15, 13)], [False, False, False, False], 92, False, [True, True, False, True], 2116, 'East', (7, 3))
Element 5: (2, (7, 3), ['', '.', '%', 'F'], [(17, 13), (1, 12), (16, 13)], [False, False, True, False], 90, False, [False, True, False, False], 2145, 'East', (8, 3))
Element 6: (2, (8, 3), ['', '.', '.', '.'], [(17, 12), (1, 11), (16, 12)], [False, False, False, False], 88, False, [False, True, True, True], 3164, 'East', (9, 3))
Element 7: (2, (9, 3), ['', 'F', '.', '.'], [(17, 11), (1, 10), (16, 11)], [False, False, False, False], 86, False, [False, False, True, True], 3203, 'South', (9, 2))
Element 8: (2, (9, 2), ['.', '.', '', '.'], [(16, 11), (2, 10), (16, 10)], [False, False, False, False], 84, False, [True, True, False, True], 4222, 'East', (10, 2))
Element 9: (2, (10, 2), ['', '%', '.', '.'], [(16, 12), (3, 10), (16, 9)], [False, True, False, False], 82, False, [False, False, True, True], 4251, 'East', (11, 2))
Element 10: (2, (11, 2), ['', '.', '.', '.'], [(15, 12), (4, 10), (17, 9)], [False, False, False, False], 80, False, [False, True, True, True], 4290, 'East', (12, 2))
Element 11: (2, (12, 2), ['', '.', '%', '.'], [(15, 13), (4, 11), (17, 10)], [False, False, True, False], 78, False, [False, True, False, True], 4309, 'East', (13, 2))
Element 12: (2, (13, 2), ['', '.', '.', '.'], [(16, 13), (5, 11), (18, 10)], [False, False, False, False], 76, False, [False, True, True, True], 4328, 'East', (14, 2))
Element 13: (2, (14, 2), ['', '.', '.', '%'], [(15, 13), (6, 11), (18, 11)], [False, False, False, True], 74, False, [False, True, True, False], 4347, 'North', (14, 3))
Element 14: (2, (14, 3), ['.', '', '.', '%'], [(14, 13), (6, 12), (18, 12)], [False, False, False, True], 72, False, [True, False, True, False], 4366, 'North', (14, 4))
Element 15: (2, (14, 4), ['.', '', '.', '.'], [(13, 13), (7, 12), (18, 13)], [False, False, False, False], 70, False, [True, False, True, True], 4385, 'East', (15, 4))
Element 16: (2, (15, 4), ['', '%', '.', '.'], [(13, 12), (8, 12), (17, 13)], [False, True, False, False], 68, False, [False, False, True, True], 5404, 'East', (16, 4))
Element 17: (2, (16, 4), ['', '.', '.', '.'], [(13, 11), (9, 12), (17, 12)], [False, False, False, False], 66, False, [False, True, True, True], 5433, 'East', (17, 4))
Element 18: (2, (17, 4), ['', '.', '.', '.'], [(12, 11), (10, 12), (17, 11)], [False, False, False, False], 64, False, [False, True, True, True], 5462, 'East', (18, 4))
Element 19: (2, (18, 4), ['', '.', '.', '%'], [(12, 12), (11, 12), (17, 12)], [False, False, False, True], 62, False, [False, True, True, False], 5491, 'North', (18, 5))
Element 20: (2, (18, 5), ['.', '', '%', '%'], [(12, 13), (12, 12), (17, 13)], [False, False, True, True], 60, False, [True, False, False, False], 5500, 'West', (17, 5))
Element 21: (2, (17, 5), ['.', '', '.', ''], [(13, 13), (13, 12), (18, 13)], [False, False, False, False], 58, False, [True, False, True, False], 5509, 'North', (17, 6))
Element 22: (2, (17, 6), ['.', '', '.', '%'], [(13, 12), (13, 13), (18, 12)], [False, False, False, True], 56, False, [True, False, True, False], 5518, 'North', (17, 7))
Element 23: (2, (17, 7), ['%', '', '%', '.'], [(13, 11), (14, 13), (17, 12)], [True, False, True, False], 54, False, [False, False, False, True], 5527, 'East', (18, 7))
Element 24: (2, (18, 7), ['', '%', '%', '%'], [(13, 12), (15, 13), (18, 12)], [False, True, True, True], 52, False, [False, False, False, False], 5536, 'West', (17, 7))
Element 25: (2, (17, 7), ['%', '', '%', ''], [(12, 12), (16, 13), (18, 11)], [True, False, True, False], 50, False, [False, False, False, False], 5535, 'South', (17, 6))
Element 26: (2, (17, 6), ['.', '', '', '%'], [(13, 12), (17, 13), (17, 11)], [False, False, False, True], 48, False, [True, False, False, False], 5534, 'West', (16, 6))
Element 27: (2, (16, 6), ['.', '.', '%', ''], [(13, 13), (18, 13), (18, 11)], [False, False, True, False], 46, False, [True, True, False, False], 5543, 'South', (16, 5))
Element 28: (2, (16, 5), ['.', '', '', ''], [(12, 13), (18, 12), (18, 10)], [False, False, False, False], 44, False, [True, False, False, False], 5552, 'West', (15, 5))
Element 29: (2, (15, 5), ['.', '', '.', ''], [(13, 13), (18, 11), (17, 10)], [False, False, False, False], 42, False, [True, False, True, False], 5561, 'North', (15, 6))
Element 30: (2, (15, 6), ['%', '', '.', ''], [(14, 13), (18, 10), (17, 11)], [True, False, False, False], 40, False, [False, False, True, False], 5570, 'North', (15, 7))
Element 31: (2, (15, 7), ['.', '', '.', '%'], [(15, 13), (18, 11), (17, 10)], [False, False, False, True], 38, False, [True, False, True, False], 5579, 'North', (15, 8))
Element 32: (2, (15, 8), ['.', '', '%', '%'], [(15, 12), (18, 12), (17, 9)], [False, False, True, True], 36, False, [True, False, False, False], 5588, 'West', (14, 8))
Element 33: (2, (14, 8), ['.', '.', '%', ''], [(16, 12), (17, 12), (16, 9)], [False, False, True, False], 34, False, [True, True, False, False], 5597, 'South', (14, 7))
