Element 1: (2, (15, 1), ['.', '%', '%', '%'], [(5, 2), (7, 3), (18, 11)], [False, True, True, True], 98, False, [True, False, False, False], 19, 'West', (14, 1))
Element 2: (2, (14, 1), ['.', '%', '.', ''], [(6, 2), (8, 3), (18, 12)], [False, True, False, False], 96, False, [True, False, True, False], 1048, 'North', (14, 2))
Element 3: (2, (14, 2), ['.', '', '.', '%'], [(6, 1), (9, 3), (18, 13)], [False, False, False, True], 94, False, [True, False, True, False], 2077, 'North', (14, 3))
Element 4: (2, (14, 3), ['.', '', '.', '%'], [(7, 1), (9, 2), (17, 13)], [False, False, False, True], 92, False, [True, False, True, False], 3106, 'North', (14, 4))
Element 5: (2, (14, 4), ['.', '', '.', '.'], [(8, 1), (10, 2), (17, 12)], [False, False, False, False], 90, False, [True, False, True, True], 3145, 'East', (15, 4))
Element 6: (2, (15, 4), ['', '%', '.', '.'], [(9, 1), (11, 2), (17, 11)], [False, True, False, False], 88, False, [False, False, True, True], 3184, 'East', (16, 4))
Element 7: (2, (16, 4), ['', '.', '.', '.'], [(9, 2), (12, 2), (17, 10)], [False, False, False, False], 86, False, [False, True, True, True], 3213, 'East', (17, 4))
Element 8: (2, (17, 4), ['', '.', '.', '.'], [(8, 2), (13, 2), (18, 10)], [False, False, False, False], 84, False, [False, True, True, True], 3252, 'East', (18, 4))
Element 9: (2, (18, 4), ['', '.', '.', '%'], [(7, 2), (13, 3), (17, 10)], [False, False, False, True], 82, False, [False, True, True, False], 3281, 'North', (18, 5))
Element 10: (2, (18, 5), ['.', '', '%', '%'], [(7, 3), (13, 4), (17, 9)], [False, False, True, True], 80, False, [True, False, False, False], 3310, 'West', (17, 5))
Element 11: (2, (17, 5), ['.', '', '.', ''], [(8, 3), (13, 5), (16, 9)], [False, False, False, False], 78, False, [True, False, True, False], 3339, 'North', (17, 6))
Element 12: (2, (17, 6), ['.', '', '.', '%'], [(8, 4), (14, 5), (16, 10)], [False, False, False, True], 76, False, [True, False, True, False], 3378, 'North', (17, 7))
Element 13: (2, (17, 7), ['%', '', '%', '.'], [(9, 4), (15, 5), (16, 11)], [True, False, True, False], 74, False, [False, False, False, True], 3417, 'East', (18, 7))
Element 14: (2, (18, 7), ['', '%', '%', '%'], [(10, 4), (16, 5), (16, 12)], [False, True, True, True], 72, False, [False, False, False, False], 3456, 'West', (17, 7))
Element 15: (2, (17, 7), ['%', '', '%', ''], [(10, 5), (16, 6), (16, 13)], [True, False, True, False], 70, False, [False, False, False, False], 4475, 'South', (17, 6))
Element 16: (2, (17, 6), ['', '', '', '%'], [(9, 5), (15, 6), (15, 13)], [False, False, False, True], 68, False, [False, False, False, False], 4504, 'West', (16, 6))
Element 17: (2, (16, 6), ['', '', '%', ''], [(9, 6), (15, 7), (15, 12)], [False, False, True, False], 66, False, [False, False, False, False], 4533, 'South', (16, 5))
Element 18: (2, (16, 5), ['', '', '', ''], [(9, 7), (15, 8), (15, 13)], [False, False, False, False], 64, False, [False, False, False, False], 4552, 'West', (15, 5))
Element 19: (2, (15, 5), ['', '', '', ''], [(10, 7), (14, 8), (14, 13)], [False, False, False, False], 62, False, [False, False, False, False], 4581, 'North', (15, 6))
Element 20: (2, (15, 6), ['%', '', '', ''], [(10, 8), (14, 7), (13, 13)], [True, False, False, False], 60, False, [False, False, False, False], 4610, 'North', (15, 7))
Element 21: (2, (15, 7), ['', '', '', '%'], [(9, 8), (14, 8), (13, 12)], [False, False, False, True], 58, False, [False, False, False, False], 4629, 'North', (15, 8))
Element 22: (2, (15, 8), ['', '', '%', '%'], [(8, 8), (13, 8), (13, 11)], [False, False, True, True], 56, False, [False, False, False, False], 4658, 'West', (14, 8))
Element 23: (2, (14, 8), ['G', '', '%', ''], [(8, 9), (13, 8), (12, 11)], [False, False, True, False], 54, False, [False, False, False, False], 4677, 'South', (14, 7))
Element 24: (2, (14, 7), ['%', '%', 'G', ''], [(7, 9), (14, 8), (12, 12)], [True, True, False, False], 52, False, [False, False, False, False], 4696, 'East', (15, 7))
Element 25: (2, (15, 7), ['', '', '', '%'], [(7, 8), (13, 8), (12, 13)], [False, False, False, True], 50, False, [False, False, False, False], 4715, 'North', (15, 8))
Element 26: (2, (15, 8), ['', '', '%', '%'], [(6, 8), (13, 8), (12, 12)], [False, False, True, True], 48, False, [False, False, False, False], 4724, 'South', (15, 7))
