Element 1: (3, (16, 5), ['.', '.', '.', '%'], [(16, 1), (9, 1), (13, 7)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (16, 6))
Element 2: (3, (16, 6), ['.', '', '.', '%'], [(15, 1), (10, 1), (13, 8)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (16, 7))
Element 3: (3, (16, 7), ['.', '', '.', '.'], [(15, 2), (11, 1), (13, 9)], [False, False, False, False], 94, False, [True, False, True, True], 107, 'East', (17, 7))
Element 4: (3, (17, 7), ['', '%', '%', '.'], [(15, 3), (12, 1), (14, 9)], [False, True, True, False], 92, False, [False, False, False, True], 146, 'East', (18, 7))
Element 5: (3, (18, 7), ['', '.', '.', '%'], [(16, 3), (13, 1), (15, 9)], [False, False, False, True], 90, False, [False, True, True, False], 185, 'North', (18, 8))
Element 6: (3, (18, 8), ['%', '', '.', '%'], [(16, 4), (13, 2), (16, 9)], [True, False, False, True], 88, False, [False, False, True, False], 224, 'North', (18, 9))
Element 7: (3, (18, 9), ['%', '', '.', '%'], [(15, 4), (13, 3), (16, 8)], [True, False, False, True], 86, False, [False, False, True, False], 263, 'North', (18, 10))
Element 8: (3, (18, 10), ['%', '', '', '%'], [(15, 5), (13, 4), (16, 7)], [True, False, False, True], 84, False, [False, False, False, False], 292, 'North', (18, 11))
Element 9: (3, (18, 11), ['.', '', '%', '%'], [(15, 6), (13, 5), (15, 7)], [False, False, True, True], 82, False, [True, False, False, False], 321, 'West', (17, 11))
Element 10: (3, (17, 11), ['.', '%', '%', ''], [(16, 6), (13, 6), (15, 6)], [False, True, True, False], 80, False, [True, False, False, False], 330, 'West', (16, 11))
Element 11: (3, (16, 11), ['.', '%', '%', ''], [(16, 7), (13, 7), (16, 6)], [False, True, True, False], 78, False, [True, False, False, False], 339, 'West', (15, 11))
Element 12: (3, (15, 11), ['%', '.', '%', ''], [(17, 7), (13, 8), (16, 5)], [True, False, True, False], 76, False, [False, True, False, False], 348, 'South', (15, 10))
Element 13: (3, (15, 10), ['%', '', '', '%'], [(18, 7), (13, 9), (16, 4)], [True, False, False, True], 74, False, [False, False, False, False], 357, 'South', (15, 9))
Element 14: (3, (15, 9), ['', '%', '', ''], [(18, 6), (13, 10), (16, 3)], [False, True, False, False], 72, False, [False, False, False, False], 376, 'East', (16, 9))
