Element 1: (1, (1, 7), ['%', '.', '.', '.'], [(16, 1), (5, 9), (7, 3)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (2, 7))
Element 2: (1, (2, 7), ['', '%', '%', '.'], [(17, 1), (6, 9), (8, 3)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (3, 7))
Element 3: (1, (3, 7), ['', '.', '.', '.'], [(18, 1), (7, 9), (9, 3)], [False, False, False, False], 94, False, [False, True, True, True], 77, 'East', (4, 7))
Element 4: (1, (4, 7), ['', '.', '%', '.'], [(18, 2), (6, 9), (10, 3)], [False, False, True, False], 92, False, [False, True, False, True], 106, 'East', (5, 7))
Element 5: (1, (5, 7), ['', '.', '%', '.'], [(18, 3), (6, 10), (11, 3)], [False, False, True, False], 90, False, [False, True, False, True], 145, 'East', (6, 7))
Element 6: (1, (6, 7), ['', '.', '.', ''], [(18, 4), (6, 11), (12, 3)], [False, False, False, False], 88, False, [False, True, True, False], 184, 'North', (6, 8))
Element 7: (1, (6, 8), ['%', '', '', '%'], [(18, 5), (7, 11), (13, 3)], [True, False, False, True], 86, False, [False, False, False, False], 223, 'North', (6, 9))
Element 8: (1, (6, 9), ['', '', '', ''], [(18, 6), (8, 11), (13, 4)], [False, False, False, False], 84, False, [False, False, False, False], 252, 'East', (7, 9))
Element 9: (1, (7, 9), ['', '%', '%', '%'], [(18, 7), (9, 11), (13, 5)], [False, True, True, True], 82, False, [False, False, False, False], 281, 'West', (6, 9))
Element 10: (1, (6, 9), ['', '', '', ''], [(18, 8), (10, 11), (13, 6)], [False, False, False, False], 80, False, [False, False, False, False], 310, 'North', (6, 10))
Element 11: (1, (6, 10), ['%', '', '', '%'], [(18, 9), (11, 11), (13, 7)], [True, False, False, True], 78, False, [False, False, False, False], 339, 'North', (6, 11))
Element 12: (1, (6, 11), ['%', '', '%', ''], [(18, 10), (12, 11), (13, 8)], [True, False, True, False], 76, False, [False, False, False, False], 368, 'East', (7, 11))
