Element 1: (0, (16, 9), ['.', '.', '%', '%'], [(1, 5), (4, 3), (13, 4)], [False, False, True, True], 98, False, [True, True, False, False], 0, 'South', (16, 8))
Element 2: (0, (16, 8), ['%', '.', '', '%'], [(1, 6), (5, 3), (13, 5)], [True, False, False, True], 96, False, [False, True, False, False], 39, 'South', (16, 7))
Element 3: (0, (16, 7), ['.', '.', '', '.'], [(1, 7), (6, 3), (13, 6)], [False, False, False, False], 94, False, [True, True, False, True], 78, 'East', (17, 7))
Element 4: (0, (17, 7), ['', '%', '%', '.'], [(2, 7), (7, 3), (13, 7)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (18, 7))
Element 5: (0, (18, 7), ['', '.', '.', '%'], [(3, 7), (8, 3), (13, 8)], [False, False, False, True], 90, False, [False, True, True, False], 156, 'North', (18, 8))
Element 6: (0, (18, 8), ['%', '', '.', '%'], [(4, 7), (9, 3), (13, 9)], [True, False, False, True], 88, False, [False, False, True, False], 195, 'North', (18, 9))
Element 7: (0, (18, 9), ['%', '', '.', '%'], [(5, 7), (10, 3), (14, 9)], [True, False, False, True], 86, False, [False, False, True, False], 234, 'North', (18, 10))
Element 8: (0, (18, 10), ['%', '', '', '%'], [(6, 7), (11, 3), (15, 9)], [True, False, False, True], 84, False, [False, False, False, False], 273, 'North', (18, 11))
Element 9: (0, (18, 11), ['.', '', '%', '%'], [(6, 8), (12, 3), (15, 10)], [False, False, True, True], 82, False, [True, False, False, False], 302, 'West', (17, 11))
Element 10: (0, (17, 11), ['.', '%', '%', ''], [(6, 9), (13, 3), (15, 11)], [False, True, True, False], 80, False, [True, False, False, False], 341, 'West', (16, 11))
Element 11: (0, (16, 11), ['', '%', '%', ''], [(7, 9), (13, 2), (15, 10)], [False, True, True, False], 78, False, [False, False, False, False], 370, 'West', (15, 11))
Element 12: (0, (15, 11), ['%', '', '%', ''], [(6, 9), (13, 1), (15, 9)], [True, False, True, False], 76, False, [False, False, False, False], 379, 'South', (15, 10))
Element 13: (0, (15, 10), ['%', '', '', '%'], [(6, 10), (12, 1), (16, 9)], [True, False, False, True], 74, False, [False, False, False, False], 398, 'South', (15, 9))
Element 14: (0, (15, 9), ['', '%', '', ''], [(6, 11), (11, 1), (16, 8)], [False, True, False, False], 72, False, [False, False, False, False], 417, 'West', (14, 9))
Element 15: (0, (14, 9), ['', '%', '%', ''], [(7, 11), (10, 1), (16, 7)], [False, True, True, False], 70, False, [False, False, False, False], 436, 'West', (13, 9))
Element 16: (0, (13, 9), ['.', '', '.', ''], [(8, 11), (9, 1), (16, 6)], [False, False, False, False], 68, False, [True, False, True, False], 465, 'North', (13, 10))
Element 17: (0, (13, 10), ['%', '', '.', '%'], [(9, 11), (8, 1), (16, 5)], [True, False, False, True], 66, False, [False, False, True, False], 504, 'North', (13, 11))
Element 18: (0, (13, 11), ['.', '', '%', '%'], [(10, 11), (7, 1), (16, 4)], [False, False, True, True], 64, False, [True, False, False, False], 543, 'West', (12, 11))
Element 19: (0, (12, 11), ['G', '%', '%', ''], [(11, 11), (6, 1), (16, 3)], [False, True, True, False], 62, False, [False, False, False, False], 582, 'East', (13, 11))
Element 20: (0, (13, 11), ['G', '', '%', '%'], [(12, 11), (6, 2), (15, 3)], [False, False, True, True], 60, False, [False, False, False, False], 601, 'South', (13, 10))
Element 21: (0, (13, 10), ['%', '', 'G', '%'], [(13, 11), (6, 1), (15, 4)], [True, False, False, True], 58, False, [False, False, False, False], 610, 'South', (13, 9))
Element 22: (0, (13, 9), ['.', '', 'G', ''], [(13, 10), (7, 1), (15, 5)], [False, False, False, False], 56, False, [True, False, False, False], 619, 'West', (12, 9))
Element 23: (0, (12, 9), ['%', '%', '%', 'G'], [(13, 9), (8, 1), (15, 6)], [True, True, True, False], 54, False, [False, False, False, False], 638, 'Stop', (12, 9))
Element 24: (0, (12, 9), ['%', '%', '%', ''], [(14, 9), (9, 1), (15, 7)], [True, True, True, False], 52, False, [False, False, False, False], 647, 'Stop', (12, 9))
Element 25: (0, (12, 9), ['%', '%', '%', ''], [(15, 9), (10, 1), (15, 6)], [True, True, True, False], 50, False, [False, False, False, False], 646, 'East', (13, 9))
Element 26: (0, (13, 9), ['', '', '', ''], [(16, 9), (11, 1), (15, 5)], [False, False, False, False], 48, False, [False, False, False, False], 645, 'East', (14, 9))
Element 27: (0, (14, 9), ['', '%', '%', ''], [(16, 8), (12, 1), (15, 4)], [False, True, True, False], 46, False, [False, False, False, False], 644, 'East', (15, 9))
Element 28: (0, (15, 9), ['', '%', '', ''], [(16, 7), (13, 1), (15, 3)], [False, True, False, False], 44, False, [False, False, False, False], 643, 'North', (15, 10))
Element 29: (0, (15, 10), ['%', '', '', '%'], [(17, 7), (13, 2), (15, 2)], [True, False, False, True], 42, False, [False, False, False, False], 652, 'North', (15, 11))
Element 30: (0, (15, 11), ['%', '', '%', ''], [(18, 7), (13, 3), (15, 1)], [True, False, True, False], 40, False, [False, False, False, False], 661, 'East', (16, 11))
Element 31: (0, (16, 11), ['', '%', '%', ''], [(18, 6), (13, 4), (16, 1)], [False, True, True, False], 38, False, [False, False, False, False], 680, 'East', (17, 11))
Element 32: (0, (17, 11), ['', '%', '%', ''], [(18, 5), (13, 5), (17, 1)], [False, True, True, False], 36, False, [False, False, False, False], 699, 'East', (18, 11))
Element 33: (0, (18, 11), ['', '', '%', '%'], [(18, 4), (13, 6), (18, 1)], [False, False, True, True], 34, False, [False, False, False, False], 708, 'South', (18, 10))
Element 34: (0, (18, 10), ['%', '', '', '%'], [(18, 3), (13, 7), (18, 2)], [True, False, False, True], 32, False, [False, False, False, False], 727, 'South', (18, 9))
Element 35: (0, (18, 9), ['%', '', '', '%'], [(18, 4), (13, 8), (18, 3)], [True, False, False, True], 30, False, [False, False, False, False], 726, 'South', (18, 8))
