Element 1: (3, (16, 4), ['.', '.', '.', '%'], [(13, 9), (10, 10), (16, 11)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (16, 5))
Element 2: (3, (16, 5), ['.', '', '.', '%'], [(14, 9), (10, 11), (17, 11)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (16, 6))
Element 3: (3, (16, 6), ['.', '', '.', '%'], [(15, 9), (11, 11), (18, 11)], [False, False, False, True], 94, False, [True, False, True, False], 97, 'North', (16, 7))
Element 4: (3, (16, 7), ['.', '', '.', '.'], [(16, 9), (12, 11), (18, 10)], [False, False, False, False], 92, False, [True, False, True, True], 136, 'East', (17, 7))
Element 5: (3, (17, 7), ['', '%', '%', '.'], [(16, 8), (13, 11), (18, 9)], [False, True, True, False], 90, False, [False, False, False, True], 175, 'East', (18, 7))
Element 6: (3, (18, 7), ['', '.', 'G', '%'], [(16, 7), (13, 10), (18, 8)], [False, False, False, True], 88, False, [False, True, False, False], 204, 'South', (18, 6))
Element 7: (3, (18, 6), ['%', '.', 'G', '%'], [(15, 7), (13, 9), (18, 7)], [True, False, False, True], 86, False, [False, True, False, False], 223, 'South', (18, 5))
Element 8: (3, (18, 5), ['%', '.', 'G', '%'], [(15, 6), (13, 8), (18, 6)], [True, False, False, True], 84, False, [False, True, False, False], 252, 'South', (18, 4))
Element 9: (3, (18, 4), ['%', '.', 'G', '%'], [(15, 5), (13, 7), (18, 5)], [True, False, False, True], 82, False, [False, True, False, False], 281, 'South', (18, 3))
Element 10: (3, (18, 3), ['%', '.', 'G', '%'], [(15, 4), (13, 6), (18, 4)], [True, False, False, True], 80, False, [False, True, False, False], 310, 'South', (18, 2))
Element 11: (3, (18, 2), ['%', '', 'G', '%'], [(15, 3), (13, 5), (18, 3)], [True, False, False, True], 78, False, [False, False, False, False], 339, 'South', (18, 1))
Element 12: (3, (18, 1), ['.', '%', 'G', '%'], [(16, 3), (13, 4), (18, 2)], [False, True, False, True], 76, False, [True, False, False, False], 358, 'West', (17, 1))
Element 13: (3, (17, 1), ['.', '%', '%', 'G'], [(16, 4), (13, 3), (18, 1)], [False, True, True, False], 74, False, [True, False, False, False], 377, 'West', (16, 1))
Element 14: (3, (16, 1), ['.', '%', '%', 'G'], [(16, 5), (13, 2), (17, 1)], [False, True, True, False], 72, False, [True, False, False, False], 396, 'West', (15, 1))
Element 15: (3, (15, 1), ['%', '%', '.', 'G'], [(16, 6), (13, 1), (16, 1)], [True, True, False, False], 70, False, [False, False, True, False], 415, 'North', (15, 2))
Element 16: (3, (15, 2), ['%', 'G', '', '%'], [(16, 5), (12, 1), (15, 1)], [True, False, False, True], 68, False, [False, False, False, False], 434, 'North', (15, 3))
Element 17: (3, (15, 3), ['%', 'G', '', ''], [(16, 4), (11, 1), (15, 2)], [True, False, False, False], 66, False, [False, False, False, False], 443, 'East', (16, 3))
Element 18: (3, (16, 3), ['G', '%', '', '%'], [(15, 4), (10, 1), (15, 3)], [False, True, False, True], 64, False, [False, False, False, False], 452, 'North', (16, 4))
Element 19: (3, (16, 4), ['', 'G', '', '%'], [(15, 5), (9, 1), (16, 3)], [False, False, False, True], 62, False, [False, False, False, False], 461, 'West', (15, 4))
Element 20: (3, (15, 4), ['%', '', '', 'G'], [(15, 4), (8, 1), (16, 4)], [True, False, False, False], 60, False, [False, False, False, False], 470, 'North', (15, 5))
Element 21: (3, (15, 5), ['%', '', '', 'G'], [(15, 3), (7, 1), (16, 5)], [True, False, False, False], 58, False, [False, False, False, False], 479, 'North', (15, 6))
Element 22: (3, (15, 6), ['%', '', '', 'G'], [(15, 4), (6, 1), (16, 6)], [True, False, False, False], 56, False, [False, False, False, False], 488, 'North', (15, 7))
Element 23: (3, (15, 7), ['%', '', '%', 'G'], [(16, 4), (6, 2), (16, 7)], [True, False, True, False], 54, False, [False, False, False, False], 497, 'South', (15, 6))
Element 24: (3, (15, 6), ['%', '', '', ''], [(15, 4), (6, 3), (17, 7)], [True, False, False, False], 52, False, [False, False, False, False], 506, 'South', (15, 5))
Element 25: (3, (15, 5), ['%', '', '', ''], [(15, 3), (7, 3), (16, 7)], [True, False, False, False], 50, False, [False, False, False, False], 515, 'South', (15, 4))
Element 26: (3, (15, 4), ['%', '', '', ''], [(15, 4), (8, 3), (16, 8)], [True, False, False, False], 48, False, [False, False, False, False], 524, 'South', (15, 3))
Element 27: (3, (15, 3), ['%', '', '', ''], [(15, 5), (9, 3), (16, 9)], [True, False, False, False], 46, False, [False, False, False, False], 533, 'South', (15, 2))
Element 28: (3, (15, 2), ['%', '', '', '%'], [(15, 6), (10, 3), (15, 9)], [True, False, False, True], 44, False, [False, False, False, False], 542, 'South', (15, 1))
Element 29: (3, (15, 1), ['%', '%', '', ''], [(16, 6), (11, 3), (15, 10)], [True, True, False, False], 42, False, [False, False, False, False], 561, 'East', (16, 1))
Element 30: (3, (16, 1), ['', '%', '%', ''], [(15, 6), (12, 3), (15, 9)], [False, True, True, False], 40, False, [False, False, False, False], 570, 'East', (17, 1))
Element 31: (3, (17, 1), ['', '%', '%', ''], [(15, 7), (11, 3), (14, 9)], [False, True, True, False], 38, False, [False, False, False, False], 569, 'East', (18, 1))
Element 32: (3, (18, 1), ['', '%', '', '%'], [(16, 7), (10, 3), (13, 9)], [False, True, False, True], 36, False, [False, False, False, False], 568, 'North', (18, 2))
Element 33: (3, (18, 2), ['%', '', '', '%'], [(17, 7), (9, 3), (13, 10)], [True, False, False, True], 34, False, [False, False, False, False], 567, 'North', (18, 3))
Element 34: (3, (18, 3), ['%', '', '', '%'], [(18, 7), (8, 3), (13, 11)], [True, False, False, True], 32, False, [False, False, False, False], 566, 'North', (18, 4))
Element 35: (3, (18, 4), ['%', '', '', '%'], [(18, 8), (8, 4), (12, 11)], [True, False, False, True], 30, False, [False, False, False, False], 565, 'North', (18, 5))
Element 36: (3, (18, 5), ['%', '', '', '%'], [(18, 9), (8, 5), (11, 11)], [True, False, False, True], 28, False, [False, False, False, False], 564, 'North', (18, 6))
Element 37: (3, (18, 6), ['%', '', '', '%'], [(18, 10), (9, 5), (10, 11)], [True, False, False, True], 26, False, [False, False, False, False], 563, 'North', (18, 7))
Element 38: (3, (18, 7), ['', '', '', '%'], [(18, 11), (10, 5), (9, 11)], [False, False, False, True], 24, False, [False, False, False, False], 572, 'West', (17, 7))
Element 39: (3, (17, 7), ['', '%', '%', ''], [(17, 11), (11, 5), (9, 10)], [False, True, True, False], 22, False, [False, False, False, False], 581, 'West', (16, 7))
Element 40: (3, (16, 7), ['', '', '', ''], [(16, 11), (10, 5), (9, 9)], [False, False, False, False], 20, False, [False, False, False, False], 590, 'North', (16, 8))
Element 41: (3, (16, 8), ['%', '', '', '%'], [(15, 11), (9, 5), (10, 9)], [True, False, False, True], 18, False, [False, False, False, False], 589, 'North', (16, 9))
Element 42: (3, (16, 9), ['', '', '%', '%'], [(15, 10), (8, 5), (10, 10)], [False, False, True, True], 16, False, [False, False, False, False], 588, 'West', (15, 9))
