Element 1: (1, (6, 9), ['.', '.', '.', '.'], [(16, 11), (13, 8), (16, 3)], [False, False, False, False], 98, False, [True, True, True, True], 9, 'East', (7, 9))
Element 2: (1, (7, 9), ['', '%', '%', '%'], [(17, 11), (13, 9), (16, 4)], [False, True, True, True], 96, False, [False, False, False, False], 48, 'West', (6, 9))
Element 3: (1, (6, 9), ['.', '.', '.', ''], [(18, 11), (14, 9), (16, 5)], [False, False, False, False], 94, False, [True, True, True, False], 67, 'North', (6, 10))
Element 4: (1, (6, 10), ['%', '', '.', '%'], [(18, 10), (15, 9), (16, 6)], [True, False, False, True], 92, False, [False, False, True, False], 106, 'North', (6, 11))
Element 5: (1, (6, 11), ['%', '', '%', '.'], [(18, 9), (16, 9), (16, 7)], [True, False, True, False], 90, False, [False, False, False, True], 145, 'East', (7, 11))
Element 6: (1, (7, 11), ['', '%', '%', '.'], [(18, 8), (16, 8), (17, 7)], [False, True, True, False], 88, False, [False, False, False, True], 184, 'East', (8, 11))
Element 7: (1, (8, 11), ['', '%', '%', '.'], [(18, 9), (16, 7), (18, 7)], [False, True, True, False], 86, False, [False, False, False, True], 203, 'East', (9, 11))
Element 8: (1, (9, 11), ['', '.', '%', '.'], [(18, 10), (15, 7), (18, 6)], [False, False, True, False], 84, False, [False, True, False, True], 232, 'East', (10, 11))
Element 9: (1, (10, 11), ['', '.', '%', '.'], [(18, 11), (15, 6), (18, 5)], [False, False, True, False], 82, False, [False, True, False, True], 261, 'East', (11, 11))
Element 10: (1, (11, 11), ['', '%', '%', '.'], [(17, 11), (15, 5), (18, 4)], [False, True, True, False], 80, False, [False, False, False, True], 290, 'East', (12, 11))
Element 11: (1, (12, 11), ['', '%', '%', '.'], [(16, 11), (15, 4), (18, 3)], [False, True, True, False], 78, False, [False, False, False, True], 319, 'East', (13, 11))
Element 12: (1, (13, 11), ['', '.', '%', '%'], [(15, 11), (15, 3), (18, 2)], [False, False, True, True], 76, False, [False, True, False, False], 348, 'South', (13, 10))
Element 13: (1, (13, 10), ['%', '', '', '%'], [(15, 10), (15, 2), (18, 1)], [True, False, False, True], 74, False, [False, False, False, False], 377, 'South', (13, 9))
Element 14: (1, (13, 9), ['.', '', '', ''], [(15, 9), (15, 1), (17, 1)], [False, False, False, False], 72, False, [True, False, False, False], 396, 'West', (12, 9))
Element 15: (1, (12, 9), ['%', '%', '%', ''], [(16, 9), (16, 1), (18, 1)], [True, True, True, False], 70, False, [False, False, False, False], 415, 'East', (13, 9))
Element 16: (1, (13, 9), ['', '', '', ''], [(16, 8), (17, 1), (18, 2)], [False, False, False, False], 68, False, [False, False, False, False], 414, 'East', (14, 9))
Element 17: (1, (14, 9), ['', '%', '%', ''], [(16, 7), (18, 1), (18, 3)], [False, True, True, False], 66, False, [False, False, False, False], 413, 'East', (15, 9))
