Element 1: (0, (16, 1), ['.', '%', '%', '.'], [(1, 3), (6, 11), (16, 11)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (17, 1))
Element 2: (0, (17, 1), ['', '%', '%', ''], [(1, 4), (7, 11), (17, 11)], [False, True, True, False], 96, False, [False, False, False, False], 39, 'East', (18, 1))
Element 3: (0, (18, 1), ['', '%', '.', '%'], [(1, 5), (8, 11), (18, 11)], [False, True, False, True], 94, False, [False, False, True, False], 58, 'North', (18, 2))
Element 4: (0, (18, 2), ['%', '', '.', '%'], [(1, 6), (9, 11), (18, 10)], [True, False, False, True], 92, False, [False, False, True, False], 97, 'North', (18, 3))
Element 5: (0, (18, 3), ['%', '', '.', '%'], [(1, 7), (10, 11), (18, 9)], [True, False, False, True], 90, False, [False, False, True, False], 136, 'North', (18, 4))
Element 6: (0, (18, 4), ['%', '', '.', '%'], [(2, 7), (11, 11), (18, 8)], [True, False, False, True], 88, False, [False, False, True, False], 175, 'North', (18, 5))
Element 7: (0, (18, 5), ['%', '', '.', '%'], [(3, 7), (12, 11), (18, 7)], [True, False, False, True], 86, False, [False, False, True, False], 214, 'North', (18, 6))
Element 8: (0, (18, 6), ['%', '', '', '%'], [(4, 7), (13, 11), (17, 7)], [True, False, False, True], 84, False, [False, False, False, False], 253, 'North', (18, 7))
Element 9: (0, (18, 7), ['', '', '', '%'], [(5, 7), (13, 10), (16, 7)], [False, False, False, True], 82, False, [False, False, False, False], 282, 'North', (18, 8))
Element 10: (0, (18, 8), ['%', '', '', '%'], [(6, 7), (13, 9), (16, 8)], [True, False, False, True], 80, False, [False, False, False, False], 311, 'North', (18, 9))
Element 11: (0, (18, 9), ['%', '', '', '%'], [(6, 8), (14, 9), (16, 9)], [True, False, False, True], 78, False, [False, False, False, False], 340, 'North', (18, 10))
Element 12: (0, (18, 10), ['%', '', '', '%'], [(6, 9), (15, 9), (16, 8)], [True, False, False, True], 76, False, [False, False, False, False], 359, 'North', (18, 11))
Element 13: (0, (18, 11), ['', '', '%', '%'], [(7, 9), (15, 10), (16, 7)], [False, False, True, True], 74, False, [False, False, False, False], 378, 'West', (17, 11))
Element 14: (0, (17, 11), ['', '%', '%', ''], [(6, 9), (15, 11), (16, 6)], [False, True, True, False], 72, False, [False, False, False, False], 397, 'West', (16, 11))
Element 15: (0, (16, 11), ['', '%', '%', ''], [(6, 10), (15, 10), (16, 5)], [False, True, True, False], 70, False, [False, False, False, False], 416, 'West', (15, 11))
Element 16: (0, (15, 11), ['%', '', '%', ''], [(6, 11), (15, 9), (16, 4)], [True, False, True, False], 68, False, [False, False, False, False], 425, 'South', (15, 10))
Element 17: (0, (15, 10), ['%', '', '', '%'], [(7, 11), (16, 9), (16, 3)], [True, False, False, True], 66, False, [False, False, False, False], 434, 'South', (15, 9))
Element 18: (0, (15, 9), ['', '%', '', ''], [(8, 11), (16, 8), (15, 3)], [False, True, False, False], 64, False, [False, False, False, False], 443, 'East', (16, 9))
Element 19: (0, (16, 9), ['', '', '%', '%'], [(9, 11), (16, 7), (15, 4)], [False, False, True, True], 62, False, [False, False, False, False], 452, 'South', (16, 8))
Element 20: (0, (16, 8), ['%', '', '', '%'], [(9, 10), (15, 7), (15, 5)], [True, False, False, True], 60, False, [False, False, False, False], 481, 'South', (16, 7))
Element 21: (0, (16, 7), ['', '', '', ''], [(10, 10), (15, 6), (15, 4)], [False, False, False, False], 58, False, [False, False, False, False], 500, 'East', (17, 7))
Element 22: (0, (17, 7), ['', '%', '%', ''], [(10, 9), (16, 6), (15, 3)], [False, True, True, False], 56, False, [False, False, False, False], 509, 'West', (16, 7))
Element 23: (0, (16, 7), ['', '', '', ''], [(9, 9), (16, 5), (15, 2)], [False, False, False, False], 54, False, [False, False, False, False], 528, 'South', (16, 6))
Element 24: (0, (16, 6), ['', '', '', '%'], [(9, 8), (16, 4), (15, 1)], [False, False, False, True], 52, False, [False, False, False, False], 537, 'South', (16, 5))
Element 25: (0, (16, 5), ['', '', '', '%'], [(9, 7), (16, 3), (16, 1)], [False, False, False, True], 50, False, [False, False, False, False], 546, 'South', (16, 4))
Element 26: (0, (16, 4), ['', '', '', '%'], [(10, 7), (15, 3), (17, 1)], [False, False, False, True], 48, False, [False, False, False, False], 555, 'South', (16, 3))
Element 27: (0, (16, 3), ['', '%', '', '%'], [(11, 7), (15, 4), (18, 1)], [False, True, False, True], 46, False, [False, False, False, False], 564, 'West', (15, 3))
Element 28: (0, (15, 3), ['%', '', '', ''], [(10, 7), (15, 5), (18, 2)], [True, False, False, False], 44, False, [False, False, False, False], 563, 'North', (15, 4))
Element 29: (0, (15, 4), ['%', '', '', ''], [(10, 8), (15, 6), (18, 3)], [True, False, False, False], 42, False, [False, False, False, False], 562, 'North', (15, 5))
Element 30: (0, (15, 5), ['%', '', '', ''], [(10, 7), (15, 5), (18, 4)], [True, False, False, False], 40, False, [False, False, False, False], 561, 'North', (15, 6))
Element 31: (0, (15, 6), ['%', '', '', ''], [(9, 7), (15, 4), (18, 5)], [True, False, False, False], 38, False, [False, False, False, False], 560, 'North', (15, 7))
Element 32: (0, (15, 7), ['%', '', '%', ''], [(9, 8), (15, 3), (18, 6)], [True, False, True, False], 36, False, [False, False, False, False], 559, 'South', (15, 6))
Element 33: (0, (15, 6), ['%', '', '', ''], [(10, 8), (16, 3), (18, 5)], [True, False, False, False], 34, False, [False, False, False, False], 558, 'South', (15, 5))
Element 34: (0, (15, 5), ['%', '', '', ''], [(9, 8), (16, 4), (18, 4)], [True, False, False, False], 32, False, [False, False, False, False], 557, 'South', (15, 4))
Element 35: (0, (15, 4), ['%', '', '', ''], [(9, 9), (16, 3), (18, 3)], [True, False, False, False], 30, False, [False, False, False, False], 556, 'South', (15, 3))
Element 36: (0, (15, 3), ['%', '', '', ''], [(10, 9), (16, 4), (18, 2)], [True, False, False, False], 28, False, [False, False, False, False], 555, 'South', (15, 2))
Element 37: (0, (15, 2), ['%', '', '', '%'], [(10, 8), (16, 5), (18, 1)], [True, False, False, True], 26, False, [False, False, False, False], 554, 'South', (15, 1))
Element 38: (0, (15, 1), ['%', '%', '', ''], [(10, 9), (15, 5), (17, 1)], [True, True, False, False], 24, False, [False, False, False, False], 553, 'North', (15, 2))
Element 39: (0, (15, 2), ['%', '', '', '%'], [(10, 10), (16, 5), (16, 1)], [True, False, False, True], 22, False, [False, False, False, False], 552, 'North', (15, 3))
Element 40: (0, (15, 3), ['%', '', '', ''], [(10, 11), (16, 6), (15, 1)], [True, False, False, False], 20, False, [False, False, False, False], 551, 'East', (16, 3))
Element 41: (0, (16, 3), ['', '%', '', '%'], [(11, 11), (15, 6), (15, 2)], [False, True, False, True], 18, False, [False, False, False, False], 550, 'North', (16, 4))
Element 42: (0, (16, 4), ['', '', '', '%'], [(12, 11), (15, 5), (15, 3)], [False, False, False, True], 16, False, [False, False, False, False], 549, 'West', (15, 4))
Element 43: (0, (15, 4), ['%', '', '', ''], [(13, 11), (15, 6), (16, 3)], [True, False, False, False], 14, False, [False, False, False, False], 548, 'East', (16, 4))
Element 44: (0, (16, 4), ['', '', '', '%'], [(13, 10), (15, 7), (15, 3)], [False, False, False, True], 12, False, [False, False, False, False], 547, 'North', (16, 5))
Element 45: (0, (16, 5), ['', '', '', '%'], [(13, 9), (16, 7), (15, 4)], [False, False, False, True], 10, False, [False, False, False, False], 546, 'West', (15, 5))
Element 46: (0, (15, 5), ['%', '', '', ''], [(13, 8), (17, 7), (16, 4)], [True, False, False, False], 8, False, [False, False, False, False], 555, 'East', (16, 5))
Element 47: (0, (16, 5), ['', '', '', '%'], [(13, 7), (18, 7), (15, 4)], [False, False, False, True], 6, False, [False, False, False, False], 564, 'North', (16, 6))
Element 48: (0, (16, 6), ['', '', '', '%'], [(13, 6), (18, 8), (15, 5)], [False, False, False, True], 4, False, [False, False, False, False], 573, 'West', (15, 6))
Element 49: (0, (15, 6), ['%', '', '', ''], [(13, 5), (18, 9), (16, 5)], [True, False, False, False], 2, False, [False, False, False, False], 582, 'East', (16, 6))
Element 50: (0, (16, 6), ['', '', '', '%'], [(13, 4), (18, 10), (15, 5)], [False, False, False, True], 0, False, [False, False, False, False], 591, 'Stop', (16, 6))
Element 51: #0#
