Element 1: (1, (5, 7), ['.', '.', '%', '.'], [(1, 6), (10, 3), (16, 6)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (6, 7))
Element 2: (1, (6, 7), ['', '.', '.', ''], [(1, 7), (11, 3), (16, 7)], [False, False, False, False], 96, False, [False, True, True, False], 48, 'North', (6, 8))
Element 3: (1, (6, 8), ['%', '', '.', '%'], [(2, 7), (12, 3), (17, 7)], [True, False, False, True], 94, False, [False, False, True, False], 87, 'North', (6, 9))
Element 4: (1, (6, 9), ['.', '', '.', '.'], [(3, 7), (13, 3), (18, 7)], [False, False, False, False], 92, False, [True, False, True, True], 126, 'East', (7, 9))
Element 5: (1, (7, 9), ['', '%', '%', '%'], [(4, 7), (13, 4), (18, 8)], [False, True, True, True], 90, False, [False, False, False, False], 165, 'West', (6, 9))
Element 6: (1, (6, 9), ['.', '', '.', ''], [(4, 6), (13, 5), (18, 9)], [False, False, False, False], 88, False, [True, False, True, False], 194, 'North', (6, 10))
Element 7: (1, (6, 10), ['%', '', '.', '%'], [(5, 6), (13, 6), (18, 10)], [True, False, False, True], 86, False, [False, False, True, False], 233, 'North', (6, 11))
Element 8: (1, (6, 11), ['%', '', '%', '.'], [(6, 6), (13, 7), (18, 11)], [True, False, True, False], 84, False, [False, False, False, True], 262, 'East', (7, 11))
Element 9: (1, (7, 11), ['', '%', '%', '.'], [(6, 5), (13, 8), (17, 11)], [False, True, True, False], 82, False, [False, False, False, True], 301, 'East', (8, 11))
Element 10: (1, (8, 11), ['', '%', '%', '.'], [(6, 4), (13, 9), (16, 11)], [False, True, True, False], 80, False, [False, False, False, True], 340, 'East', (9, 11))
Element 11: (1, (9, 11), ['', '.', '%', '.'], [(6, 3), (14, 9), (15, 11)], [False, False, True, False], 78, False, [False, True, False, True], 379, 'East', (10, 11))
Element 12: (1, (10, 11), ['', '.', '%', '.'], [(7, 3), (15, 9), (15, 10)], [False, False, True, False], 76, False, [False, True, False, True], 418, 'East', (11, 11))
Element 13: (1, (11, 11), ['', '%', '%', '.'], [(8, 3), (16, 9), (15, 9)], [False, True, True, False], 74, False, [False, False, False, True], 447, 'East', (12, 11))
Element 14: (1, (12, 11), ['', '%', '%', '.'], [(9, 3), (16, 8), (16, 9)], [False, True, True, False], 72, False, [False, False, False, True], 476, 'East', (13, 11))
Element 15: (1, (13, 11), ['', '.', '%', '%'], [(10, 3), (16, 7), (16, 8)], [False, False, True, True], 70, False, [False, True, False, False], 485, 'South', (13, 10))
Element 16: (1, (13, 10), ['%', '', '', '%'], [(11, 3), (15, 7), (16, 9)], [True, False, False, True], 68, False, [False, False, False, False], 504, 'South', (13, 9))
Element 17: (1, (13, 9), ['.', '', '', ''], [(12, 3), (15, 6), (15, 9)], [False, False, False, False], 66, False, [True, False, False, False], 513, 'West', (12, 9))
Element 18: (1, (12, 9), ['%', '%', '%', ''], [(13, 3), (15, 5), (14, 9)], [True, True, True, False], 64, False, [False, False, False, False], 532, 'East', (13, 9))
Element 19: (1, (13, 9), ['', '', '', ''], [(13, 2), (16, 5), (15, 9)], [False, False, False, False], 62, False, [False, False, False, False], 551, 'East', (14, 9))
Element 20: (1, (14, 9), ['', '%', '%', ''], [(13, 1), (16, 4), (15, 10)], [False, True, True, False], 60, False, [False, False, False, False], 570, 'East', (15, 9))
Element 21: (1, (15, 9), ['', '%', '', ''], [(12, 1), (16, 3), (15, 11)], [False, True, False, False], 58, False, [False, False, False, False], 589, 'East', (16, 9))
Element 22: (1, (16, 9), ['', '', '%', '%'], [(11, 1), (15, 3), (16, 11)], [False, False, True, True], 56, False, [False, False, False, False], 608, 'South', (16, 8))
Element 23: (1, (16, 8), ['%', '', '', '%'], [(10, 1), (15, 4), (17, 11)], [True, False, False, True], 54, False, [False, False, False, False], 627, 'South', (16, 7))
Element 24: (1, (16, 7), ['', '', '', ''], [(9, 1), (15, 3), (18, 11)], [False, False, False, False], 52, False, [False, False, False, False], 636, 'East', (17, 7))
Element 25: (1, (17, 7), ['', '%', '%', ''], [(8, 1), (15, 2), (18, 10)], [False, True, True, False], 50, False, [False, False, False, False], 655, 'East', (18, 7))
Element 26: (1, (18, 7), ['', '.', '', '%'], [(7, 1), (15, 1), (18, 9)], [False, False, False, True], 48, False, [False, True, False, False], 674, 'South', (18, 6))
Element 27: (1, (18, 6), ['%', '.', '', '%'], [(6, 1), (16, 1), (18, 8)], [True, False, False, True], 46, False, [False, True, False, False], 703, 'South', (18, 5))
Element 28: (1, (18, 5), ['%', '.', '', '%'], [(6, 2), (17, 1), (18, 7)], [True, False, False, True], 44, False, [False, True, False, False], 732, 'South', (18, 4))
Element 29: (1, (18, 4), ['%', '.', '', '%'], [(6, 1), (18, 1), (18, 6)], [True, False, False, True], 42, False, [False, True, False, False], 741, 'South', (18, 3))
Element 30: (1, (18, 3), ['%', 'G', '', '%'], [(7, 1), (18, 2), (18, 5)], [True, False, False, True], 40, False, [False, False, False, False], 760, 'North', (18, 4))
Element 31: (1, (18, 4), ['%', 'G', '', '%'], [(8, 1), (18, 3), (18, 6)], [True, False, False, True], 38, False, [False, False, False, False], 759, 'North', (18, 5))
Element 32: (1, (18, 5), ['%', 'G', '', '%'], [(9, 1), (18, 4), (18, 7)], [True, False, False, True], 36, False, [False, False, False, False], 758, 'North', (18, 6))
Element 33: (1, (18, 6), ['%', 'G', '', '%'], [(10, 1), (18, 5), (17, 7)], [True, False, False, True], 34, False, [False, False, False, False], 757, 'North', (18, 7))
Element 34: (1, (18, 7), ['', 'G', '', '%'], [(11, 1), (18, 6), (16, 7)], [False, False, False, True], 32, False, [False, False, False, False], 756, 'North', (18, 8))
Element 35: (1, (18, 8), ['%', 'G', '', '%'], [(12, 1), (18, 7), (16, 8)], [True, False, False, True], 30, False, [False, False, False, False], 755, 'North', (18, 9))
Element 36: (1, (18, 9), ['%', 'G', '', '%'], [(13, 1), (18, 8), (16, 7)], [True, False, False, True], 28, False, [False, False, False, False], 754, 'North', (18, 10))
Element 37: (1, (18, 10), ['%', 'G', '', '%'], [(13, 2), (18, 9), (15, 7)], [True, False, False, True], 26, False, [False, False, False, False], 753, 'North', (18, 11))
Element 38: (1, (18, 11), ['', 'G', '%', '%'], [(13, 3), (18, 10), (15, 6)], [False, False, True, True], 24, False, [False, False, False, False], 752, 'West', (17, 11))
