Element 1: (3, (13, 11), ['.', '.', '%', '%'], [(4, 4), (5, 7), (10, 10)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (13, 10))
Element 2: (3, (13, 10), ['%', '.', '', '%'], [(5, 4), (6, 7), (10, 11)], [True, False, False, True], 96, False, [False, True, False, False], 68, 'South', (13, 9))
Element 3: (3, (13, 9), ['.', '.', '', '.'], [(6, 4), (6, 8), (11, 11)], [False, False, False, False], 94, False, [True, True, False, True], 107, 'East', (14, 9))
Element 4: (3, (14, 9), ['', '%', '%', '.'], [(6, 5), (6, 9), (12, 11)], [False, True, True, False], 92, False, [False, False, False, True], 146, 'East', (15, 9))
Element 5: (3, (15, 9), ['', '%', '.', '.'], [(6, 6), (7, 9), (13, 11)], [False, True, False, False], 90, False, [False, False, True, True], 175, 'East', (16, 9))
Element 6: (3, (16, 9), ['', '.', '%', '%'], [(5, 6), (6, 9), (13, 10)], [False, False, True, True], 88, False, [False, True, False, False], 194, 'South', (16, 8))
Element 7: (3, (16, 8), ['%', '.', '', '%'], [(5, 5), (6, 10), (13, 9)], [True, False, False, True], 86, False, [False, True, False, False], 223, 'South', (16, 7))
Element 8: (3, (16, 7), ['.', '.', '', '.'], [(4, 5), (6, 11), (13, 8)], [False, False, False, False], 84, False, [True, True, False, True], 262, 'East', (17, 7))
Element 9: (3, (17, 7), ['', '%', '%', '.'], [(4, 6), (7, 11), (13, 7)], [False, True, True, False], 82, False, [False, False, False, True], 301, 'East', (18, 7))
Element 10: (3, (18, 7), ['', '.', '.', '%'], [(3, 6), (8, 11), (13, 6)], [False, False, False, True], 80, False, [False, True, True, False], 340, 'North', (18, 8))
Element 11: (3, (18, 8), ['%', '', '.', '%'], [(3, 7), (9, 11), (13, 5)], [True, False, False, True], 78, False, [False, False, True, False], 379, 'North', (18, 9))
Element 12: (3, (18, 9), ['%', '', '.', '%'], [(3, 8), (9, 10), (13, 4)], [True, False, False, True], 76, False, [False, False, True, False], 418, 'North', (18, 10))
Element 13: (3, (18, 10), ['%', '', '', '%'], [(3, 9), (9, 9), (13, 3)], [True, False, False, True], 74, False, [False, False, False, False], 457, 'North', (18, 11))
Element 14: (3, (18, 11), ['.', '', '%', '%'], [(4, 9), (10, 9), (13, 2)], [False, False, True, True], 72, False, [True, False, False, False], 476, 'West', (17, 11))
Element 15: (3, (17, 11), ['.', '%', '%', ''], [(5, 9), (10, 10), (13, 1)], [False, True, True, False], 70, False, [True, False, False, False], 505, 'West', (16, 11))
Element 16: (3, (16, 11), ['.', '%', '%', ''], [(6, 9), (10, 11), (12, 1)], [False, True, True, False], 68, False, [True, False, False, False], 524, 'West', (15, 11))
Element 17: (3, (15, 11), ['%', '.', '%', ''], [(7, 9), (11, 11), (11, 1)], [True, False, True, False], 66, False, [False, True, False, False], 543, 'South', (15, 10))
Element 18: (3, (15, 10), ['%', '', '', '%'], [(6, 9), (12, 11), (10, 1)], [True, False, False, True], 64, False, [False, False, False, False], 562, 'North', (15, 11))
Element 19: (3, (15, 11), ['%', '', '%', ''], [(6, 10), (13, 11), (9, 1)], [True, False, True, False], 62, False, [False, False, False, False], 571, 'East', (16, 11))
Element 20: (3, (16, 11), ['', '%', '%', ''], [(6, 11), (13, 10), (8, 1)], [False, True, True, False], 60, False, [False, False, False, False], 580, 'East', (17, 11))
Element 21: (3, (17, 11), ['', '%', '%', ''], [(7, 11), (13, 9), (7, 1)], [False, True, True, False], 58, False, [False, False, False, False], 589, 'East', (18, 11))
Element 22: (3, (18, 11), ['', '', '%', '%'], [(8, 11), (12, 9), (6, 1)], [False, False, True, True], 56, False, [False, False, False, False], 608, 'South', (18, 10))
Element 23: (3, (18, 10), ['%', '', '', '%'], [(9, 11), (13, 9), (6, 2)], [True, False, False, True], 54, False, [False, False, False, False], 617, 'South', (18, 9))
Element 24: (3, (18, 9), ['%', '', '', '%'], [(10, 11), (14, 9), (6, 3)], [True, False, False, True], 52, False, [False, False, False, False], 626, 'South', (18, 8))
Element 25: (3, (18, 8), ['%', '', '', '%'], [(11, 11), (15, 9), (7, 3)], [True, False, False, True], 50, False, [False, False, False, False], 635, 'South', (18, 7))
Element 26: (3, (18, 7), ['', '.', '', '%'], [(12, 11), (16, 9), (8, 3)], [False, False, False, True], 48, False, [False, True, False, False], 644, 'South', (18, 6))
Element 27: (3, (18, 6), ['%', '.', '', '%'], [(13, 11), (16, 8), (9, 3)], [True, False, False, True], 46, False, [False, True, False, False], 663, 'South', (18, 5))
Element 28: (3, (18, 5), ['%', '.', '', '%'], [(13, 10), (16, 7), (10, 3)], [True, False, False, True], 44, False, [False, True, False, False], 682, 'South', (18, 4))
Element 29: (3, (18, 4), ['%', '.', '', '%'], [(13, 9), (16, 6), (11, 3)], [True, False, False, True], 42, False, [False, True, False, False], 711, 'South', (18, 3))
Element 30: (3, (18, 3), ['%', '.', '', '%'], [(14, 9), (16, 5), (12, 3)], [True, False, False, True], 40, False, [False, True, False, False], 740, 'South', (18, 2))
Element 31: (3, (18, 2), ['%', '', '', '%'], [(15, 9), (16, 4), (11, 3)], [True, False, False, True], 38, False, [False, False, False, False], 759, 'South', (18, 1))
Element 32: (3, (18, 1), ['.', '%', '', '%'], [(16, 9), (16, 3), (10, 3)], [False, True, False, True], 36, False, [True, False, False, False], 768, 'West', (17, 1))
Element 33: (3, (17, 1), ['.', '%', '%', ''], [(16, 8), (15, 3), (9, 3)], [False, True, True, False], 34, False, [True, False, False, False], 787, 'West', (16, 1))
