Element 1: (1, (6, 1), ['%', '%', '.', '.'], [(10, 10), (8, 3), (8, 11)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (7, 1))
Element 2: (1, (7, 1), ['', '%', '%', '.'], [(10, 11), (9, 3), (9, 11)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (8, 1))
Element 3: (1, (8, 1), ['', '%', '%', '.'], [(11, 11), (10, 3), (9, 10)], [False, True, True, False], 94, False, [False, False, False, True], 77, 'East', (9, 1))
Element 4: (1, (9, 1), ['', '%', '%', '.'], [(12, 11), (11, 3), (9, 9)], [False, True, True, False], 92, False, [False, False, False, True], 116, 'East', (10, 1))
Element 5: (1, (10, 1), ['', '%', '%', '.'], [(13, 11), (12, 3), (10, 9)], [False, True, True, False], 90, False, [False, False, False, True], 155, 'East', (11, 1))
Element 6: (1, (11, 1), ['', '%', '%', '.'], [(13, 10), (13, 3), (10, 10)], [False, True, True, False], 88, False, [False, False, False, True], 184, 'East', (12, 1))
Element 7: (1, (12, 1), ['', '%', '%', '.'], [(13, 9), (13, 4), (10, 11)], [False, True, True, False], 86, False, [False, False, False, True], 213, 'East', (13, 1))
Element 8: (1, (13, 1), ['', '%', '.', '%'], [(14, 9), (13, 5), (11, 11)], [False, True, False, True], 84, False, [False, False, True, False], 242, 'North', (13, 2))
Element 9: (1, (13, 2), ['%', '', '', '%'], [(15, 9), (13, 6), (12, 11)], [True, False, False, True], 82, False, [False, False, False, False], 271, 'North', (13, 3))
Element 10: (1, (13, 3), ['', '', '', '%'], [(16, 9), (13, 7), (13, 11)], [False, False, False, True], 80, False, [False, False, False, False], 290, 'North', (13, 4))
Element 11: (1, (13, 4), ['%', '', '', '%'], [(16, 8), (13, 8), (13, 10)], [True, False, False, True], 78, False, [False, False, False, False], 309, 'North', (13, 5))
Element 12: (1, (13, 5), ['%', '', '', '%'], [(16, 7), (13, 9), (13, 11)], [True, False, False, True], 76, False, [False, False, False, False], 318, 'North', (13, 6))
