Element 1: (3, (9, 3), ['', '%', '%', '.'], [(13, 10), (5, 9), (7, 3)], [False, True, True, False], 98, False, [False, False, False, True], 29, 'East', (10, 3))
Element 2: (3, (10, 3), ['', '%', '%', '.'], [(13, 9), (6, 9), (6, 3)], [False, True, True, False], 96, False, [False, False, False, True], 68, 'East', (11, 3))
Element 3: (3, (11, 3), ['', '%', '%', '.'], [(14, 9), (7, 9), (6, 4)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (12, 3))
Element 4: (3, (12, 3), ['', '%', '%', '.'], [(15, 9), (6, 9), (6, 5)], [False, True, True, False], 92, False, [False, False, False, True], 136, 'East', (13, 3))
Element 5: (3, (13, 3), ['', '.', '.', '%'], [(16, 9), (6, 10), (6, 6)], [False, False, False, True], 90, False, [False, True, True, False], 175, 'North', (13, 4))
Element 6: (3, (13, 4), ['%', '', '.', '%'], [(16, 8), (6, 11), (6, 7)], [True, False, False, True], 88, False, [False, False, True, False], 214, 'North', (13, 5))
Element 7: (3, (13, 5), ['%', '', '.', '%'], [(16, 7), (7, 11), (6, 8)], [True, False, False, True], 86, False, [False, False, True, False], 253, 'North', (13, 6))
Element 8: (3, (13, 6), ['%', '', '.', '%'], [(17, 7), (8, 11), (6, 9)], [True, False, False, True], 84, False, [False, False, True, False], 282, 'North', (13, 7))
Element 9: (3, (13, 7), ['%', '', '.', '%'], [(18, 7), (9, 11), (7, 9)], [True, False, False, True], 82, False, [False, False, True, False], 311, 'North', (13, 8))
Element 10: (3, (13, 8), ['%', '', '', '%'], [(18, 8), (10, 11), (6, 9)], [True, False, False, True], 80, False, [False, False, False, False], 340, 'North', (13, 9))
Element 11: (3, (13, 9), ['.', '', '', ''], [(18, 9), (11, 11), (6, 10)], [False, False, False, False], 78, False, [True, False, False, False], 359, 'West', (12, 9))
Element 12: (3, (12, 9), ['%', '%', '%', ''], [(18, 10), (12, 11), (6, 11)], [True, True, True, False], 76, False, [False, False, False, False], 388, 'East', (13, 9))
Element 13: (3, (13, 9), ['', '', '', ''], [(18, 11), (13, 11), (7, 11)], [False, False, False, False], 74, False, [False, False, False, False], 387, 'East', (14, 9))
Element 14: (3, (14, 9), ['', '%', '%', ''], [(17, 11), (13, 10), (8, 11)], [False, True, True, False], 72, False, [False, False, False, False], 396, 'East', (15, 9))
Element 15: (3, (15, 9), ['', '%', '.', ''], [(16, 11), (13, 9), (9, 11)], [False, True, False, False], 70, False, [False, False, True, False], 405, 'North', (15, 10))
Element 16: (3, (15, 10), ['%', '', 'G', '%'], [(15, 11), (14, 9), (9, 10)], [True, False, False, True], 68, False, [False, False, False, False], 434, 'South', (15, 9))
Element 17: (3, (15, 9), ['', '%', 'G', ''], [(15, 10), (13, 9), (10, 10)], [False, True, False, False], 66, False, [False, False, False, False], 443, 'East', (16, 9))
Element 18: (3, (16, 9), ['', '', '%', '%'], [(15, 11), (13, 8), (10, 9)], [False, False, True, True], 64, False, [False, False, False, False], 452, 'South', (16, 8))
Element 19: (3, (16, 8), ['%', '', '', '%'], [(16, 11), (13, 7), (9, 9)], [True, False, False, True], 62, False, [False, False, False, False], 461, 'South', (16, 7))
Element 20: (3, (16, 7), ['.', '.', '', ''], [(17, 11), (13, 6), (9, 8)], [False, False, False, False], 60, False, [True, True, False, False], 460, 'South', (16, 6))
Element 21: (3, (16, 6), ['.', '.', '', '%'], [(18, 11), (13, 5), (9, 7)], [False, False, False, True], 58, False, [True, True, False, False], 479, 'South', (16, 5))
Element 22: (3, (16, 5), ['.', '.', '', '%'], [(18, 10), (13, 4), (10, 7)], [False, False, False, True], 56, False, [True, True, False, False], 498, 'South', (16, 4))
Element 23: (3, (16, 4), ['.', '.', '', '%'], [(18, 9), (13, 3), (11, 7)], [False, False, False, True], 54, False, [True, True, False, False], 517, 'South', (16, 3))
Element 24: (3, (16, 3), ['.', '%', '', '%'], [(18, 8), (13, 2), (10, 7)], [False, True, False, True], 52, False, [True, False, False, False], 536, 'West', (15, 3))
Element 25: (3, (15, 3), ['%', '.', '.', ''], [(18, 7), (13, 1), (10, 8)], [True, False, False, False], 50, False, [False, True, True, False], 555, 'North', (15, 4))
Element 26: (3, (15, 4), ['%', '', '.', ''], [(18, 6), (12, 1), (10, 7)], [True, False, False, False], 48, False, [False, False, True, False], 584, 'North', (15, 5))
Element 27: (3, (15, 5), ['%', '', '.', ''], [(18, 5), (11, 1), (9, 7)], [True, False, False, False], 46, False, [False, False, True, False], 613, 'North', (15, 6))
Element 28: (3, (15, 6), ['%', '', '.', ''], [(18, 4), (10, 1), (9, 8)], [True, False, False, False], 44, False, [False, False, True, False], 642, 'North', (15, 7))
Element 29: (3, (15, 7), ['%', '', '%', ''], [(18, 3), (9, 1), (10, 8)], [True, False, True, False], 42, False, [False, False, False, False], 671, 'South', (15, 6))
Element 30: (3, (15, 6), ['%', '', '', ''], [(18, 2), (8, 1), (9, 8)], [True, False, False, False], 40, False, [False, False, False, False], 690, 'South', (15, 5))
Element 31: (3, (15, 5), ['%', '', '', ''], [(18, 1), (7, 1), (9, 9)], [True, False, False, False], 38, False, [False, False, False, False], 699, 'South', (15, 4))
Element 32: (3, (15, 4), ['%', '', '', ''], [(17, 1), (6, 1), (10, 9)], [True, False, False, False], 36, False, [False, False, False, False], 718, 'South', (15, 3))
Element 33: (3, (15, 3), ['%', '.', '', ''], [(16, 1), (6, 2), (10, 8)], [True, False, False, False], 34, False, [False, True, False, False], 737, 'South', (15, 2))
Element 34: (3, (15, 2), ['%', 'G', '', '%'], [(15, 1), (6, 3), (10, 9)], [True, False, False, True], 32, False, [False, False, False, False], 756, 'North', (15, 3))
Element 35: (3, (15, 3), ['%', 'G', '', ''], [(15, 2), (5, 3), (10, 10)], [True, False, False, False], 30, False, [False, False, False, False], 765, 'East', (16, 3))
Element 36: (3, (16, 3), ['G', '%', '', '%'], [(15, 3), (5, 4), (10, 11)], [False, True, False, True], 28, False, [False, False, False, False], 774, 'North', (16, 4))
Element 37: (3, (16, 4), ['', 'G', '', '%'], [(16, 3), (5, 5), (11, 11)], [False, False, False, True], 26, False, [False, False, False, False], 783, 'West', (15, 4))
Element 38: (3, (15, 4), ['%', '', '', 'G'], [(16, 4), (5, 6), (12, 11)], [True, False, False, False], 24, False, [False, False, False, False], 792, 'South', (15, 3))
Element 39: (3, (15, 3), ['%', '', '', ''], [(16, 5), (5, 7), (13, 11)], [True, False, False, False], 22, False, [False, False, False, False], 801, 'South', (15, 2))
Element 40: (3, (15, 2), ['%', '', '', '%'], [(16, 6), (4, 7), (13, 10)], [True, False, False, True], 20, False, [False, False, False, False], 810, 'North', (15, 3))
Element 41: (3, (15, 3), ['%', '', '', ''], [(15, 6), (4, 6), (13, 9)], [True, False, False, False], 18, False, [False, False, False, False], 819, 'North', (15, 4))
Element 42: (3, (15, 4), ['%', '', '', ''], [(15, 7), (4, 5), (14, 9)], [True, False, False, False], 16, False, [False, False, False, False], 828, 'North', (15, 5))
Element 43: (3, (15, 5), ['%', '', 'G', ''], [(15, 6), (4, 4), (15, 9)], [True, False, False, False], 14, False, [False, False, False, False], 837, 'South', (15, 4))
Element 44: (3, (15, 4), ['%', '', 'G', ''], [(15, 5), (4, 3), (16, 9)], [True, False, False, False], 12, False, [False, False, False, False], 846, 'North', (15, 5))
Element 45: (3, (15, 5), ['%', 'G', '', ''], [(15, 4), (4, 2), (16, 8)], [True, False, False, False], 10, False, [False, False, False, False], 855, 'North', (15, 6))
Element 46: (3, (15, 6), ['%', 'G', '', ''], [(15, 5), (3, 2), (16, 7)], [True, False, False, False], 8, False, [False, False, False, False], 1854, 'North', (15, 7))
Element 47: #1#
