Element 1: (3, (15, 1), ['%', '%', '.', '.'], [(4, 7), (1, 7), (6, 11)], [True, True, False, False], 98, False, [False, False, True, True], 29, 'East', (16, 1))
Element 2: (3, (16, 1), ['', '%', '%', '.'], [(5, 7), (2, 7), (7, 11)], [False, True, True, False], 96, False, [False, False, False, True], 68, 'East', (17, 1))
Element 3: (3, (17, 1), ['', '%', '%', ''], [(6, 7), (3, 7), (8, 11)], [False, True, True, False], 94, False, [False, False, False, False], 97, 'East', (18, 1))
Element 4: (3, (18, 1), ['', '%', '.', '%'], [(6, 8), (3, 8), (9, 11)], [False, True, False, True], 92, False, [False, False, True, False], 126, 'North', (18, 2))
Element 5: (3, (18, 2), ['%', '', '.', '%'], [(6, 9), (3, 9), (10, 11)], [True, False, False, True], 90, False, [False, False, True, False], 165, 'North', (18, 3))
Element 6: (3, (18, 3), ['%', '', '.', '%'], [(7, 9), (4, 9), (11, 11)], [True, False, False, True], 88, False, [False, False, True, False], 204, 'North', (18, 4))
Element 7: (3, (18, 4), ['%', '', '.', '%'], [(6, 9), (5, 9), (12, 11)], [True, False, False, True], 86, False, [False, False, True, False], 233, 'North', (18, 5))
Element 8: (3, (18, 5), ['%', '', '.', '%'], [(6, 8), (6, 9), (13, 11)], [True, False, False, True], 84, False, [False, False, True, False], 252, 'North', (18, 6))
Element 9: (3, (18, 6), ['%', '', '.', '%'], [(6, 7), (7, 9), (13, 10)], [True, False, False, True], 82, False, [False, False, True, False], 271, 'North', (18, 7))
Element 10: (3, (18, 7), ['.', '', '.', '%'], [(6, 8), (6, 9), (13, 9)], [False, False, False, True], 80, False, [True, False, True, False], 290, 'North', (18, 8))
Element 11: (3, (18, 8), ['%', '', '.', '%'], [(6, 7), (6, 10), (14, 9)], [True, False, False, True], 78, False, [False, False, True, False], 309, 'North', (18, 9))
Element 12: (3, (18, 9), ['%', '', '.', '%'], [(6, 8), (6, 11), (15, 9)], [True, False, False, True], 76, False, [False, False, True, False], 328, 'North', (18, 10))
Element 13: (3, (18, 10), ['%', '', '', '%'], [(6, 7), (7, 11), (16, 9)], [True, False, False, True], 74, False, [False, False, False, False], 347, 'North', (18, 11))
Element 14: (3, (18, 11), ['.', '', '%', '%'], [(6, 6), (8, 11), (16, 8)], [False, False, True, True], 72, False, [True, False, False, False], 366, 'West', (17, 11))
Element 15: (3, (17, 11), ['.', '%', '%', ''], [(6, 5), (9, 11), (16, 7)], [False, True, True, False], 70, False, [True, False, False, False], 395, 'West', (16, 11))
Element 16: (3, (16, 11), ['.', '%', '%', ''], [(6, 4), (9, 10), (17, 7)], [False, True, True, False], 68, False, [True, False, False, False], 434, 'West', (15, 11))
Element 17: (3, (15, 11), ['%', '.', '%', ''], [(6, 3), (10, 10), (18, 7)], [True, False, True, False], 66, False, [False, True, False, False], 463, 'South', (15, 10))
Element 18: (3, (15, 10), ['%', '', '', '%'], [(7, 3), (10, 9), (18, 8)], [True, False, False, True], 64, False, [False, False, False, False], 492, 'South', (15, 9))
Element 19: (3, (15, 9), ['', '%', '', ''], [(8, 3), (9, 9), (18, 9)], [False, True, False, False], 62, False, [False, False, False, False], 511, 'East', (16, 9))
Element 20: (3, (16, 9), ['', '', '%', '%'], [(9, 3), (9, 8), (18, 10)], [False, False, True, True], 60, False, [False, False, False, False], 520, 'South', (16, 8))
Element 21: (3, (16, 8), ['%', '', '', '%'], [(10, 3), (9, 7), (18, 11)], [True, False, False, True], 58, False, [False, False, False, False], 539, 'South', (16, 7))
Element 22: (3, (16, 7), ['.', '.', '', ''], [(11, 3), (10, 7), (17, 11)], [False, False, False, False], 56, False, [True, True, False, False], 558, 'South', (16, 6))
Element 23: (3, (16, 6), ['.', '.', '', '%'], [(12, 3), (11, 7), (16, 11)], [False, False, False, True], 54, False, [True, True, False, False], 587, 'South', (16, 5))
Element 24: (3, (16, 5), ['.', '.', '', '%'], [(13, 3), (10, 7), (15, 11)], [False, False, False, True], 52, False, [True, True, False, False], 606, 'South', (16, 4))
Element 25: (3, (16, 4), ['.', '.', '', '%'], [(13, 4), (10, 8), (15, 10)], [False, False, False, True], 50, False, [True, True, False, False], 625, 'South', (16, 3))
Element 26: (3, (16, 3), ['.', '%', '', '%'], [(13, 5), (10, 7), (15, 11)], [False, True, False, True], 48, False, [True, False, False, False], 644, 'West', (15, 3))
Element 27: (3, (15, 3), ['%', '.', '.', ''], [(13, 6), (9, 7), (16, 11)], [True, False, False, False], 46, False, [False, True, True, False], 663, 'North', (15, 4))
Element 28: (3, (15, 4), ['%', '', '.', ''], [(13, 7), (9, 8), (17, 11)], [True, False, False, False], 44, False, [False, False, True, False], 682, 'North', (15, 5))
Element 29: (3, (15, 5), ['%', '', '.', ''], [(13, 8), (10, 8), (18, 11)], [True, False, False, False], 42, False, [False, False, True, False], 701, 'North', (15, 6))
Element 30: (3, (15, 6), ['%', '', '.', ''], [(13, 9), (9, 8), (18, 10)], [True, False, False, False], 40, False, [False, False, True, False], 710, 'North', (15, 7))
Element 31: (3, (15, 7), ['%', '', '%', ''], [(12, 9), (9, 9), (18, 9)], [True, False, True, False], 38, False, [False, False, False, False], 729, 'South', (15, 6))
Element 32: (3, (15, 6), ['%', '', '', ''], [(13, 9), (10, 9), (18, 8)], [True, False, False, False], 36, False, [False, False, False, False], 728, 'South', (15, 5))
