Element 1: (1, (9, 3), ['.', '%', '%', '.'], [(13, 5), (12, 11), (18, 4)], [False, True, True, False], 98, False, [True, False, False, True], 9, 'East', (10, 3))
Element 2: (1, (10, 3), ['', '%', '%', '.'], [(13, 6), (13, 11), (18, 5)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (11, 3))
Element 3: (1, (11, 3), ['', '%', '%', '.'], [(13, 7), (13, 10), (18, 6)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (12, 3))
Element 4: (1, (12, 3), ['', '%', '%', '.'], [(13, 8), (13, 9), (18, 7)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (13, 3))
Element 5: (1, (13, 3), ['', '.', '', '%'], [(13, 9), (14, 9), (18, 8)], [False, False, False, True], 90, False, [False, True, False, False], 155, 'South', (13, 2))
Element 6: (1, (13, 2), ['%', '.', '', '%'], [(12, 9), (15, 9), (18, 9)], [True, False, False, True], 88, False, [False, True, False, False], 194, 'South', (13, 1))
Element 7: (1, (13, 1), ['.', '%', '', '%'], [(13, 9), (16, 9), (18, 10)], [False, True, False, True], 86, False, [True, False, False, False], 223, 'West', (12, 1))
Element 8: (1, (12, 1), ['.', '%', '%', ''], [(14, 9), (16, 8), (18, 11)], [False, True, True, False], 84, False, [True, False, False, False], 242, 'West', (11, 1))
Element 9: (1, (11, 1), ['.', '%', '%', ''], [(15, 9), (16, 7), (17, 11)], [False, True, True, False], 82, False, [True, False, False, False], 271, 'West', (10, 1))
Element 10: (1, (10, 1), ['.', '%', '%', ''], [(15, 10), (17, 7), (16, 11)], [False, True, True, False], 80, False, [True, False, False, False], 310, 'West', (9, 1))
Element 11: (1, (9, 1), ['.', '%', '%', ''], [(15, 9), (18, 7), (15, 11)], [False, True, True, False], 78, False, [True, False, False, False], 329, 'West', (8, 1))
Element 12: (1, (8, 1), ['.', '%', '%', ''], [(16, 9), (18, 8), (15, 10)], [False, True, True, False], 76, False, [True, False, False, False], 338, 'West', (7, 1))
Element 13: (1, (7, 1), ['.', '%', '%', ''], [(16, 8), (18, 9), (15, 9)], [False, True, True, False], 74, False, [True, False, False, False], 347, 'West', (6, 1))
Element 14: (1, (6, 1), ['%', '%', '.', ''], [(16, 7), (18, 10), (16, 9)], [True, True, False, False], 72, False, [False, False, True, False], 356, 'North', (6, 2))
Element 15: (1, (6, 2), ['%', '', '.', '%'], [(16, 6), (18, 11), (16, 8)], [True, False, False, True], 70, False, [False, False, True, False], 375, 'North', (6, 3))
Element 16: (1, (6, 3), ['.', '', '.', '.'], [(16, 5), (17, 11), (16, 7)], [False, False, False, False], 68, False, [True, False, True, True], 394, 'East', (7, 3))
Element 17: (1, (7, 3), ['', '%', '%', '.'], [(16, 4), (16, 11), (15, 7)], [False, True, True, False], 66, False, [False, False, False, True], 423, 'East', (8, 3))
Element 18: (1, (8, 3), ['', '%', '', ''], [(16, 3), (15, 11), (15, 6)], [False, True, False, False], 64, False, [False, False, False, False], 452, 'North', (8, 4))
