Element 1: (3, (9, 9), ['%', '', '.', '.'], [(5, 9), (6, 5), (6, 9)], [True, False, False, False], 98, False, [False, False, True, True], 29, 'East', (10, 9))
Element 2: (3, (10, 9), ['', '', '.', '%'], [(4, 9), (6, 6), (6, 10)], [False, False, False, True], 96, False, [False, False, True, False], 58, 'North', (10, 10))
Element 3: (3, (10, 10), ['.', '', '.', '%'], [(4, 10), (6, 7), (6, 11)], [False, False, False, True], 94, False, [True, False, True, False], 97, 'North', (10, 11))
Element 4: (3, (10, 11), ['.', '', '%', '.'], [(4, 11), (6, 8), (7, 11)], [False, False, True, False], 92, False, [True, False, False, True], 136, 'East', (11, 11))
Element 5: (3, (11, 11), ['', '%', '%', '.'], [(3, 11), (6, 9), (8, 11)], [False, True, True, False], 90, False, [False, False, False, True], 165, 'East', (12, 11))
Element 6: (3, (12, 11), ['', '%', '%', '.'], [(2, 11), (7, 9), (9, 11)], [False, True, True, False], 88, False, [False, False, False, True], 194, 'East', (13, 11))
Element 7: (3, (13, 11), ['', '.', '%', '%'], [(1, 11), (6, 9), (9, 10)], [False, False, True, True], 86, False, [False, True, False, False], 213, 'South', (13, 10))
Element 8: (3, (13, 10), ['%', '.', '', '%'], [(1, 10), (6, 10), (10, 10)], [True, False, False, True], 84, False, [False, True, False, False], 232, 'South', (13, 9))
Element 9: (3, (13, 9), ['.', '.', '', '.'], [(1, 9), (6, 11), (10, 11)], [False, False, False, False], 82, False, [True, True, False, True], 251, 'East', (14, 9))
Element 10: (3, (14, 9), ['', '%', '%', '.'], [(1, 8), (7, 11), (11, 11)], [False, True, True, False], 80, False, [False, False, False, True], 270, 'East', (15, 9))
Element 11: (3, (15, 9), ['', '%', '.', '.'], [(1, 7), (8, 11), (12, 11)], [False, True, False, False], 78, False, [False, False, True, True], 289, 'East', (16, 9))
Element 12: (3, (16, 9), ['', '.', '%', '%'], [(2, 7), (9, 11), (13, 11)], [False, False, True, True], 76, False, [False, True, False, False], 308, 'South', (16, 8))
Element 13: (3, (16, 8), ['%', '.', '', '%'], [(3, 7), (10, 11), (13, 10)], [True, False, False, True], 74, False, [False, True, False, False], 327, 'South', (16, 7))
Element 14: (3, (16, 7), ['.', '.', '', '.'], [(4, 7), (11, 11), (13, 9)], [False, False, False, False], 72, False, [True, True, False, True], 346, 'East', (17, 7))
Element 15: (3, (17, 7), ['', '%', '%', '.'], [(5, 7), (12, 11), (13, 8)], [False, True, True, False], 70, False, [False, False, False, True], 375, 'East', (18, 7))
Element 16: (3, (18, 7), ['', '.', '.', '%'], [(5, 6), (13, 11), (13, 7)], [False, False, False, True], 68, False, [False, True, True, False], 404, 'North', (18, 8))
Element 17: (3, (18, 8), ['%', '', '.', '%'], [(4, 6), (13, 10), (13, 6)], [True, False, False, True], 66, False, [False, False, True, False], 433, 'North', (18, 9))
Element 18: (3, (18, 9), ['%', '', '.', '%'], [(4, 5), (13, 9), (13, 5)], [True, False, False, True], 64, False, [False, False, True, False], 462, 'North', (18, 10))
Element 19: (3, (18, 10), ['%', '', '', '%'], [(4, 4), (12, 9), (13, 4)], [True, False, False, True], 62, False, [False, False, False, False], 501, 'North', (18, 11))
Element 20: (3, (18, 11), ['.', '', '%', '%'], [(5, 4), (13, 9), (13, 3)], [False, False, True, True], 60, False, [True, False, False, False], 520, 'West', (17, 11))
Element 21: (3, (17, 11), ['.', '%', '%', ''], [(6, 4), (14, 9), (13, 2)], [False, True, True, False], 58, False, [True, False, False, False], 549, 'West', (16, 11))
Element 22: (3, (16, 11), ['.', '%', '%', ''], [(6, 3), (15, 9), (13, 1)], [False, True, True, False], 56, False, [True, False, False, False], 578, 'West', (15, 11))
Element 23: (3, (15, 11), ['%', 'G', '%', ''], [(7, 3), (15, 10), (12, 1)], [True, False, True, False], 54, False, [False, False, False, False], 617, 'East', (16, 11))
Element 24: (3, (16, 11), ['G', '%', '%', ''], [(8, 3), (15, 11), (11, 1)], [False, True, True, False], 52, False, [False, False, False, False], 636, 'East', (17, 11))
Element 25: (3, (17, 11), ['G', '%', '%', ''], [(9, 3), (16, 11), (10, 1)], [False, True, True, False], 50, False, [False, False, False, False], 655, 'East', (18, 11))
Element 26: (3, (18, 11), ['G', '', '%', '%'], [(10, 3), (17, 11), (9, 1)], [False, False, True, True], 48, False, [False, False, False, False], 674, 'South', (18, 10))
Element 27: (3, (18, 10), ['%', '', 'G', '%'], [(11, 3), (18, 11), (8, 1)], [True, False, False, True], 46, False, [False, False, False, False], 693, 'South', (18, 9))
Element 28: (3, (18, 9), ['%', '', 'G', '%'], [(12, 3), (18, 10), (7, 1)], [True, False, False, True], 44, False, [False, False, False, False], 712, 'South', (18, 8))
Element 29: (3, (18, 8), ['%', '', 'G', '%'], [(13, 3), (18, 9), (6, 1)], [True, False, False, True], 42, False, [False, False, False, False], 721, 'South', (18, 7))
