Element 1: (0, (6, 5), ['.', '.', '.', '%'], [(4, 10), (11, 1), (18, 9)], [False, False, False, True], 98, False, [True, True, True, False], 0, 'North', (6, 6))
Element 2: (0, (6, 6), ['.', '', '.', '%'], [(4, 11), (12, 1), (18, 10)], [False, False, False, True], 96, False, [True, False, True, False], 39, 'North', (6, 7))
Element 3: (0, (6, 7), ['.', '', '.', ''], [(3, 11), (13, 1), (18, 11)], [False, False, False, False], 94, False, [True, False, True, False], 68, 'North', (6, 8))
Element 4: (0, (6, 8), ['%', '', '.', '%'], [(2, 11), (13, 2), (17, 11)], [True, False, False, True], 92, False, [False, False, True, False], 107, 'North', (6, 9))
Element 5: (0, (6, 9), ['.', '', '.', '.'], [(1, 11), (13, 3), (16, 11)], [False, False, False, False], 90, False, [True, False, True, True], 136, 'East', (7, 9))
Element 6: (0, (7, 9), ['', '%', '%', '%'], [(1, 10), (13, 4), (15, 11)], [False, True, True, True], 88, False, [False, False, False, False], 175, 'West', (6, 9))
Element 7: (0, (6, 9), ['.', '', '.', ''], [(1, 9), (13, 5), (15, 10)], [False, False, False, False], 86, False, [True, False, True, False], 204, 'North', (6, 10))
Element 8: (0, (6, 10), ['%', '', '.', '%'], [(1, 8), (13, 6), (15, 9)], [True, False, False, True], 84, False, [False, False, True, False], 243, 'North', (6, 11))
Element 9: (0, (6, 11), ['%', '', '%', '.'], [(1, 7), (13, 7), (16, 9)], [True, False, True, False], 82, False, [False, False, False, True], 282, 'East', (7, 11))
Element 10: (0, (7, 11), ['', '%', '%', '.'], [(2, 7), (13, 8), (16, 8)], [False, True, True, False], 80, False, [False, False, False, True], 321, 'East', (8, 11))
Element 11: (0, (8, 11), ['', '%', '%', '.'], [(3, 7), (13, 9), (16, 7)], [False, True, True, False], 78, False, [False, False, False, True], 360, 'East', (9, 11))
Element 12: (0, (9, 11), ['', '.', '%', '.'], [(4, 7), (14, 9), (17, 7)], [False, False, True, False], 76, False, [False, True, False, True], 399, 'East', (10, 11))
Element 13: (0, (10, 11), ['', '.', '%', '.'], [(5, 7), (15, 9), (18, 7)], [False, False, True, False], 74, False, [False, True, False, True], 428, 'East', (11, 11))
Element 14: (0, (11, 11), ['', '%', '%', '.'], [(5, 6), (16, 9), (18, 8)], [False, True, True, False], 72, False, [False, False, False, True], 457, 'East', (12, 11))
