Element 1: (1, (16, 6), ['.', '.', '.', '%'], [(7, 3), (17, 1), (17, 11)], [False, False, False, True], 98, False, [True, True, True, False], 9, 'North', (16, 7))
Element 2: (1, (16, 7), ['.', '', '.', '.'], [(8, 3), (16, 1), (16, 11)], [False, False, False, False], 96, False, [True, False, True, True], 48, 'East', (17, 7))
Element 3: (1, (17, 7), ['', '%', '%', '.'], [(9, 3), (15, 1), (15, 11)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (18, 7))
Element 4: (1, (18, 7), ['', '.', '.', '%'], [(10, 3), (15, 2), (15, 10)], [False, False, False, True], 92, False, [False, True, True, False], 126, 'North', (18, 8))
Element 5: (1, (18, 8), ['%', '', '.', '%'], [(11, 3), (15, 3), (15, 9)], [True, False, False, True], 90, False, [False, False, True, False], 165, 'North', (18, 9))
Element 6: (1, (18, 9), ['%', '', '.', '%'], [(12, 3), (16, 3), (16, 9)], [True, False, False, True], 88, False, [False, False, True, False], 204, 'North', (18, 10))
Element 7: (1, (18, 10), ['%', '', '', '%'], [(13, 3), (16, 4), (16, 8)], [True, False, False, True], 86, False, [False, False, False, False], 243, 'North', (18, 11))
Element 8: (1, (18, 11), ['', '', '%', '%'], [(13, 4), (16, 5), (16, 7)], [False, False, True, True], 84, False, [False, False, False, False], 262, 'West', (17, 11))
Element 9: (1, (17, 11), ['', '%', '%', ''], [(13, 5), (15, 5), (15, 7)], [False, True, True, False], 82, False, [False, False, False, False], 291, 'West', (16, 11))
Element 10: (1, (16, 11), ['', '%', '%', ''], [(13, 6), (15, 6), (16, 7)], [False, True, True, False], 80, False, [False, False, False, False], 310, 'West', (15, 11))
Element 11: (1, (15, 11), ['%', '', '%', ''], [(13, 7), (16, 6), (17, 7)], [True, False, True, False], 78, False, [False, False, False, False], 319, 'South', (15, 10))
Element 12: (1, (15, 10), ['%', '', '', '%'], [(13, 8), (16, 7), (18, 7)], [True, False, False, True], 76, False, [False, False, False, False], 328, 'South', (15, 9))
Element 13: (1, (15, 9), ['.', '%', '', ''], [(13, 9), (17, 7), (18, 6)], [False, True, False, False], 74, False, [True, False, False, False], 347, 'West', (14, 9))
Element 14: (1, (14, 9), ['', '%', '%', ''], [(13, 10), (18, 7), (18, 5)], [False, True, True, False], 72, False, [False, False, False, False], 376, 'West', (13, 9))
Element 15: (1, (13, 9), ['.', '', '', ''], [(13, 11), (18, 8), (18, 4)], [False, False, False, False], 70, False, [True, False, False, False], 395, 'West', (12, 9))
Element 16: (1, (12, 9), ['%', '%', '%', ''], [(12, 11), (18, 9), (18, 3)], [True, True, True, False], 68, False, [False, False, False, False], 424, 'East', (13, 9))
Element 17: (1, (13, 9), ['', '', '', ''], [(11, 11), (18, 10), (18, 2)], [False, False, False, False], 66, False, [False, False, False, False], 443, 'North', (13, 10))
Element 18: (1, (13, 10), ['%', '', '', '%'], [(10, 11), (18, 11), (18, 1)], [True, False, False, True], 64, False, [False, False, False, False], 452, 'North', (13, 11))
Element 19: (1, (13, 11), ['', '', '%', '%'], [(10, 10), (17, 11), (17, 1)], [False, False, True, True], 62, False, [False, False, False, False], 461, 'West', (12, 11))
Element 20: (1, (12, 11), ['', '%', '%', ''], [(10, 9), (16, 11), (16, 1)], [False, True, True, False], 60, False, [False, False, False, False], 470, 'West', (11, 11))
Element 21: (1, (11, 11), ['', '%', '%', ''], [(9, 9), (15, 11), (15, 1)], [False, True, True, False], 58, False, [False, False, False, False], 479, 'West', (10, 11))
Element 22: (1, (10, 11), ['.', '', '%', ''], [(9, 10), (15, 10), (15, 2)], [False, False, True, False], 56, False, [True, False, False, False], 488, 'West', (9, 11))
Element 23: (1, (9, 11), ['.', '', '%', ''], [(9, 9), (15, 9), (15, 3)], [False, False, True, False], 54, False, [True, False, False, False], 497, 'West', (8, 11))
Element 24: (1, (8, 11), ['.', '%', '%', ''], [(9, 8), (16, 9), (15, 4)], [False, True, True, False], 52, False, [True, False, False, False], 516, 'West', (7, 11))
Element 25: (1, (7, 11), ['.', '%', '%', ''], [(9, 7), (16, 8), (16, 4)], [False, True, True, False], 50, False, [True, False, False, False], 535, 'West', (6, 11))
Element 26: (1, (6, 11), ['%', '.', '%', ''], [(10, 7), (16, 9), (16, 5)], [True, False, True, False], 48, False, [False, True, False, False], 554, 'South', (6, 10))
Element 27: (1, (6, 10), ['%', '.', '', '%'], [(11, 7), (15, 9), (16, 6)], [True, False, False, True], 46, False, [False, True, False, False], 573, 'South', (6, 9))
Element 28: (1, (6, 9), ['.', '.', '', '.'], [(10, 7), (14, 9), (15, 6)], [False, False, False, False], 44, False, [True, True, False, True], 582, 'East', (7, 9))
Element 29: (1, (7, 9), ['', '%', '%', '%'], [(10, 8), (13, 9), (15, 5)], [False, True, True, True], 42, False, [False, False, False, False], 591, 'West', (6, 9))
Element 30: (1, (6, 9), ['.', '.', '', ''], [(10, 7), (13, 10), (15, 6)], [False, False, False, False], 40, False, [True, True, False, False], 590, 'South', (6, 8))
Element 31: (1, (6, 8), ['%', '.', '', '%'], [(9, 7), (13, 11), (16, 6)], [True, False, False, True], 38, False, [False, True, False, False], 599, 'South', (6, 7))
Element 32: (1, (6, 7), ['.', '.', '', ''], [(9, 8), (12, 11), (16, 5)], [False, False, False, False], 36, False, [True, True, False, False], 608, 'South', (6, 6))
Element 33: (1, (6, 6), ['.', '.', '', '%'], [(10, 8), (11, 11), (15, 5)], [False, False, False, True], 34, False, [True, True, False, False], 617, 'South', (6, 5))
