Element 1: (0, (15, 11), ['%', '.', '%', '.'], [(6, 1), (12, 3), (16, 3)], [True, False, True, False], 98, False, [False, True, False, True], 0, 'East', (16, 11))
Element 2: (0, (16, 11), ['', '%', '%', '.'], [(7, 1), (13, 3), (16, 4)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (17, 11))
Element 3: (0, (17, 11), ['', '%', '%', ''], [(8, 1), (13, 4), (16, 5)], [False, True, True, False], 94, False, [False, False, False, False], 78, 'East', (18, 11))
Element 4: (0, (18, 11), ['', '.', '%', '%'], [(9, 1), (13, 5), (16, 6)], [False, False, True, True], 92, False, [False, True, False, False], 107, 'South', (18, 10))
Element 5: (0, (18, 10), ['%', '.', '', '%'], [(10, 1), (13, 6), (16, 7)], [True, False, False, True], 90, False, [False, True, False, False], 146, 'South', (18, 9))
Element 6: (0, (18, 9), ['%', '.', '', '%'], [(11, 1), (13, 7), (17, 7)], [True, False, False, True], 88, False, [False, True, False, False], 185, 'South', (18, 8))
Element 7: (0, (18, 8), ['%', 'G', '', '%'], [(12, 1), (13, 8), (18, 7)], [True, False, False, True], 86, False, [False, False, False, False], 224, 'North', (18, 9))
Element 8: (0, (18, 9), ['%', '', '', '%'], [(13, 1), (13, 9), (18, 6)], [True, False, False, True], 84, False, [False, False, False, False], 253, 'North', (18, 10))
Element 9: (0, (18, 10), ['%', '', '', '%'], [(13, 2), (14, 9), (18, 5)], [True, False, False, True], 82, False, [False, False, False, False], 282, 'North', (18, 11))
Element 10: (0, (18, 11), ['', '', '%', '%'], [(13, 3), (15, 9), (18, 4)], [False, False, True, True], 80, False, [False, False, False, False], 301, 'West', (17, 11))
Element 11: (0, (17, 11), ['', '%', '%', ''], [(13, 4), (16, 9), (18, 3)], [False, True, True, False], 78, False, [False, False, False, False], 320, 'West', (16, 11))
Element 12: (0, (16, 11), ['', '%', '%', ''], [(13, 5), (16, 8), (18, 2)], [False, True, True, False], 76, False, [False, False, False, False], 339, 'West', (15, 11))
Element 13: (0, (15, 11), ['%', '.', '%', ''], [(13, 6), (16, 7), (18, 1)], [True, False, True, False], 74, False, [False, True, False, False], 338, 'South', (15, 10))
Element 14: (0, (15, 10), ['%', '', '', '%'], [(13, 7), (15, 7), (17, 1)], [True, False, False, True], 72, False, [False, False, False, False], 367, 'South', (15, 9))
Element 15: (0, (15, 9), ['', '%', '', ''], [(13, 8), (15, 6), (16, 1)], [False, True, False, False], 70, False, [False, False, False, False], 386, 'East', (16, 9))
Element 16: (0, (16, 9), ['', '', '%', '%'], [(13, 9), (15, 5), (15, 1)], [False, False, True, True], 68, False, [False, False, False, False], 405, 'South', (16, 8))
Element 17: (0, (16, 8), ['%', '', '', '%'], [(13, 10), (15, 4), (15, 2)], [True, False, False, True], 66, False, [False, False, False, False], 434, 'South', (16, 7))
Element 18: (0, (16, 7), ['', '', '', ''], [(13, 11), (15, 3), (15, 1)], [False, False, False, False], 64, False, [False, False, False, False], 453, 'East', (17, 7))
Element 19: (0, (17, 7), ['', '%', '%', ''], [(12, 11), (16, 3), (16, 1)], [False, True, True, False], 62, False, [False, False, False, False], 462, 'East', (18, 7))
Element 20: (0, (18, 7), ['', '', '', '%'], [(11, 11), (16, 4), (17, 1)], [False, False, False, True], 60, False, [False, False, False, False], 471, 'South', (18, 6))
Element 21: (0, (18, 6), ['%', '', '', '%'], [(10, 11), (16, 5), (18, 1)], [True, False, False, True], 58, False, [False, False, False, False], 480, 'South', (18, 5))
Element 22: (0, (18, 5), ['%', '', '', '%'], [(10, 10), (16, 6), (18, 2)], [True, False, False, True], 56, False, [False, False, False, False], 489, 'South', (18, 4))
Element 23: (0, (18, 4), ['%', 'G', '', '%'], [(10, 9), (16, 5), (18, 3)], [True, False, False, True], 54, False, [False, False, False, False], 498, 'North', (18, 5))
Element 24: (0, (18, 5), ['%', 'G', '', '%'], [(9, 9), (16, 4), (18, 4)], [True, False, False, True], 52, False, [False, False, False, False], 507, 'North', (18, 6))
Element 25: (0, (18, 6), ['%', 'G', '', '%'], [(9, 10), (16, 3), (18, 5)], [True, False, False, True], 50, False, [False, False, False, False], 516, 'North', (18, 7))
Element 26: (0, (18, 7), ['', 'G', '', '%'], [(9, 11), (15, 3), (18, 6)], [False, False, False, True], 48, False, [False, False, False, False], 525, 'West', (17, 7))
Element 27: (0, (17, 7), ['', '%', '%', 'G'], [(8, 11), (15, 2), (18, 7)], [False, True, True, False], 46, False, [False, False, False, False], 534, 'West', (16, 7))
Element 28: (0, (16, 7), ['', '', '', ''], [(7, 11), (15, 1), (18, 8)], [False, False, False, False], 44, False, [False, False, False, False], 543, 'South', (16, 6))
Element 29: (0, (16, 6), ['', '', '', '%'], [(6, 11), (16, 1), (18, 9)], [False, False, False, True], 42, False, [False, False, False, False], 552, 'South', (16, 5))
Element 30: (0, (16, 5), ['', '', '', '%'], [(6, 10), (17, 1), (18, 10)], [False, False, False, True], 40, False, [False, False, False, False], 561, 'South', (16, 4))
Element 31: (0, (16, 4), ['', '', '', '%'], [(6, 9), (18, 1), (18, 11)], [False, False, False, True], 38, False, [False, False, False, False], 570, 'South', (16, 3))
Element 32: (0, (16, 3), ['', '%', '', '%'], [(7, 9), (18, 2), (17, 11)], [False, True, False, True], 36, False, [False, False, False, False], 579, 'West', (15, 3))
Element 33: (0, (15, 3), ['%', '', '', ''], [(6, 9), (18, 3), (16, 11)], [True, False, False, False], 34, False, [False, False, False, False], 578, 'North', (15, 4))
Element 34: (0, (15, 4), ['%', '', '', ''], [(6, 8), (18, 4), (15, 11)], [True, False, False, False], 32, False, [False, False, False, False], 587, 'North', (15, 5))
Element 35: (0, (15, 5), ['%', '', '', ''], [(6, 7), (18, 5), (15, 10)], [True, False, False, False], 30, False, [False, False, False, False], 596, 'North', (15, 6))
Element 36: (0, (15, 6), ['%', '', '', ''], [(6, 6), (18, 6), (15, 9)], [True, False, False, False], 28, False, [False, False, False, False], 605, 'North', (15, 7))
Element 37: (0, (15, 7), ['%', '', '%', ''], [(6, 5), (18, 7), (16, 9)], [True, False, True, False], 26, False, [False, False, False, False], 614, 'South', (15, 6))
Element 38: (0, (15, 6), ['%', '', '', ''], [(6, 4), (18, 8), (16, 8)], [True, False, False, False], 24, False, [False, False, False, False], 623, 'South', (15, 5))
Element 39: (0, (15, 5), ['%', '', '', ''], [(6, 3), (18, 9), (16, 9)], [True, False, False, False], 22, False, [False, False, False, False], 632, 'South', (15, 4))
Element 40: (0, (15, 4), ['%', '', '', ''], [(7, 3), (18, 10), (15, 9)], [True, False, False, False], 20, False, [False, False, False, False], 641, 'South', (15, 3))
Element 41: (0, (15, 3), ['%', '', '', ''], [(8, 3), (18, 11), (14, 9)], [True, False, False, False], 18, False, [False, False, False, False], 650, 'South', (15, 2))
Element 42: (0, (15, 2), ['%', '', '', '%'], [(9, 3), (17, 11), (13, 9)], [True, False, False, True], 16, False, [False, False, False, False], 659, 'South', (15, 1))
Element 43: (0, (15, 1), ['%', '%', '', ''], [(10, 3), (16, 11), (12, 9)], [True, True, False, False], 14, False, [False, False, False, False], 678, 'East', (16, 1))
Element 44: (0, (16, 1), ['', '%', '%', ''], [(11, 3), (15, 11), (13, 9)], [False, True, True, False], 12, False, [False, False, False, False], 687, 'East', (17, 1))
Element 45: (0, (17, 1), ['', '%', '%', ''], [(12, 3), (15, 10), (13, 10)], [False, True, True, False], 10, False, [False, False, False, False], 686, 'East', (18, 1))
Element 46: (0, (18, 1), ['', '%', '', '%'], [(11, 3), (15, 11), (13, 11)], [False, True, False, True], 8, False, [False, False, False, False], 685, 'North', (18, 2))
Element 47: (0, (18, 2), ['%', '', '', '%'], [(10, 3), (16, 11), (12, 11)], [True, False, False, True], 6, False, [False, False, False, False], 684, 'North', (18, 3))
Element 48: (0, (18, 3), ['%', '', '', '%'], [(9, 3), (17, 11), (11, 11)], [True, False, False, True], 4, False, [False, False, False, False], 683, 'South', (18, 2))
Element 49: (0, (18, 2), ['%', '', '', '%'], [(8, 3), (18, 11), (10, 11)], [True, False, False, True], 2, False, [False, False, False, False], 682, 'South', (18, 1))
Element 50: (0, (18, 1), ['', '%', '', '%'], [(8, 4), (18, 10), (10, 10)], [False, True, False, True], 0, False, [False, False, False, False], 681, 'Stop', (18, 1))
Element 51: #0#
