Element 1: (0, (13, 11), ['.', '.', '%', '%'], [(3, 5), (8, 11), (10, 10)], [False, False, True, True], 98, False, [True, True, False, False], 0, 'South', (13, 10))
Element 2: (0, (13, 10), ['%', '.', '', '%'], [(4, 5), (9, 11), (10, 11)], [True, False, False, True], 96, False, [False, True, False, False], 39, 'South', (13, 9))
Element 3: (0, (13, 9), ['.', '.', '', '.'], [(5, 5), (9, 10), (11, 11)], [False, False, False, False], 94, False, [True, True, False, True], 78, 'East', (14, 9))
Element 4: (0, (14, 9), ['', '%', '%', '.'], [(6, 5), (9, 9), (12, 11)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (15, 9))
Element 5: (0, (15, 9), ['', '%', '.', '.'], [(6, 6), (10, 9), (13, 11)], [False, True, False, False], 90, False, [False, False, True, True], 146, 'East', (16, 9))
Element 6: (0, (16, 9), ['', '.', '%', '%'], [(6, 7), (10, 10), (13, 10)], [False, False, True, True], 88, False, [False, True, False, False], 165, 'South', (16, 8))
Element 7: (0, (16, 8), ['%', '.', '', '%'], [(6, 8), (10, 11), (13, 9)], [True, False, False, True], 86, False, [False, True, False, False], 184, 'South', (16, 7))
Element 8: (0, (16, 7), ['.', '.', '', '.'], [(6, 9), (11, 11), (13, 8)], [False, False, False, False], 84, False, [True, True, False, True], 213, 'East', (17, 7))
Element 9: (0, (17, 7), ['', '%', '%', '.'], [(7, 9), (12, 11), (13, 7)], [False, True, True, False], 82, False, [False, False, False, True], 242, 'East', (18, 7))
Element 10: (0, (18, 7), ['', '.', '.', '%'], [(6, 9), (13, 11), (13, 6)], [False, False, False, True], 80, False, [False, True, True, False], 261, 'North', (18, 8))
Element 11: (0, (18, 8), ['%', '', '.', '%'], [(6, 10), (13, 10), (13, 5)], [True, False, False, True], 78, False, [False, False, True, False], 290, 'North', (18, 9))
Element 12: (0, (18, 9), ['%', '', '.', '%'], [(6, 11), (13, 9), (13, 4)], [True, False, False, True], 76, False, [False, False, True, False], 319, 'North', (18, 10))
Element 13: (0, (18, 10), ['%', '', '', '%'], [(7, 11), (12, 9), (13, 3)], [True, False, False, True], 74, False, [False, False, False, False], 358, 'North', (18, 11))
Element 14: (0, (18, 11), ['.', '', '%', '%'], [(8, 11), (13, 9), (13, 2)], [False, False, True, True], 72, False, [True, False, False, False], 367, 'West', (17, 11))
Element 15: (0, (17, 11), ['.', '%', '%', ''], [(9, 11), (14, 9), (13, 1)], [False, True, True, False], 70, False, [True, False, False, False], 386, 'West', (16, 11))
Element 16: (0, (16, 11), ['.', '%', '%', ''], [(10, 11), (15, 9), (12, 1)], [False, True, True, False], 68, False, [True, False, False, False], 405, 'West', (15, 11))
Element 17: (0, (15, 11), ['%', 'G', '%', ''], [(11, 11), (15, 10), (11, 1)], [True, False, True, False], 66, False, [False, False, False, False], 434, 'East', (16, 11))
Element 18: (0, (16, 11), ['G', '%', '%', ''], [(12, 11), (15, 11), (10, 1)], [False, True, True, False], 64, False, [False, False, False, False], 443, 'East', (17, 11))
Element 19: (0, (17, 11), ['G', '%', '%', ''], [(13, 11), (16, 11), (9, 1)], [False, True, True, False], 62, False, [False, False, False, False], 452, 'East', (18, 11))
Element 20: (0, (18, 11), ['G', '', '%', '%'], [(13, 10), (17, 11), (8, 1)], [False, False, True, True], 60, False, [False, False, False, False], 461, 'South', (18, 10))
Element 21: (0, (18, 10), ['%', '', 'G', '%'], [(13, 9), (18, 11), (7, 1)], [True, False, False, True], 58, False, [False, False, False, False], 470, 'South', (18, 9))
Element 22: (0, (18, 9), ['%', '', 'G', '%'], [(14, 9), (18, 10), (6, 1)], [True, False, False, True], 56, False, [False, False, False, False], 479, 'South', (18, 8))
Element 23: (0, (18, 8), ['%', '', 'G', '%'], [(15, 9), (18, 9), (6, 2)], [True, False, False, True], 54, False, [False, False, False, False], 488, 'South', (18, 7))
Element 24: (0, (18, 7), ['', '.', 'G', '%'], [(16, 9), (18, 8), (6, 3)], [False, False, False, True], 52, False, [False, True, False, False], 497, 'South', (18, 6))
Element 25: (0, (18, 6), ['%', '.', 'G', '%'], [(16, 8), (18, 7), (7, 3)], [True, False, False, True], 50, False, [False, True, False, False], 516, 'South', (18, 5))
Element 26: (0, (18, 5), ['%', '.', 'G', '%'], [(16, 7), (18, 6), (8, 3)], [True, False, False, True], 48, False, [False, True, False, False], 535, 'South', (18, 4))
Element 27: (0, (18, 4), ['%', '.', 'G', '%'], [(16, 6), (18, 5), (9, 3)], [True, False, False, True], 46, False, [False, True, False, False], 564, 'South', (18, 3))
Element 28: (0, (18, 3), ['%', '.', 'G', '%'], [(16, 5), (18, 4), (10, 3)], [True, False, False, True], 44, False, [False, True, False, False], 593, 'South', (18, 2))
Element 29: (0, (18, 2), ['%', '', 'G', '%'], [(16, 4), (18, 3), (11, 3)], [True, False, False, True], 42, False, [False, False, False, False], 622, 'South', (18, 1))
Element 30: (0, (18, 1), ['.', '%', 'G', '%'], [(16, 3), (18, 2), (12, 3)], [False, True, False, True], 40, False, [True, False, False, False], 641, 'West', (17, 1))
Element 31: (0, (17, 1), ['.', '%', '%', 'G'], [(15, 3), (18, 1), (11, 3)], [False, True, True, False], 38, False, [True, False, False, False], 660, 'West', (16, 1))
Element 32: (0, (16, 1), ['.', '%', '%', 'G'], [(15, 4), (17, 1), (10, 3)], [False, True, True, False], 36, False, [True, False, False, False], 679, 'West', (15, 1))
Element 33: (0, (15, 1), ['%', '%', '.', 'G'], [(15, 5), (16, 1), (9, 3)], [True, True, False, False], 34, False, [False, False, True, False], 698, 'North', (15, 2))
Element 34: (0, (15, 2), ['%', 'G', '', '%'], [(15, 6), (15, 1), (8, 3)], [True, False, False, True], 32, False, [False, False, False, False], 717, 'North', (15, 3))
Element 35: (0, (15, 3), ['%', 'G', '', ''], [(15, 7), (15, 2), (8, 4)], [True, False, False, False], 30, False, [False, False, False, False], 726, 'East', (16, 3))
Element 36: (0, (16, 3), ['G', '%', '', '%'], [(15, 6), (15, 3), (8, 5)], [False, True, False, True], 28, False, [False, False, False, False], 725, 'North', (16, 4))
Element 37: (0, (16, 4), ['', 'G', '', '%'], [(15, 5), (16, 3), (9, 5)], [False, False, False, True], 26, False, [False, False, False, False], 724, 'North', (16, 5))
Element 38: (0, (16, 5), ['', 'G', '', '%'], [(15, 4), (16, 4), (10, 5)], [False, False, False, True], 24, False, [False, False, False, False], 723, 'North', (16, 6))
Element 39: (0, (16, 6), ['', 'G', '', '%'], [(15, 3), (16, 5), (11, 5)], [False, False, False, True], 22, False, [False, False, False, False], 722, 'West', (15, 6))
Element 40: (0, (15, 6), ['%', '', '', 'G'], [(15, 2), (16, 6), (10, 5)], [True, False, False, False], 20, False, [False, False, False, False], 721, 'North', (15, 7))
Element 41: (0, (15, 7), ['%', '', '%', 'G'], [(15, 1), (16, 7), (9, 5)], [True, False, True, False], 18, False, [False, False, False, False], 720, 'South', (15, 6))
