Element 1: (1, (5, 3), ['.', '%', '.', '.'], [(12, 1), (5, 6), (18, 7)], [False, True, False, False], 98, False, [True, False, True, True], 9, 'East', (6, 3))
Element 2: (1, (6, 3), ['', '.', '.', '.'], [(13, 1), (6, 6), (18, 8)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (7, 3))
Element 3: (1, (7, 3), ['', '%', '%', '.'], [(13, 2), (6, 7), (18, 9)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (8, 3))
Element 4: (1, (8, 3), ['', '%', '', '.'], [(13, 3), (6, 8), (18, 10)], [False, True, False, False], 92, False, [False, False, False, True], 126, 'East', (9, 3))
Element 5: (1, (9, 3), ['', '%', '%', '.'], [(13, 4), (6, 9), (18, 11)], [False, True, True, False], 90, False, [False, False, False, True], 155, 'East', (10, 3))
Element 6: (1, (10, 3), ['', '%', '%', '.'], [(13, 5), (7, 9), (17, 11)], [False, True, True, False], 88, False, [False, False, False, True], 194, 'East', (11, 3))
Element 7: (1, (11, 3), ['', '%', '%', '.'], [(13, 6), (6, 9), (16, 11)], [False, True, True, False], 86, False, [False, False, False, True], 223, 'East', (12, 3))
Element 8: (1, (12, 3), ['', '%', '%', ''], [(13, 7), (6, 10), (15, 11)], [False, True, True, False], 84, False, [False, False, False, False], 262, 'East', (13, 3))
Element 9: (1, (13, 3), ['', '', '', '%'], [(13, 8), (6, 11), (15, 10)], [False, False, False, True], 82, False, [False, False, False, False], 291, 'North', (13, 4))
Element 10: (1, (13, 4), ['%', '', '', '%'], [(13, 9), (7, 11), (15, 9)], [True, False, False, True], 80, False, [False, False, False, False], 320, 'North', (13, 5))
Element 11: (1, (13, 5), ['%', '', '', '%'], [(14, 9), (8, 11), (16, 9)], [True, False, False, True], 78, False, [False, False, False, False], 349, 'North', (13, 6))
Element 12: (1, (13, 6), ['%', '', '', '%'], [(15, 9), (9, 11), (16, 8)], [True, False, False, True], 76, False, [False, False, False, False], 368, 'North', (13, 7))
Element 13: (1, (13, 7), ['%', '', '', '%'], [(16, 9), (10, 11), (16, 7)], [True, False, False, True], 74, False, [False, False, False, False], 387, 'North', (13, 8))
Element 14: (1, (13, 8), ['%', '', '', '%'], [(16, 8), (11, 11), (17, 7)], [True, False, False, True], 72, False, [False, False, False, False], 406, 'North', (13, 9))
Element 15: (1, (13, 9), ['.', '', '.', ''], [(16, 9), (12, 11), (16, 7)], [False, False, False, False], 70, False, [True, False, True, False], 415, 'North', (13, 10))
