Element 1: (0, (18, 7), ['.', '.', '.', '%'], [(3, 8), (6, 10), (16, 3)], [False, False, False, True], 98, False, [True, True, True, False], 0, 'North', (18, 8))
Element 2: (0, (18, 8), ['%', '', '.', '%'], [(3, 9), (6, 11), (16, 4)], [True, False, False, True], 96, False, [False, False, True, False], 39, 'North', (18, 9))
Element 3: (0, (18, 9), ['%', '', '.', '%'], [(4, 9), (7, 11), (16, 5)], [True, False, False, True], 94, False, [False, False, True, False], 78, 'North', (18, 10))
Element 4: (0, (18, 10), ['%', '', '', '%'], [(5, 9), (8, 11), (16, 6)], [True, False, False, True], 92, False, [False, False, False, False], 117, 'North', (18, 11))
Element 5: (0, (18, 11), ['.', '', '%', '%'], [(6, 9), (9, 11), (16, 7)], [False, False, True, True], 90, False, [True, False, False, False], 146, 'West', (17, 11))
Element 6: (0, (17, 11), ['.', '%', '%', ''], [(7, 9), (10, 11), (17, 7)], [False, True, True, False], 88, False, [True, False, False, False], 185, 'West', (16, 11))
Element 7: (0, (16, 11), ['.', '%', '%', ''], [(6, 9), (11, 11), (18, 7)], [False, True, True, False], 86, False, [True, False, False, False], 204, 'West', (15, 11))
Element 8: (0, (15, 11), ['%', '.', '%', ''], [(6, 8), (12, 11), (18, 6)], [True, False, True, False], 84, False, [False, True, False, False], 243, 'South', (15, 10))
Element 9: (0, (15, 10), ['%', '.', '', '%'], [(6, 7), (13, 11), (18, 5)], [True, False, False, True], 82, False, [False, True, False, False], 282, 'South', (15, 9))
Element 10: (0, (15, 9), ['.', '%', '', '.'], [(6, 6), (13, 10), (18, 4)], [False, True, False, False], 80, False, [True, False, False, True], 321, 'East', (16, 9))
Element 11: (0, (16, 9), ['', '.', '%', '%'], [(6, 5), (13, 9), (18, 3)], [False, False, True, True], 78, False, [False, True, False, False], 360, 'South', (16, 8))
Element 12: (0, (16, 8), ['%', '', '', '%'], [(6, 4), (14, 9), (18, 2)], [True, False, False, True], 76, False, [False, False, False, False], 399, 'South', (16, 7))
Element 13: (0, (16, 7), ['.', '', '', ''], [(6, 3), (15, 9), (18, 1)], [False, False, False, False], 74, False, [True, False, False, False], 408, 'West', (15, 7))
Element 14: (0, (15, 7), ['%', '.', '%', ''], [(7, 3), (16, 9), (17, 1)], [True, False, True, False], 72, False, [False, True, False, False], 437, 'South', (15, 6))
