Element 1: (2, (10, 10), ['.', '.', '.', '%'], [(16, 6), (3, 9), (12, 11)], [False, False, False, True], 98, False, [True, True, True, False], 19, 'North', (10, 11))
Element 2: (2, (10, 11), ['.', '', '%', '.'], [(16, 7), (4, 9), (13, 11)], [False, False, True, False], 96, False, [True, False, False, True], 58, 'East', (11, 11))
Element 3: (2, (11, 11), ['', '%', '%', ''], [(17, 7), (5, 9), (13, 10)], [False, True, True, False], 94, False, [False, False, False, False], 97, 'East', (12, 11))
Element 4: (2, (12, 11), ['', '%', '%', ''], [(18, 7), (6, 9), (13, 9)], [False, True, True, False], 92, False, [False, False, False, False], 126, 'East', (13, 11))
Element 5: (2, (13, 11), ['', '', '%', '%'], [(18, 8), (7, 9), (14, 9)], [False, False, True, True], 90, False, [False, False, False, False], 155, 'South', (13, 10))
Element 6: (2, (13, 10), ['%', '', '', '%'], [(18, 9), (6, 9), (15, 9)], [True, False, False, True], 88, False, [False, False, False, False], 174, 'South', (13, 9))
Element 7: (2, (13, 9), ['.', '.', '', ''], [(18, 10), (6, 10), (16, 9)], [False, False, False, False], 86, False, [True, True, False, False], 203, 'South', (13, 8))
Element 8: (2, (13, 8), ['%', '.', '', '%'], [(18, 11), (6, 11), (16, 8)], [True, False, False, True], 84, False, [False, True, False, False], 232, 'South', (13, 7))
Element 9: (2, (13, 7), ['%', '.', '', '%'], [(17, 11), (7, 11), (16, 7)], [True, False, False, True], 82, False, [False, True, False, False], 261, 'South', (13, 6))
Element 10: (2, (13, 6), ['%', '.', '', '%'], [(16, 11), (8, 11), (15, 7)], [True, False, False, True], 80, False, [False, True, False, False], 300, 'South', (13, 5))
Element 11: (2, (13, 5), ['%', '.', '', '%'], [(15, 11), (9, 11), (15, 6)], [True, False, False, True], 78, False, [False, True, False, False], 329, 'South', (13, 4))
Element 12: (2, (13, 4), ['%', '.', '', '%'], [(15, 10), (9, 10), (15, 5)], [True, False, False, True], 76, False, [False, True, False, False], 368, 'South', (13, 3))
Element 13: (2, (13, 3), ['.', '.', '', '%'], [(15, 9), (9, 9), (16, 5)], [False, False, False, True], 74, False, [True, True, False, False], 397, 'South', (13, 2))
Element 14: (2, (13, 2), ['%', '.', '', '%'], [(16, 9), (10, 9), (16, 4)], [True, False, False, True], 72, False, [False, True, False, False], 426, 'South', (13, 1))
Element 15: (2, (13, 1), ['.', '%', '', '%'], [(16, 8), (10, 10), (16, 3)], [False, True, False, True], 70, False, [True, False, False, False], 445, 'West', (12, 1))
Element 16: (2, (12, 1), ['.', '%', '%', ''], [(16, 9), (10, 11), (15, 3)], [False, True, True, False], 68, False, [True, False, False, False], 464, 'West', (11, 1))
Element 17: (2, (11, 1), ['.', '%', '%', ''], [(15, 9), (11, 11), (15, 4)], [False, True, True, False], 66, False, [True, False, False, False], 483, 'West', (10, 1))
Element 18: (2, (10, 1), ['.', '%', '%', ''], [(14, 9), (12, 11), (15, 3)], [False, True, True, False], 64, False, [True, False, False, False], 492, 'West', (9, 1))
Element 19: (2, (9, 1), ['.', '%', '%', ''], [(13, 9), (13, 11), (15, 2)], [False, True, True, False], 62, False, [True, False, False, False], 511, 'West', (8, 1))
Element 20: (2, (8, 1), ['.', '%', '%', ''], [(12, 9), (13, 10), (15, 1)], [False, True, True, False], 60, False, [True, False, False, False], 540, 'West', (7, 1))
Element 21: (2, (7, 1), ['.', '%', '%', ''], [(13, 9), (13, 11), (16, 1)], [False, True, True, False], 58, False, [True, False, False, False], 559, 'West', (6, 1))
Element 22: (2, (6, 1), ['%', '%', '.', ''], [(13, 10), (12, 11), (17, 1)], [True, True, False, False], 56, False, [False, False, True, False], 578, 'North', (6, 2))
Element 23: (2, (6, 2), ['%', '', '.', '%'], [(13, 11), (11, 11), (18, 1)], [True, False, False, True], 54, False, [False, False, True, False], 587, 'North', (6, 3))
