Element 1: (0, (4, 11), ['.', '.', '%', '%'], [(4, 9), (13, 9), (15, 7)], [False, False, True, True], 98, False, [True, True, False, False], 0, 'South', (4, 10))
Element 2: (0, (4, 10), ['%', '', '', '%'], [(5, 9), (14, 9), (16, 7)], [True, False, False, True], 96, False, [False, False, False, False], 39, 'South', (4, 9))
Element 3: (0, (4, 9), ['.', '%', '', ''], [(6, 9), (15, 9), (17, 7)], [False, True, False, False], 94, False, [True, False, False, False], 68, 'West', (3, 9))
Element 4: (0, (3, 9), ['%', '.', '%', ''], [(7, 9), (16, 9), (18, 7)], [True, False, True, False], 92, False, [False, True, False, False], 107, 'South', (3, 8))
Element 5: (0, (3, 8), ['%', '.', '', '%'], [(6, 9), (16, 8), (18, 8)], [True, False, False, True], 90, False, [False, True, False, False], 136, 'South', (3, 7))
Element 6: (0, (3, 7), ['.', '.', '', '.'], [(6, 10), (16, 7), (18, 9)], [False, False, False, False], 88, False, [True, True, False, True], 165, 'East', (4, 7))
Element 7: (0, (4, 7), ['', '.', '%', '.'], [(6, 11), (16, 6), (18, 10)], [False, False, True, False], 86, False, [False, True, False, True], 204, 'East', (5, 7))
Element 8: (0, (5, 7), ['', '.', '%', '.'], [(7, 11), (16, 5), (18, 11)], [False, False, True, False], 84, False, [False, True, False, True], 233, 'East', (6, 7))
Element 9: (0, (6, 7), ['', '.', '.', ''], [(8, 11), (16, 4), (17, 11)], [False, False, False, False], 82, False, [False, True, True, False], 272, 'North', (6, 8))
Element 10: (0, (6, 8), ['%', '', '', '%'], [(9, 11), (16, 3), (16, 11)], [True, False, False, True], 80, False, [False, False, False, False], 311, 'North', (6, 9))
Element 11: (0, (6, 9), ['', '', '', ''], [(10, 11), (15, 3), (15, 11)], [False, False, False, False], 78, False, [False, False, False, False], 340, 'East', (7, 9))
Element 12: (0, (7, 9), ['', '%', '%', '%'], [(11, 11), (15, 4), (15, 10)], [False, True, True, True], 76, False, [False, False, False, False], 369, 'West', (6, 9))
Element 13: (0, (6, 9), ['', '', '', ''], [(12, 11), (15, 5), (15, 9)], [False, False, False, False], 74, False, [False, False, False, False], 388, 'North', (6, 10))
Element 14: (0, (6, 10), ['%', '', '', '%'], [(13, 11), (15, 6), (16, 9)], [True, False, False, True], 72, False, [False, False, False, False], 407, 'North', (6, 11))
Element 15: (0, (6, 11), ['%', '', '%', ''], [(13, 10), (15, 7), (16, 8)], [True, False, True, False], 70, False, [False, False, False, False], 416, 'East', (7, 11))
Element 16: (0, (7, 11), ['', '%', '%', ''], [(13, 9), (15, 6), (16, 9)], [False, True, True, False], 68, False, [False, False, False, False], 415, 'East', (8, 11))
Element 17: (0, (8, 11), ['', '%', '%', ''], [(13, 8), (15, 5), (15, 9)], [False, True, True, False], 66, False, [False, False, False, False], 424, 'East', (9, 11))
