Element 1: (1, (6, 1), ['%', '%', '.', '.'], [(13, 2), (12, 11), (16, 9)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (7, 1))
Element 2: (1, (7, 1), ['', '%', '%', '.'], [(13, 3), (13, 11), (16, 8)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (8, 1))
Element 3: (1, (8, 1), ['', '%', '%', '.'], [(13, 4), (13, 10), (16, 7)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (9, 1))
Element 4: (1, (9, 1), ['', '%', '%', '.'], [(13, 5), (13, 9), (17, 7)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (10, 1))
Element 5: (1, (10, 1), ['', '%', '%', '.'], [(13, 6), (14, 9), (18, 7)], [False, True, True, False], 90, False, [False, False, False, True], 165, 'East', (11, 1))
Element 6: (1, (11, 1), ['', '%', '%', '.'], [(13, 7), (15, 9), (18, 8)], [False, True, True, False], 88, False, [False, False, False, True], 204, 'East', (12, 1))
Element 7: (1, (12, 1), ['', '%', '%', ''], [(13, 8), (15, 10), (18, 9)], [False, True, True, False], 86, False, [False, False, False, False], 243, 'East', (13, 1))
Element 8: (1, (13, 1), ['', '%', '', '%'], [(13, 9), (15, 11), (18, 10)], [False, True, False, True], 84, False, [False, False, False, False], 262, 'North', (13, 2))
Element 9: (1, (13, 2), ['%', '', '', '%'], [(12, 9), (16, 11), (18, 11)], [True, False, False, True], 82, False, [False, False, False, False], 281, 'North', (13, 3))
Element 10: (1, (13, 3), ['.', '', '', '%'], [(13, 9), (17, 11), (18, 10)], [False, False, False, True], 80, False, [True, False, False, False], 290, 'West', (12, 3))
Element 11: (1, (12, 3), ['.', '%', '%', ''], [(14, 9), (18, 11), (18, 9)], [False, True, True, False], 78, False, [True, False, False, False], 299, 'West', (11, 3))
Element 12: (1, (11, 3), ['.', '%', '%', ''], [(15, 9), (18, 10), (18, 8)], [False, True, True, False], 76, False, [True, False, False, False], 308, 'West', (10, 3))
Element 13: (1, (10, 3), ['.', '%', '%', ''], [(16, 9), (18, 9), (18, 7)], [False, True, True, False], 74, False, [True, False, False, False], 317, 'West', (9, 3))
Element 14: (1, (9, 3), ['.', '%', '%', ''], [(16, 8), (18, 8), (18, 6)], [False, True, True, False], 72, False, [True, False, False, False], 336, 'West', (8, 3))
Element 15: (1, (8, 3), ['.', '%', '', ''], [(16, 7), (18, 7), (18, 5)], [False, True, False, False], 70, False, [True, False, False, False], 355, 'West', (7, 3))
Element 16: (1, (7, 3), ['.', '%', '%', ''], [(16, 6), (18, 6), (18, 4)], [False, True, True, False], 68, False, [True, False, False, False], 384, 'West', (6, 3))
Element 17: (1, (6, 3), ['.', '.', '.', ''], [(16, 5), (18, 5), (18, 3)], [False, False, False, False], 66, False, [True, True, True, False], 413, 'North', (6, 4))
Element 18: (1, (6, 4), ['.', '', '.', '%'], [(16, 4), (18, 4), (18, 2)], [False, False, False, True], 64, False, [True, False, True, False], 442, 'North', (6, 5))
Element 19: (1, (6, 5), ['.', '', '.', '%'], [(16, 3), (18, 3), (18, 1)], [False, False, False, True], 62, False, [True, False, True, False], 461, 'North', (6, 6))
Element 20: (1, (6, 6), ['.', '', '.', '%'], [(15, 3), (18, 2), (17, 1)], [False, False, False, True], 60, False, [True, False, True, False], 490, 'North', (6, 7))
Element 21: (1, (6, 7), ['.', '', '.', ''], [(15, 4), (18, 1), (16, 1)], [False, False, False, False], 58, False, [True, False, True, False], 519, 'North', (6, 8))
Element 22: (1, (6, 8), ['%', '', '.', '%'], [(15, 5), (17, 1), (15, 1)], [True, False, False, True], 56, False, [False, False, True, False], 548, 'North', (6, 9))
Element 23: (1, (6, 9), ['.', '', '.', '.'], [(15, 6), (16, 1), (15, 2)], [False, False, False, False], 54, False, [True, False, True, True], 577, 'East', (7, 9))
Element 24: (1, (7, 9), ['', '%', '%', '%'], [(15, 7), (15, 1), (15, 3)], [False, True, True, True], 52, False, [False, False, False, False], 596, 'West', (6, 9))
Element 25: (1, (6, 9), ['.', '', '.', ''], [(15, 6), (15, 2), (16, 3)], [False, False, False, False], 50, False, [True, False, True, False], 595, 'North', (6, 10))
Element 26: (1, (6, 10), ['%', '', '.', '%'], [(15, 5), (15, 3), (16, 4)], [True, False, False, True], 48, False, [False, False, True, False], 604, 'North', (6, 11))
Element 27: (1, (6, 11), ['%', '', '%', '.'], [(15, 4), (16, 3), (16, 5)], [True, False, True, False], 46, False, [False, False, False, True], 613, 'East', (7, 11))
Element 28: (1, (7, 11), ['', '%', '%', '.'], [(15, 3), (16, 4), (16, 6)], [False, True, True, False], 44, False, [False, False, False, True], 622, 'East', (8, 11))
Element 29: (1, (8, 11), ['', '%', '%', '.'], [(15, 2), (16, 5), (15, 6)], [False, True, True, False], 42, False, [False, False, False, True], 631, 'East', (9, 11))
Element 30: (1, (9, 11), ['', '.', '%', '.'], [(15, 1), (16, 6), (15, 7)], [False, False, True, False], 40, False, [False, True, False, True], 640, 'East', (10, 11))
Element 31: (1, (10, 11), ['', '.', '%', '.'], [(16, 1), (16, 7), (15, 6)], [False, False, True, False], 38, False, [False, True, False, True], 649, 'East', (11, 11))
Element 32: (1, (11, 11), ['', '%', '%', ''], [(17, 1), (17, 7), (15, 5)], [False, True, True, False], 36, False, [False, False, False, False], 658, 'East', (12, 11))
Element 33: (1, (12, 11), ['', '%', '%', ''], [(18, 1), (16, 7), (15, 4)], [False, True, True, False], 34, False, [False, False, False, False], 657, 'East', (13, 11))
Element 34: (1, (13, 11), ['', '', '%', '%'], [(18, 2), (16, 8), (15, 5)], [False, False, True, True], 32, False, [False, False, False, False], 656, 'South', (13, 10))
Element 35: (1, (13, 10), ['%', '', '', '%'], [(18, 3), (16, 9), (15, 6)], [True, False, False, True], 30, False, [False, False, False, False], 655, 'South', (13, 9))
Element 36: (1, (13, 9), ['', '', '', ''], [(18, 4), (16, 8), (16, 6)], [False, False, False, False], 28, False, [False, False, False, False], 654, 'East', (14, 9))
Element 37: (1, (14, 9), ['', '%', '%', ''], [(18, 5), (16, 7), (16, 5)], [False, True, True, False], 26, False, [False, False, False, False], 653, 'East', (15, 9))
Element 38: (1, (15, 9), ['', '%', '', ''], [(18, 6), (15, 7), (15, 5)], [False, True, False, False], 24, False, [False, False, False, False], 652, 'East', (16, 9))
Element 39: (1, (16, 9), ['', '', '%', '%'], [(18, 7), (15, 6), (16, 5)], [False, False, True, True], 22, False, [False, False, False, False], 651, 'South', (16, 8))
Element 40: (1, (16, 8), ['%', '', '', '%'], [(18, 8), (15, 5), (16, 4)], [True, False, False, True], 20, False, [False, False, False, False], 650, 'South', (16, 7))
Element 41: (1, (16, 7), ['', '', '', ''], [(18, 9), (15, 4), (16, 3)], [False, False, False, False], 18, False, [False, False, False, False], 649, 'East', (17, 7))
Element 42: (1, (17, 7), ['', '%', '%', ''], [(18, 10), (15, 5), (16, 4)], [False, True, True, False], 16, False, [False, False, False, False], 648, 'East', (18, 7))
Element 43: (1, (18, 7), ['', '', '', '%'], [(18, 11), (15, 6), (16, 3)], [False, False, False, True], 14, False, [False, False, False, False], 647, 'North', (18, 8))
Element 44: (1, (18, 8), ['%', '', '', '%'], [(17, 11), (15, 7), (15, 3)], [True, False, False, True], 12, False, [False, False, False, False], 646, 'North', (18, 9))
Element 45: (1, (18, 9), ['%', '', '', '%'], [(16, 11), (16, 7), (15, 4)], [True, False, False, True], 10, False, [False, False, False, False], 645, 'North', (18, 10))
Element 46: (1, (18, 10), ['%', '', '', '%'], [(15, 11), (16, 6), (15, 3)], [True, False, False, True], 8, False, [False, False, False, False], 644, 'North', (18, 11))
Element 47: (1, (18, 11), ['', '', '%', '%'], [(15, 10), (15, 6), (15, 2)], [False, False, True, True], 6, False, [False, False, False, False], 643, 'West', (17, 11))
Element 48: (1, (17, 11), ['', '%', '%', ''], [(15, 11), (16, 6), (15, 1)], [False, True, True, False], 4, False, [False, False, False, False], 642, 'West', (16, 11))
Element 49: (1, (16, 11), ['', '%', '%', ''], [(15, 10), (16, 5), (16, 1)], [False, True, True, False], 2, False, [False, False, False, False], 641, 'West', (15, 11))
Element 50: (1, (15, 11), ['%', 'G', '%', ''], [(15, 10), (15, 5), (17, 1)], [True, False, True, False], 0, False, [False, False, False, False], 640, 'Stop', (15, 11))
Element 51: #0#
