Element 1: (2, (7, 3), ['.', '%', '%', '.'], [(5, 7), (6, 9), (12, 1)], [False, True, True, False], 98, False, [True, False, False, True], 19, 'East', (8, 3))
Element 2: (2, (8, 3), ['', '%', '', '.'], [(6, 7), (7, 9), (13, 1)], [False, True, False, False], 96, False, [False, False, False, True], 58, 'East', (9, 3))
Element 3: (2, (9, 3), ['', '%', '%', '.'], [(6, 6), (6, 9), (13, 2)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (10, 3))
Element 4: (2, (10, 3), ['', '%', '%', '.'], [(6, 5), (6, 10), (13, 3)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (11, 3))
Element 5: (2, (11, 3), ['', '%', '%', '.'], [(6, 4), (6, 11), (13, 4)], [False, True, True, False], 90, False, [False, False, False, True], 165, 'East', (12, 3))
Element 6: (2, (12, 3), ['', '%', '%', ''], [(6, 3), (7, 11), (13, 5)], [False, True, True, False], 88, False, [False, False, False, False], 204, 'East', (13, 3))
Element 7: (2, (13, 3), ['', '', '', '%'], [(6, 2), (8, 11), (13, 6)], [False, False, False, True], 86, False, [False, False, False, False], 233, 'North', (13, 4))
Element 8: (2, (13, 4), ['%', '', '', '%'], [(6, 1), (9, 11), (13, 7)], [True, False, False, True], 84, False, [False, False, False, False], 262, 'North', (13, 5))
Element 9: (2, (13, 5), ['%', '', '', '%'], [(7, 1), (10, 11), (13, 8)], [True, False, False, True], 82, False, [False, False, False, False], 291, 'North', (13, 6))
Element 10: (2, (13, 6), ['%', '', '', '%'], [(8, 1), (11, 11), (13, 9)], [True, False, False, True], 80, False, [False, False, False, False], 320, 'North', (13, 7))
Element 11: (2, (13, 7), ['%', '', '', '%'], [(9, 1), (12, 11), (14, 9)], [True, False, False, True], 78, False, [False, False, False, False], 349, 'North', (13, 8))
Element 12: (2, (13, 8), ['%', '', '', '%'], [(10, 1), (13, 11), (15, 9)], [True, False, False, True], 76, False, [False, False, False, False], 378, 'North', (13, 9))
Element 13: (2, (13, 9), ['.', '', 'G', ''], [(11, 1), (13, 10), (16, 9)], [False, False, False, False], 74, False, [True, False, False, False], 407, 'West', (12, 9))
Element 14: (2, (12, 9), ['%', '%', '%', 'G'], [(12, 1), (13, 9), (16, 8)], [True, True, True, False], 72, False, [False, False, False, False], 426, 'Stop', (12, 9))
Element 15: (2, (12, 9), ['%', '%', '%', ''], [(13, 1), (14, 9), (16, 7)], [True, True, True, False], 70, False, [False, False, False, False], 435, 'East', (13, 9))
Element 16: (2, (13, 9), ['', '', '', ''], [(13, 2), (15, 9), (17, 7)], [False, False, False, False], 68, False, [False, False, False, False], 444, 'Stop', (13, 9))
Element 17: (2, (13, 9), ['', '', '', ''], [(13, 3), (15, 10), (18, 7)], [False, False, False, False], 66, False, [False, False, False, False], 463, 'South', (13, 8))
Element 18: (2, (13, 8), ['%', '', '', '%'], [(13, 4), (15, 11), (18, 8)], [True, False, False, True], 64, False, [False, False, False, False], 482, 'South', (13, 7))
Element 19: (2, (13, 7), ['%', '', '', '%'], [(13, 5), (16, 11), (18, 9)], [True, False, False, True], 62, False, [False, False, False, False], 501, 'South', (13, 6))
Element 20: (2, (13, 6), ['%', '', '', '%'], [(13, 4), (17, 11), (18, 10)], [True, False, False, True], 60, False, [False, False, False, False], 520, 'South', (13, 5))
Element 21: (2, (13, 5), ['%', '', '', '%'], [(13, 3), (16, 11), (18, 11)], [True, False, False, True], 58, False, [False, False, False, False], 519, 'South', (13, 4))
Element 22: (2, (13, 4), ['%', '', '', '%'], [(12, 3), (15, 11), (17, 11)], [True, False, False, True], 56, False, [False, False, False, False], 518, 'South', (13, 3))
Element 23: (2, (13, 3), ['', '', '', '%'], [(11, 3), (15, 10), (16, 11)], [False, False, False, True], 54, False, [False, False, False, False], 517, 'South', (13, 2))
Element 24: (2, (13, 2), ['%', '', '', '%'], [(10, 3), (15, 9), (15, 11)], [True, False, False, True], 52, False, [False, False, False, False], 516, 'South', (13, 1))
Element 25: (2, (13, 1), ['', '%', '', '%'], [(9, 3), (16, 9), (15, 10)], [False, True, False, True], 50, False, [False, False, False, False], 515, 'West', (12, 1))
Element 26: (2, (12, 1), ['', '%', '%', ''], [(8, 3), (16, 8), (15, 11)], [False, True, True, False], 48, False, [False, False, False, False], 514, 'West', (11, 1))
Element 27: (2, (11, 1), ['', '%', '%', ''], [(8, 4), (16, 7), (16, 11)], [False, True, True, False], 46, False, [False, False, False, False], 513, 'West', (10, 1))
Element 28: (2, (10, 1), ['', '%', '%', ''], [(8, 5), (16, 6), (17, 11)], [False, True, True, False], 44, False, [False, False, False, False], 522, 'West', (9, 1))
Element 29: (2, (9, 1), ['', '%', '%', ''], [(9, 5), (16, 5), (18, 11)], [False, True, True, False], 42, False, [False, False, False, False], 531, 'West', (8, 1))
Element 30: (2, (8, 1), ['', '%', '%', ''], [(10, 5), (16, 4), (18, 10)], [False, True, True, False], 40, False, [False, False, False, False], 540, 'West', (7, 1))
Element 31: (2, (7, 1), ['', '%', '%', ''], [(11, 5), (16, 3), (18, 9)], [False, True, True, False], 38, False, [False, False, False, False], 549, 'West', (6, 1))
Element 32: (2, (6, 1), ['%', '%', '', ''], [(10, 5), (15, 3), (18, 8)], [True, True, False, False], 36, False, [False, False, False, False], 558, 'North', (6, 2))
Element 33: (2, (6, 2), ['%', '', '', '%'], [(9, 5), (15, 4), (18, 7)], [True, False, False, True], 34, False, [False, False, False, False], 567, 'North', (6, 3))
Element 34: (2, (6, 3), ['.', '', '', ''], [(8, 5), (15, 5), (18, 6)], [False, False, False, False], 32, False, [True, False, False, False], 586, 'West', (5, 3))
Element 35: (2, (5, 3), ['.', '%', '.', ''], [(8, 4), (15, 6), (18, 5)], [False, True, False, False], 30, False, [True, False, True, False], 615, 'North', (5, 4))
Element 36: (2, (5, 4), ['.', '', '.', ''], [(8, 3), (15, 7), (18, 4)], [False, False, False, False], 28, False, [True, False, True, False], 644, 'North', (5, 5))
Element 37: (2, (5, 5), ['.', '', '.', ''], [(7, 3), (15, 6), (18, 3)], [False, False, False, False], 26, False, [True, False, True, False], 663, 'North', (5, 6))
Element 38: (2, (5, 6), ['.', '', '', ''], [(8, 3), (15, 5), (18, 2)], [False, False, False, False], 24, False, [True, False, False, False], 682, 'West', (4, 6))
Element 39: (2, (4, 6), ['.', '.', '', ''], [(9, 3), (15, 4), (18, 1)], [False, False, False, False], 22, False, [True, True, False, False], 691, 'South', (4, 5))
Element 40: (2, (4, 5), ['.', '.', '', ''], [(10, 3), (15, 3), (17, 1)], [False, False, False, False], 20, False, [True, True, False, False], 710, 'South', (4, 4))
Element 41: (2, (4, 4), ['.', '.', '', ''], [(11, 3), (15, 2), (16, 1)], [False, False, False, False], 18, False, [True, True, False, False], 739, 'South', (4, 3))
Element 42: (2, (4, 3), ['.', '.', '', ''], [(12, 3), (15, 3), (15, 1)], [False, False, False, False], 16, False, [True, True, False, False], 758, 'South', (4, 2))
Element 43: (2, (4, 2), ['F', '.', '', '%'], [(13, 3), (16, 3), (15, 2)], [False, False, False, True], 14, False, [False, True, False, False], 767, 'West', (3, 2))
Element 44: (2, (3, 2), ['F', '.', '.', ''], [(13, 2), (16, 4), (15, 3)], [False, False, False, False], 12, False, [False, True, True, False], 1766, 'West', (2, 2))
Element 45: #1#
