Element 1: (0, (13, 8), ['%', '.', '.', '%'], [(10, 9), (15, 1), (15, 9)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (13, 9))
Element 2: (0, (13, 9), ['.', '', '.', '.'], [(10, 10), (16, 1), (16, 9)], [False, False, False, False], 96, False, [True, False, True, True], 39, 'East', (14, 9))
Element 3: (0, (14, 9), ['', '%', '%', ''], [(10, 11), (17, 1), (16, 8)], [False, True, True, False], 94, False, [False, False, False, False], 78, 'East', (15, 9))
Element 4: (0, (15, 9), ['', '%', '.', ''], [(11, 11), (18, 1), (16, 7)], [False, True, False, False], 92, False, [False, False, True, False], 97, 'North', (15, 10))
Element 5: (0, (15, 10), ['%', '', '.', '%'], [(12, 11), (18, 2), (17, 7)], [True, False, False, True], 90, False, [False, False, True, False], 136, 'North', (15, 11))
Element 6: (0, (15, 11), ['%', '', '%', '.'], [(13, 11), (18, 3), (18, 7)], [True, False, True, False], 88, False, [False, False, False, True], 175, 'East', (16, 11))
Element 7: (0, (16, 11), ['', '%', '%', '.'], [(13, 10), (18, 4), (18, 8)], [False, True, True, False], 86, False, [False, False, False, True], 214, 'East', (17, 11))
Element 8: (0, (17, 11), ['', '%', '%', ''], [(13, 9), (18, 5), (18, 9)], [False, True, True, False], 84, False, [False, False, False, False], 243, 'East', (18, 11))
Element 9: (0, (18, 11), ['', 'G', '%', '%'], [(12, 9), (18, 6), (18, 10)], [False, False, True, True], 82, False, [False, False, False, False], 272, 'West', (17, 11))
Element 10: (0, (17, 11), ['', '%', '%', 'G'], [(13, 9), (18, 7), (18, 11)], [False, True, True, False], 80, False, [False, False, False, False], 271, 'West', (16, 11))
Element 11: (0, (16, 11), ['', '%', '%', 'G'], [(14, 9), (18, 8), (17, 11)], [False, True, True, False], 78, False, [False, False, False, False], 270, 'West', (15, 11))
Element 12: (0, (15, 11), ['%', '', '%', 'G'], [(15, 9), (18, 9), (16, 11)], [True, False, True, False], 76, False, [False, False, False, False], 269, 'South', (15, 10))
Element 13: (0, (15, 10), ['%', '', 'G', '%'], [(16, 9), (18, 10), (15, 11)], [True, False, False, True], 74, False, [False, False, False, False], 268, 'South', (15, 9))
