Element 1: (0, (7, 9), ['.', '%', '%', '%'], [(6, 2), (13, 1), (13, 2)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (6, 9))
Element 2: (0, (6, 9), ['.', '.', '.', ''], [(6, 3), (12, 1), (13, 3)], [False, False, False, False], 96, False, [True, True, True, False], 39, 'North', (6, 10))
Element 3: (0, (6, 10), ['%', '', '.', '%'], [(7, 3), (11, 1), (13, 4)], [True, False, False, True], 94, False, [False, False, True, False], 78, 'North', (6, 11))
Element 4: (0, (6, 11), ['%', '', '%', '.'], [(8, 3), (10, 1), (13, 5)], [True, False, True, False], 92, False, [False, False, False, True], 117, 'East', (7, 11))
Element 5: (0, (7, 11), ['', '%', '%', '.'], [(9, 3), (9, 1), (13, 6)], [False, True, True, False], 90, False, [False, False, False, True], 156, 'East', (8, 11))
Element 6: (0, (8, 11), ['', '%', '%', '.'], [(10, 3), (8, 1), (13, 7)], [False, True, True, False], 88, False, [False, False, False, True], 195, 'East', (9, 11))
Element 7: (0, (9, 11), ['', '.', '%', '.'], [(11, 3), (7, 1), (13, 8)], [False, False, True, False], 86, False, [False, True, False, True], 234, 'East', (10, 11))
Element 8: (0, (10, 11), ['', '.', '%', '.'], [(12, 3), (6, 1), (13, 9)], [False, False, True, False], 84, False, [False, True, False, True], 273, 'East', (11, 11))
Element 9: (0, (11, 11), ['', '%', '%', '.'], [(13, 3), (6, 2), (14, 9)], [False, True, True, False], 82, False, [False, False, False, True], 292, 'East', (12, 11))
Element 10: (0, (12, 11), ['', '%', '%', '.'], [(13, 4), (6, 3), (15, 9)], [False, True, True, False], 80, False, [False, False, False, True], 311, 'East', (13, 11))
Element 11: (0, (13, 11), ['', '.', '%', '%'], [(13, 5), (6, 4), (16, 9)], [False, False, True, True], 78, False, [False, True, False, False], 340, 'South', (13, 10))
Element 12: (0, (13, 10), ['%', '', '', '%'], [(13, 6), (6, 5), (16, 8)], [True, False, False, True], 76, False, [False, False, False, False], 369, 'South', (13, 9))
Element 13: (0, (13, 9), ['.', '', '', ''], [(13, 7), (6, 6), (16, 7)], [False, False, False, False], 74, False, [True, False, False, False], 388, 'West', (12, 9))
Element 14: (0, (12, 9), ['%', '%', '%', ''], [(13, 8), (6, 7), (17, 7)], [True, True, True, False], 72, False, [False, False, False, False], 417, 'East', (13, 9))
Element 15: (0, (13, 9), ['', '', '', ''], [(13, 7), (6, 8), (18, 7)], [False, False, False, False], 70, False, [False, False, False, False], 436, 'East', (14, 9))
Element 16: (0, (14, 9), ['', '%', '%', ''], [(13, 6), (6, 9), (18, 8)], [False, True, True, False], 68, False, [False, False, False, False], 445, 'East', (15, 9))
Element 17: (0, (15, 9), ['', '%', '.', ''], [(13, 5), (5, 9), (18, 9)], [False, True, False, False], 66, False, [False, False, True, False], 464, 'North', (15, 10))
Element 18: (0, (15, 10), ['%', '', '.', '%'], [(13, 4), (4, 9), (18, 10)], [True, False, False, True], 64, False, [False, False, True, False], 493, 'North', (15, 11))
Element 19: (0, (15, 11), ['%', '', '%', '.'], [(13, 3), (4, 10), (18, 11)], [True, False, True, False], 62, False, [False, False, False, True], 512, 'East', (16, 11))
Element 20: (0, (16, 11), ['', '%', '%', 'G'], [(13, 2), (4, 11), (17, 11)], [False, True, True, False], 60, False, [False, False, False, False], 541, 'West', (15, 11))
Element 21: (0, (15, 11), ['%', '', '%', 'G'], [(13, 1), (3, 11), (16, 11)], [True, False, True, False], 58, False, [False, False, False, False], 550, 'South', (15, 10))
Element 22: (0, (15, 10), ['%', '', 'G', '%'], [(12, 1), (2, 11), (15, 11)], [True, False, False, True], 56, False, [False, False, False, False], 559, 'South', (15, 9))
Element 23: (0, (15, 9), ['', '%', 'G', ''], [(11, 1), (1, 11), (15, 10)], [False, True, False, False], 54, False, [False, False, False, False], 558, 'East', (16, 9))
Element 24: (0, (16, 9), ['', '', '%', '%'], [(10, 1), (1, 10), (15, 11)], [False, False, True, True], 52, False, [False, False, False, False], 567, 'South', (16, 8))
Element 25: (0, (16, 8), ['%', '', '', '%'], [(9, 1), (1, 9), (16, 11)], [True, False, False, True], 50, False, [False, False, False, False], 576, 'South', (16, 7))
Element 26: (0, (16, 7), ['.', '.', '', ''], [(8, 1), (1, 8), (17, 11)], [False, False, False, False], 48, False, [True, True, False, False], 585, 'South', (16, 6))
Element 27: (0, (16, 6), ['.', '.', '', '%'], [(7, 1), (1, 7), (18, 11)], [False, False, False, True], 46, False, [True, True, False, False], 604, 'South', (16, 5))
Element 28: (0, (16, 5), ['.', '.', '', '%'], [(6, 1), (2, 7), (18, 10)], [False, False, False, True], 44, False, [True, True, False, False], 623, 'South', (16, 4))
Element 29: (0, (16, 4), ['.', '.', '', '%'], [(7, 1), (3, 7), (18, 9)], [False, False, False, True], 42, False, [True, True, False, False], 642, 'South', (16, 3))
Element 30: (0, (16, 3), ['.', '%', '', '%'], [(8, 1), (4, 7), (18, 8)], [False, True, False, True], 40, False, [True, False, False, False], 661, 'West', (15, 3))
Element 31: (0, (15, 3), ['%', '.', '.', ''], [(9, 1), (5, 7), (18, 7)], [True, False, False, False], 38, False, [False, True, True, False], 680, 'North', (15, 4))
Element 32: (0, (15, 4), ['%', '', '.', ''], [(10, 1), (5, 6), (18, 6)], [True, False, False, False], 36, False, [False, False, True, False], 709, 'North', (15, 5))
Element 33: (0, (15, 5), ['%', '', '.', ''], [(11, 1), (5, 5), (18, 5)], [True, False, False, False], 34, False, [False, False, True, False], 738, 'North', (15, 6))
Element 34: (0, (15, 6), ['%', '', '.', ''], [(12, 1), (5, 4), (18, 4)], [True, False, False, False], 32, False, [False, False, True, False], 767, 'North', (15, 7))
Element 35: (0, (15, 7), ['%', '', '%', ''], [(13, 1), (5, 3), (18, 3)], [True, False, True, False], 30, False, [False, False, False, False], 796, 'South', (15, 6))
Element 36: (0, (15, 6), ['%', '', '', ''], [(13, 2), (4, 3), (18, 2)], [True, False, False, False], 28, False, [False, False, False, False], 815, 'South', (15, 5))
Element 37: (0, (15, 5), ['%', '', '', ''], [(13, 3), (4, 4), (18, 1)], [True, False, False, False], 26, False, [False, False, False, False], 824, 'South', (15, 4))
Element 38: (0, (15, 4), ['%', '', '', ''], [(12, 3), (4, 5), (17, 1)], [True, False, False, False], 24, False, [False, False, False, False], 843, 'South', (15, 3))
