Element 1: (2, (13, 3), ['.', '.', '.', '%'], [(5, 4), (6, 5), (15, 11)], [False, False, False, True], 98, False, [True, True, True, False], 19, 'North', (13, 4))
Element 2: (2, (13, 4), ['%', '', '.', '%'], [(5, 5), (6, 6), (16, 11)], [True, False, False, True], 96, False, [False, False, True, False], 58, 'North', (13, 5))
Element 3: (2, (13, 5), ['%', '', '.', '%'], [(5, 6), (6, 7), (17, 11)], [True, False, False, True], 94, False, [False, False, True, False], 97, 'North', (13, 6))
Element 4: (2, (13, 6), ['%', '', '.', '%'], [(5, 7), (6, 8), (18, 11)], [True, False, False, True], 92, False, [False, False, True, False], 126, 'North', (13, 7))
Element 5: (2, (13, 7), ['%', '', '.', '%'], [(4, 7), (6, 9), (18, 10)], [True, False, False, True], 90, False, [False, False, True, False], 165, 'North', (13, 8))
Element 6: (2, (13, 8), ['%', '', '.', '%'], [(4, 6), (7, 9), (18, 9)], [True, False, False, True], 88, False, [False, False, True, False], 204, 'North', (13, 9))
Element 7: (2, (13, 9), ['.', '', '.', '.'], [(4, 5), (6, 9), (18, 8)], [False, False, False, False], 86, False, [True, False, True, True], 233, 'East', (14, 9))
Element 8: (2, (14, 9), ['', '%', '%', '.'], [(3, 5), (6, 10), (18, 7)], [False, True, True, False], 84, False, [False, False, False, True], 272, 'East', (15, 9))
Element 9: (2, (15, 9), ['', '%', '.', '.'], [(3, 6), (6, 11), (18, 6)], [False, True, False, False], 82, False, [False, False, True, True], 311, 'East', (16, 9))
Element 10: (2, (16, 9), ['', '.', '%', '%'], [(3, 7), (7, 11), (18, 5)], [False, False, True, True], 80, False, [False, True, False, False], 350, 'South', (16, 8))
Element 11: (2, (16, 8), ['%', '.', '', '%'], [(3, 8), (8, 11), (18, 4)], [True, False, False, True], 78, False, [False, True, False, False], 389, 'South', (16, 7))
Element 12: (2, (16, 7), ['.', '.', '', '.'], [(3, 9), (9, 11), (18, 3)], [False, False, False, False], 76, False, [True, True, False, True], 428, 'East', (17, 7))
Element 13: (2, (17, 7), ['', '%', '%', ''], [(4, 9), (10, 11), (18, 2)], [False, True, True, False], 74, False, [False, False, False, False], 467, 'East', (18, 7))
Element 14: (2, (18, 7), ['', '', '', '%'], [(5, 9), (11, 11), (18, 1)], [False, False, False, True], 72, False, [False, False, False, False], 486, 'North', (18, 8))
Element 15: (2, (18, 8), ['%', '', '', '%'], [(6, 9), (12, 11), (17, 1)], [True, False, False, True], 70, False, [False, False, False, False], 505, 'North', (18, 9))
Element 16: (2, (18, 9), ['%', '', '', '%'], [(7, 9), (13, 11), (16, 1)], [True, False, False, True], 68, False, [False, False, False, False], 524, 'North', (18, 10))
Element 17: (2, (18, 10), ['%', '', '', '%'], [(6, 9), (13, 10), (15, 1)], [True, False, False, True], 66, False, [False, False, False, False], 543, 'North', (18, 11))
Element 18: (2, (18, 11), ['', '', '%', '%'], [(6, 10), (13, 9), (15, 2)], [False, False, True, True], 64, False, [False, False, False, False], 552, 'West', (17, 11))
Element 19: (2, (17, 11), ['', '%', '%', ''], [(6, 11), (12, 9), (15, 3)], [False, True, True, False], 62, False, [False, False, False, False], 571, 'West', (16, 11))
Element 20: (2, (16, 11), ['', '%', '%', ''], [(7, 11), (13, 9), (16, 3)], [False, True, True, False], 60, False, [False, False, False, False], 580, 'West', (15, 11))
Element 21: (2, (15, 11), ['%', '.', '%', ''], [(8, 11), (14, 9), (16, 4)], [True, False, True, False], 58, False, [False, True, False, False], 589, 'South', (15, 10))
Element 22: (2, (15, 10), ['%', 'G', '', '%'], [(9, 11), (15, 9), (16, 5)], [True, False, False, True], 56, False, [False, False, False, False], 608, 'North', (15, 11))
Element 23: (2, (15, 11), ['%', '', '%', ''], [(9, 10), (16, 9), (16, 6)], [True, False, True, False], 54, False, [False, False, False, False], 627, 'East', (16, 11))
Element 24: (2, (16, 11), ['', '%', '%', ''], [(10, 10), (16, 8), (15, 6)], [False, True, True, False], 52, False, [False, False, False, False], 646, 'East', (17, 11))
Element 25: (2, (17, 11), ['', '%', '%', ''], [(10, 9), (16, 7), (15, 7)], [False, True, True, False], 50, False, [False, False, False, False], 665, 'East', (18, 11))
Element 26: (2, (18, 11), ['', '', '%', '%'], [(9, 9), (17, 7), (15, 6)], [False, False, True, True], 48, False, [False, False, False, False], 674, 'South', (18, 10))
Element 27: (2, (18, 10), ['%', '', '', '%'], [(9, 8), (18, 7), (15, 5)], [True, False, False, True], 46, False, [False, False, False, False], 683, 'South', (18, 9))
Element 28: (2, (18, 9), ['%', 'G', '', '%'], [(9, 7), (18, 8), (15, 4)], [True, False, False, True], 44, False, [False, False, False, False], 702, 'North', (18, 10))
Element 29: (2, (18, 10), ['%', 'G', '', '%'], [(10, 7), (18, 9), (15, 5)], [True, False, False, True], 42, False, [False, False, False, False], 711, 'South', (18, 9))
Element 30: (2, (18, 9), ['%', '', 'G', '%'], [(11, 7), (18, 10), (15, 6)], [True, False, False, True], 40, False, [False, False, False, False], 720, 'South', (18, 8))
Element 31: (2, (18, 8), ['%', '', '', '%'], [(10, 7), (18, 11), (16, 6)], [True, False, False, True], 38, False, [False, False, False, False], 719, 'South', (18, 7))
Element 32: (2, (18, 7), ['', '', '', '%'], [(10, 8), (17, 11), (16, 7)], [False, False, False, True], 36, False, [False, False, False, False], 718, 'West', (17, 7))
Element 33: (2, (17, 7), ['', '%', '%', ''], [(10, 7), (16, 11), (16, 8)], [False, True, True, False], 34, False, [False, False, False, False], 717, 'West', (16, 7))
Element 34: (2, (16, 7), ['', '', '', ''], [(9, 7), (15, 11), (16, 9)], [False, False, False, False], 32, False, [False, False, False, False], 716, 'South', (16, 6))
Element 35: (2, (16, 6), ['', '', '', '%'], [(9, 8), (15, 10), (15, 9)], [False, False, False, True], 30, False, [False, False, False, False], 715, 'South', (16, 5))
Element 36: (2, (16, 5), ['', '', '', '%'], [(10, 8), (15, 11), (14, 9)], [False, False, False, True], 28, False, [False, False, False, False], 714, 'South', (16, 4))
Element 37: (2, (16, 4), ['', '', '', '%'], [(9, 8), (16, 11), (13, 9)], [False, False, False, True], 26, False, [False, False, False, False], 713, 'South', (16, 3))
Element 38: (2, (16, 3), ['', '%', '', '%'], [(9, 9), (17, 11), (13, 10)], [False, True, False, True], 24, False, [False, False, False, False], 712, 'West', (15, 3))
Element 39: (2, (15, 3), ['%', '', '', ''], [(10, 9), (18, 11), (13, 11)], [True, False, False, False], 22, False, [False, False, False, False], 711, 'North', (15, 4))
Element 40: (2, (15, 4), ['%', '', '', ''], [(10, 8), (18, 10), (12, 11)], [True, False, False, False], 20, False, [False, False, False, False], 710, 'North', (15, 5))
Element 41: (2, (15, 5), ['%', '', '', ''], [(10, 9), (18, 9), (11, 11)], [True, False, False, False], 18, False, [False, False, False, False], 709, 'North', (15, 6))
Element 42: (2, (15, 6), ['%', '', '', ''], [(10, 10), (18, 8), (10, 11)], [True, False, False, False], 16, False, [False, False, False, False], 708, 'North', (15, 7))
Element 43: (2, (15, 7), ['%', '', '%', ''], [(10, 11), (18, 7), (9, 11)], [True, False, True, False], 14, False, [False, False, False, False], 707, 'South', (15, 6))
Element 44: (2, (15, 6), ['%', '', '', ''], [(11, 11), (18, 6), (9, 10)], [True, False, False, False], 12, False, [False, False, False, False], 706, 'South', (15, 5))
Element 45: (2, (15, 5), ['%', '', '', ''], [(12, 11), (18, 5), (10, 10)], [True, False, False, False], 10, False, [False, False, False, False], 705, 'South', (15, 4))
Element 46: (2, (15, 4), ['%', '', '', ''], [(13, 11), (18, 4), (10, 9)], [True, False, False, False], 8, False, [False, False, False, False], 704, 'South', (15, 3))
Element 47: (2, (15, 3), ['%', '', '', ''], [(13, 10), (18, 3), (10, 8)], [True, False, False, False], 6, False, [False, False, False, False], 703, 'South', (15, 2))
Element 48: (2, (15, 2), ['%', '', '', '%'], [(13, 9), (18, 2), (10, 7)], [True, False, False, True], 4, False, [False, False, False, False], 702, 'South', (15, 1))
Element 49: (2, (15, 1), ['%', '%', '', ''], [(14, 9), (18, 1), (11, 7)], [True, True, False, False], 2, False, [False, False, False, False], 701, 'East', (16, 1))
Element 50: (2, (16, 1), ['', '%', '%', ''], [(14, 9), (18, 1), (10, 7)], [False, True, True, False], 0, False, [False, False, False, False], 700, 'Stop', (16, 1))
Element 51: #0#
